param,mean,sd,q5,q50,q95,rhat,ess
age_slope_player_z[51],0.0461127,0.396179,-0.581977,0.0448729,0.72487,0.999393,1146.15
age_slope_player_z[52],-0.113848,0.387405,-0.742472,-0.122399,0.522272,1.00215,1482.0
age_slope_player_z[53],1.08874,0.449931,0.370085,1.07826,1.85192,1.00146,2385.17
age_slope_player_z[54],0.814462,0.350905,0.259519,0.797386,1.3921,1.00313,2206.07
age_slope_player_z[55],0.7777,0.416858,0.0971039,0.774885,1.46226,1.00747,2143.93
age_slope_player_z[56],-0.527695,0.443633,-1.24183,-0.524125,0.179029,1.0038,1788.82
age_slope_player_z[57],-1.30464,0.402464,-1.98639,-1.29018,-0.649543,1.00021,1789.51
age_slope_player_z[58],-0.513802,0.412939,-1.19941,-0.509763,0.157375,0.99909,2245.06
age_slope_player_z[59],-1.77031,0.478924,-2.5908,-1.77165,-0.984694,0.99983,2014.57
age_slope_player_z[60],-1.17684,0.597877,-2.19176,-1.17393,-0.178953,1.00536,3275.71
age_slope_player_z[61],-1.84488,0.434962,-2.57502,-1.8312,-1.13577,1.00099,2019.84
age_slope_player_z[62],0.171551,0.383823,-0.441261,0.179023,0.792676,0.999105,2189.66
age_slope_player_z[63],0.791659,0.549501,-0.0915904,0.797836,1.67662,1.0016,2418.95
age_slope_player_z[64],0.740963,0.434418,0.0494396,0.737253,1.48564,1.00357,1755.06
age_slope_player_z[65],1.28345,0.511909,0.439862,1.28399,2.13389,1.00634,2299.49
age_slope_player_z[66],0.701511,0.40329,0.0595381,0.703506,1.37503,1.004,1807.28
age_slope_player_z[67],-1.45089,0.437321,-2.14467,-1.4636,-0.724049,1.00415,1797.18
age_slope_player_z[68],-0.409046,0.361966,-1.00705,-0.404749,0.16401,1.00441,1665.25
age_slope_player_z[69],-0.72799,0.47017,-1.5224,-0.720739,0.0101528,1.00105,1800.08
age_slope_player_z[70],-1.09189,0.496989,-1.9025,-1.10225,-0.269388,0.99934,1768.88
age_slope_player_z[71],0.816126,0.41089,0.146926,0.814637,1.52043,1.00058,1708.54
age_slope_player_z[72],-0.130849,0.413648,-0.805997,-0.123965,0.531358,1.00415,2367.48
age_slope_player_z[73],1.98672,0.496373,1.17416,1.99959,2.80847,0.99894,2183.88
age_slope_player_z[74],-0.468141,0.499218,-1.27834,-0.468824,0.34098,1.00108,2603.82
age_slope_player_z[75],0.0882883,0.442651,-0.639983,0.0931646,0.831909,1.00825,1783.57
age_slope_player_z[76],1.74155,0.44303,1.03479,1.7333,2.4771,0.999929,1493.97
age_slope_player_z[77],0.6621,0.48318,-0.139068,0.66251,1.46906,1.00444,2892.66
age_slope_player_z[78],-0.423212,0.451867,-1.14963,-0.417588,0.315702,1.00047,1410.37
age_slope_player_z[79],0.23948,0.489027,-0.564638,0.234415,1.04827,0.999339,2297.1
age_slope_player_z[80],0.988286,0.449236,0.242484,0.993449,1.69031,1.00161,1988.29
beta_lineup_skill_interaction,-0.013394,0.0184512,-0.0370276,-0.0177426,0.0225254,1.00532,377.473
phi,53.2285,3.53966,47.6982,52.9822,59.4049,1.00469,4883.03
age_slope_player[1],-0.0230703,0.0122528,-0.0429774,-0.0230008,-0.00336703,1.00237,3632.28
age_slope_player[2],-0.0269139,0.0158441,-0.0529496,-0.0273315,-0.00103633,1.00293,3935.0
age_slope_player[3],-0.0571471,0.0112432,-0.0760592,-0.0572317,-0.038571,1.00698,2603.77
age_slope_player[4],-0.0173521,0.0120095,-0.037805,-0.0171983,0.00207438,1.0026,3616.74
age_slope_player[5],-0.0413952,0.0115929,-0.0602338,-0.0415034,-0.0225931,1.00856,3408.49
age_slope_player[6],-0.0669966,0.0124541,-0.0879246,-0.0670631,-0.0463982,1.00194,2509.65
age_slope_player[7],0.0145952,0.0137524,-0.00768596,0.014952,0.0363838,1.00062,3655.32
age_slope_player[8],-0.0140946,0.00991315,-0.0308014,-0.0142702,0.00182082,1.00221,4555.55
age_slope_player[9],-0.0168459,0.00971965,-0.0327086,-0.0169447,-0.00118848,1.00284,4177.46
age_slope_player[10],-0.0195371,0.011503,-0.0383696,-0.0194884,-0.00078976,1.0031,3595.48
age_slope_player[11],-0.0535395,0.0124628,-0.0736448,-0.0536264,-0.0334097,1.0049,2841.64
age_slope_player[12],0.00472845,0.0145711,-0.0192898,0.00479592,0.0273643,1.00283,2752.5
age_slope_player[13],-0.0467695,0.0160149,-0.0730771,-0.0462416,-0.0209316,1.00105,2395.1
age_slope_player[14],-0.0427785,0.0166619,-0.0700465,-0.0430979,-0.0148337,1.00111,2975.27
age_slope_player[15],0.022133,0.0123228,0.00206939,0.0220138,0.0422021,1.0073,3972.41
age_slope_player[16],-0.0397032,0.00886612,-0.0546265,-0.0397698,-0.0256198,1.00081,3995.05
age_slope_player[17],-0.0300852,0.014647,-0.0533212,-0.03018,-0.00541007,1.00438,3276.85
age_slope_player[18],-0.0360442,0.00942016,-0.0515675,-0.0362395,-0.0205221,0.998297,2043.06
age_slope_player[19],-0.0156005,0.016609,-0.0436567,-0.0156408,0.0114768,1.00639,3693.68
age_slope_player[20],-0.0369027,0.0123194,-0.0573097,-0.0371271,-0.0164761,1.00092,3097.9
age_slope_player[21],-0.0465964,0.0137659,-0.068437,-0.0467941,-0.0232728,1.00306,2684.07
age_slope_player[22],0.00525044,0.0156407,-0.0199659,0.00474151,0.0306715,1.00274,3412.54
age_slope_player[23],-0.0459146,0.0106901,-0.0638781,-0.0459017,-0.0277848,1.0004,2605.24
age_slope_player[24],0.0188594,0.00862354,0.00434941,0.0187983,0.0330155,1.0017,1753.23
age_slope_player[25],-0.00157376,0.0153141,-0.0269822,-0.00166352,0.0240442,1.00033,3618.96
age_slope_player[26],-0.0188182,0.0172847,-0.0474414,-0.0185592,0.00995097,1.00679,3588.76
age_slope_player[27],-0.0179033,0.013445,-0.040516,-0.017444,0.00331464,1.00025,2914.86
age_slope_player[28],0.0292069,0.0115155,0.00979433,0.0293335,0.0477408,1.00602,3459.78
age_slope_player[29],0.0642445,0.0146895,0.0401872,0.0640847,0.0883537,0.999361,3113.92
age_slope_player[30],0.00307771,0.0138434,-0.019721,0.00331319,0.0254082,1.0002,2431.24
age_slope_player[31],-0.0648832,0.0153058,-0.0895577,-0.064659,-0.0396476,1.0005,2718.53
age_slope_player[32],-0.00714361,0.0124813,-0.0277286,-0.00716669,0.0132182,1.00063,3028.64
age_slope_player[33],0.0271243,0.00902122,0.0125513,0.0271394,0.0421998,0.999087,1900.36
age_slope_player[34],-0.0394568,0.0157175,-0.0658539,-0.0398963,-0.0137458,1.00661,3888.92
age_slope_player[35],-0.0127634,0.0133339,-0.0343683,-0.0127793,0.00939285,1.0011,2977.81
age_slope_player[36],-0.0858551,0.0134409,-0.108609,-0.0856529,-0.0643192,1.00011,2727.97
age_slope_player[37],0.00985031,0.0116309,-0.00879473,0.00978292,0.0286284,1.00043,2472.32
age_slope_player[38],-0.0917745,0.0142375,-0.114604,-0.0918025,-0.0688602,1.0011,2723.54
age_slope_player[39],-0.0176712,0.0118134,-0.0361916,-0.0176391,0.00144049,0.999306,3300.4
age_slope_player[40],0.0209987,0.0166358,-0.00718855,0.0211252,0.0480987,0.999271,2758.86
age_slope_player[41],0.0011438,0.0109385,-0.017217,0.00138001,0.018596,1.00001,2814.65
age_slope_player[42],0.00357961,0.00989691,-0.0131083,0.00397875,0.0193934,1.00276,2207.23
age_slope_player[43],-0.0454522,0.0136831,-0.0675229,-0.0453953,-0.0226665,1.00188,2910.42
age_slope_player[44],-0.0160569,0.0158157,-0.0419909,-0.0157033,0.00991519,1.00398,3246.02
age_slope_player[45],-0.0355609,0.0148423,-0.0595669,-0.0356072,-0.0110025,1.00012,3006.43
age_slope_player[46],0.0291179,0.0147869,0.00461898,0.0291481,0.0539613,1.00339,2497.91
age_slope_player[47],0.0280088,0.0100252,0.0112224,0.0282493,0.0444926,1.00306,2816.74
age_slope_player[48],-0.0181461,0.0168889,-0.0459436,-0.0181882,0.00941631,1.00283,3544.97
age_slope_player[49],0.0168463,0.013818,-0.00570916,0.0164658,0.0396447,1.00055,2950.3
age_slope_player[50],-0.0101823,0.00965235,-0.0258155,-0.010444,0.005543,1.00285,3172.43
age_slope_player[51],-0.00805302,0.00953358,-0.0238384,-0.00807595,0.00750356,1.0033,3170.85
age_slope_player[52],-0.0124179,0.0124591,-0.033757,-0.0124332,0.00791683,1.00351,2323.33
age_slope_player[53],0.0159298,0.0153919,-0.00916871,0.0158812,0.0407842,1.00241,2839.51
age_slope_player[54],0.00592204,0.0110488,-0.0117878,0.00578833,0.0242732,1.00373,3690.95
age_slope_player[55],0.00466304,0.0140605,-0.018768,0.0043376,0.0282954,1.00194,2398.77
age_slope_player[56],-0.0274109,0.0145172,-0.051492,-0.0271133,-0.0037544,1.00159,2578.58
age_slope_player[57],-0.0708742,0.0131349,-0.0927941,-0.0706351,-0.0498725,1.0055,2601.01
age_slope_player[58],-0.0422077,0.0140587,-0.0662591,-0.0420371,-0.0189899,0.999441,2992.38
age_slope_player[59],-0.0878212,0.0163098,-0.114999,-0.0874005,-0.0608884,0.99935,2332.37
age_slope_player[60],-0.0664359,0.0214076,-0.102114,-0.0669503,-0.031246,1.00365,3713.43
age_slope_player[61],-0.0904131,0.0140078,-0.113159,-0.0902727,-0.0665463,1.00231,2987.66
age_slope_player[62],-0.0173096,0.0127118,-0.0373932,-0.0172475,0.00371732,0.99926,3370.58
age_slope_player[63],0.00516009,0.0194121,-0.0265382,0.00551801,0.036702,1.00086,2600.71
age_slope_player[64],0.00328946,0.0150405,-0.0218539,0.00338095,0.0285513,1.00445,2595.68
age_slope_player[65],0.0230316,0.0179904,-0.00681902,0.0228482,0.0530099,1.0072,3066.57
age_slope_player[66],0.0171376,0.013067,-0.00443061,0.017356,0.0383247,1.00134,3157.96
age_slope_player[67],-0.0761968,0.0145942,-0.100544,-0.0756622,-0.0513038,1.00096,2479.2
age_slope_player[68],-0.023136,0.0111476,-0.0407183,-0.022915,-0.00519785,1.00429,3100.25
age_slope_player[69],-0.0346796,0.0156916,-0.0618683,-0.0343939,-0.00932247,1.00397,3065.1
age_slope_player[70],-0.0632161,0.0171674,-0.0906451,-0.0633144,-0.0345957,0.998455,2122.55
age_slope_player[71],0.0213206,0.0131674,-0.00044388,0.0213679,0.0433926,1.00174,3594.63
age_slope_player[72],-0.028317,0.0137752,-0.0517839,-0.0285511,-0.0061108,1.00537,3687.26
age_slope_player[73],0.0485083,0.0171407,0.0209582,0.0482416,0.0781133,1.00084,2920.33
age_slope_player[74],-0.0405738,0.0175156,-0.070435,-0.040584,-0.0114235,1.00193,3131.17
age_slope_player[75],-0.00511818,0.0149368,-0.0294345,-0.0052435,0.0199213,1.01535,2342.22
age_slope_player[76],0.0547495,0.0139371,0.0318647,0.0549565,0.0770083,1.00251,2880.69
age_slope_player[77],0.000466439,0.0168144,-0.0271336,0.000634845,0.027434,1.00498,3538.17
age_slope_player[78],-0.0250076,0.0132211,-0.0465039,-0.024709,-0.00311245,1.00633,2833.56
age_slope_player[79],0.000401769,0.0167645,-0.027692,0.00063137,0.0279365,0.99946,2860.74
age_slope_player[80],0.0123254,0.0155356,-0.0132052,0.0127261,0.0374274,1.00207,2558.29
reb_per_36_at_27[1],6.40817,0.8025,5.18,6.35382,7.80449,1.00022,3404.15
reb_per_36_at_27[2],4.63546,0.600443,3.71804,4.602,5.69626,1.00289,3755.95
reb_per_36_at_27[3],11.8208,0.887894,10.4082,11.799,13.3451,1.00853,2607.53
reb_per_36_at_27[4],7.37268,0.70261,6.29322,7.32872,8.59003,1.00303,3653.85
reb_per_36_at_27[5],8.16931,0.577887,7.24186,8.15462,9.14991,1.00655,2989.03
reb_per_36_at_27[6],6.94577,0.543824,6.09807,6.91099,7.88631,1.00363,2549.61
reb_per_36_at_27[7],4.88277,0.37056,4.30552,4.86614,5.49957,1.0005,3296.51
reb_per_36_at_27[8],15.2263,0.540463,14.3662,15.2108,16.1311,1.00151,3739.5
reb_per_36_at_27[9],12.8525,0.63914,11.8318,12.849,13.9231,1.00478,4112.55
reb_per_36_at_27[10],7.34798,0.2958,6.88174,7.33568,7.83996,1.00433,3850.33
reb_per_36_at_27[11],6.20116,0.267106,5.77229,6.20184,6.63554,1.00369,2982.87
reb_per_36_at_27[12],4.27961,0.265979,3.8541,4.27721,4.71604,1.00191,2883.79
reb_per_36_at_27[13],4.03256,0.16223,3.76717,4.03454,4.30005,1.00349,3181.75
reb_per_36_at_27[14],3.51445,0.177977,3.22883,3.51386,3.82059,0.999758,3641.59
reb_per_36_at_27[15],10.6692,0.740023,9.51606,10.6293,11.9452,1.00737,3711.63
reb_per_36_at_27[16],15.984,0.518641,15.1349,15.9659,16.8471,0.999328,2269.55
reb_per_36_at_27[17],4.43679,0.248779,4.04554,4.42901,4.84036,1.00505,4669.34
reb_per_36_at_27[18],13.2727,0.229799,12.9094,13.2761,13.6518,0.999207,4233.77
reb_per_36_at_27[19],4.70582,0.261283,4.28847,4.70287,5.15436,1.00295,4982.79
reb_per_36_at_27[20],7.21588,0.171321,6.93165,7.21606,7.5069,1.00137,2807.99
reb_per_36_at_27[21],7.83038,0.260683,7.39888,7.82753,8.26095,1.00344,3275.15
reb_per_36_at_27[22],8.02872,0.512076,7.22279,8.00849,8.8628,1.00269,3023.24
reb_per_36_at_27[23],9.92145,0.184065,9.6216,9.9205,10.2307,1.00047,3835.9
reb_per_36_at_27[24],12.415,0.195821,12.0943,12.4162,12.7409,1.0087,3002.51
reb_per_36_at_27[25],5.20437,0.301156,4.71429,5.20105,5.71631,0.999609,3488.54
reb_per_36_at_27[26],3.55558,0.118398,3.36619,3.55513,3.75631,1.00683,3344.16
reb_per_36_at_27[27],4.42887,0.131946,4.21866,4.4227,4.65651,1.00177,3140.57
reb_per_36_at_27[28],11.3008,0.22515,10.9213,11.3037,11.6561,1.00166,4385.18
