nba_api_id,name,proj_mean,proj_sd,actual,actual_minutes,actual_games,proj_q05,proj_q25,proj_q75,proj_q95,error,abs_error,z_error,stat,test_season
2544,,2.875,1.6631022490842498,2.2,1954.0,55.0,0.13936311048131733,1.7532375329926735,3.9967624670073265,5.610636889518682,-0.6749999999999998,0.6749999999999998,-0.40586800984225324,FG3M,2022-23
2617,,0.07692307692307693,0.2773500981126145,0.42857142857142855,71.0,7.0,-0.3792900994623627,-0.11014956425388156,0.2639957181000354,0.5331362533085166,0.3516483516483516,0.3516483516483516,1.2678861628005238,FG3M,2022-23
2738,,0.5483870967741935,0.722897396012249,0.125,113.0,8.0,-0.640706829926355,0.06079280316393154,1.0359813903844555,1.737481023474742,-0.4233870967741935,0.4233870967741935,-0.585680760658072,FG3M,2022-23
101108,,0.9692307692307692,0.967749172843078,1.6610169491525424,1890.0,59.0,-0.62261984517881,0.3164839521481131,1.6219775863134254,2.5610813836403485,0.6917861799217732,0.6917861799217732,0.7148403732440568,FG3M,2022-23
200752,,1.2727272727272727,1.268632180510809,0.5892857142857143,816.0,56.0,-0.8140458009949569,0.41703486697273207,2.1284196784818135,3.3595003464495026,-0.6834415584415584,0.6834415584415584,-0.5387231767732502,FG3M,2022-23
200768,,2.2857142857142856,1.6600483031115676,1.9454545454545455,1717.0,55.0,-0.44489916807393204,1.1660117052655332,3.405416866163038,5.016327739502503,-0.34025974025974004,0.34025974025974004,-0.2049697828803913,FG3M,2022-23
200782,,1.1267605633802817,1.1455451286837666,0.7333333333333333,1917.0,75.0,-0.757546618791646,0.3540903740830812,1.8994307526774823,3.0110677455522095,-0.39342723004694846,0.39342723004694846,-0.34344105718383794,FG3M,2022-23
201142,,2.090909090909091,1.4564381625088383,1.9787234042553192,1673.0,47.0,-0.3047860426016973,1.1085415502968794,3.0732766315213023,4.486604224419879,-0.1121856866537716,0.1121856866537716,-0.07702742865548252,FG3M,2022-23
201143,,1.289855072463768,1.0585985362922377,2.3015873015873014,1922.0,63.0,-0.4514336598833337,0.5758303597346538,2.0038797851928822,3.0311438048108696,1.0117322291235333,1.0117322291235333,0.9557279690440018,FG3M,2022-23
201144,,2.3472222222222223,1.5026710698911956,2.014925373134328,2026.0,67.0,-0.12452142064180549,1.333670585580611,3.3607738588638334,4.81896586508625,-0.33229684908789414,0.33229684908789414,-0.22113745033499238,FG3M,2022-23
201145,,0.7066666666666667,1.0368003447891763,0.5357142857142857,1091.0,56.0,-0.9987662204770494,0.007344834106367326,1.405988499226966,2.412099553810383,-0.17095238095238097,0.17095238095238097,-0.16488457185760538,FG3M,2022-23
201152,,0.3269230769230769,0.6779772061109675,0.11320754716981132,795.0,53.0,-0.7882816294088535,-0.13037254859877062,0.7842187024449245,1.4421277832550072,-0.2137155297532656,0.2137155297532656,-0.3152252433074953,FG3M,2022-23
201565,,1.4230769230769231,1.5791916140374334,0.7037037037037037,340.0,27.0,-1.1745353628532509,0.35791217940867437,2.488241666745172,4.020689209007097,-0.7193732193732194,0.7193732193732194,-0.4555325731081088,FG3M,2022-23
201566,,1.0128205128205128,1.0628751712706577,1.2191780821917808,2129.0,73.0,-0.735502856402592,0.2959112097984542,1.7297298158425713,2.7611438820436174,0.20635756937126803,0.20635756937126803,0.19415033387652608,FG3M,2022-23
201567,,2.527027027027027,1.9104827832286162,1.596774193548387,1238.0,62.0,-0.6155261031057235,1.2384063897393256,3.815647664314729,5.669580157159778,-0.9302528334786402,0.9302528334786402,-0.4869202913760685,FG3M,2022-23
201569,,2.175438596491228,1.4030936102762335,1.9130434782608696,1964.0,69.0,-0.13251008305214818,1.2290519563599087,3.1218252366225476,4.4833872760346045,-0.26239511823035855,0.26239511823035855,-0.1870118403423558,FG3M,2022-23
201572,,1.4615384615384615,1.1982893790305562,1.7435897435897436,2370.0,78.0,-0.5095277380289005,0.6532922753823514,2.2697846476945713,3.4326046611058234,0.28205128205128216,0.28205128205128216,0.2353782708810022,FG3M,2022-23
201577,,0.05555555555555555,0.2323106841457232,0.05555555555555555,297.0,36.0,-0.3265722887957445,-0.10113800090073474,0.21224911201184585,0.4376833999068557,0.0,0.0,0.0,FG3M,2022-23
201580,,0.02702702702702703,0.16326908396901554,0.047619047619047616,359.0,42.0,-0.24153428919360664,-0.08309797011007396,0.13715202416412803,0.2955883432476607,0.020592020592020588,0.020592020592020588,0.12612320772209665,FG3M,2022-23
201586,,0.6851851851851852,0.8649151790471662,0.375,187.0,16.0,-0.7375137928294985,0.10179989691787161,1.268570473452499,2.107884163199869,-0.31018518518518523,0.31018518518518523,-0.35863075674877243,FG3M,2022-23
201587,,1.8305084745762712,1.7135619523618386,1.5897435897435896,1709.0,78.0,-0.9881295808637174,0.674710937708211,2.9863060114443316,4.64914653001626,-0.24076488483268155,0.24076488483268155,-0.14050550346360705,FG3M,2022-23
201588,,0.7592592592592593,0.8888233728476068,0.7391304347826086,834.0,46.0,-0.7027663067377692,0.15974789427354852,1.3587706242449702,2.221284825256288,-0.020128824476650653,0.020128824476650653,-0.022646596716017996,FG3M,2022-23
201599,,0.0,0.0,0.02564102564102564,588.0,39.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,,FG3M,2022-23
201609,,0.7619047619047619,0.5389584311207967,0.896551724137931,868.0,58.0,-0.12462796144583654,0.3983773001137845,1.1254322236957393,1.6484374852553603,0.1346469622331692,0.1346469622331692,0.24982810261110988,FG3M,2022-23
201933,,0.6909090909090909,1.1034076388662613,0.5609756097560976,569.0,41.0,-1.1240861342620223,-0.05333936150620233,1.4351575433243842,2.505904316080204,-0.1299334811529933,0.1299334811529933,-0.11775655394818407,FG3M,2022-23
201935,,2.276923076923077,1.4198117426670986,2.7758620689655173,2134.0,58.0,-0.05852525859003377,1.3192600564941188,3.234586097352035,4.612371412436188,0.4989389920424405,0.4989389920424405,0.35141207601593,FG3M,2022-23
201937,,1.7352941176470589,1.5629968015906275,0.6363636363636364,564.0,33.0,-0.8356793212893643,0.6810527749741806,2.789535460319937,4.306267556583482,-1.0989304812834226,1.0989304812834226,-0.7030919578114717,FG3M,2022-23
201939,,4.453125,2.2742847296998745,4.875,1941.0,56.0,0.7121540481166764,2.9191199498174347,5.987130050182565,8.194095951883323,0.421875,0.421875,0.1854978818134494,FG3M,2022-23
201942,,0.6578947368421053,0.8571679194330963,0.6216216216216216,2687.0,74.0,-0.7520607738333949,0.0797349751844818,1.2360544984997288,2.0678502475176055,-0.03627311522048371,0.03627311522048371,-0.04231739709119492,FG3M,2022-23
201949,,0.3709677419354839,0.6831429528468589,0.16666666666666666,163.0,18.0,-0.7527341012023144,-0.08981217975972244,0.8317476636306902,1.4946695850732823,-0.20430107526881722,0.20430107526881722,-0.2990605032481623,FG3M,2022-23
201950,,2.0,1.2403473458920844,2.3582089552238807,2180.0,67.0,-0.04024734925788964,1.1633857151957891,2.836614284804211,4.040247349257889,0.35820895522388074,0.35820895522388074,0.2887972924763661,FG3M,2022-23
201959,,0.28846153846153844,0.5717718748968655,0.16666666666666666,482.0,48.0,-0.6520460185563157,-0.09719859115639734,0.6741216680794742,1.2289690954793926,-0.12179487179487178,0.12179487179487178,-0.21301305143216562,FG3M,2022-23
201976,,1.4310344827586208,1.2155724803278618,1.1940298507462686,1817.0,67.0,-0.5684606901326792,0.611130844777478,2.2509381207397636,3.430529655649921,-0.23700463201235222,0.23700463201235222,-0.19497367359651627,FG3M,2022-23
201980,,1.6612903225806452,1.2273328190663164,1.4545454545454546,139.0,11.0,-0.35754943150153884,0.8334543361204149,2.4891263090408757,3.680130076662829,-0.20674486803519065,0.20674486803519065,-0.1684505334033764,FG3M,2022-23
201988,,2.802469135802469,2.0941570684073567,1.225,568.0,40.0,-0.642209826020792,1.3899601931617072,4.214978078443231,6.247148097625731,-1.577469135802469,1.577469135802469,-0.7532716430874796,FG3M,2022-23
202066,,1.0,1.1295406451144276,0.44,163.0,25.0,-0.857981407148722,0.23812483487031855,1.7618751651296813,2.857981407148722,-0.56,0.56,-0.49577675882860284,FG3M,2022-23
202083,,1.0816326530612246,1.133518392254061,0.75,818.0,52.0,-0.7828917503574804,0.3170744974858605,1.8461908086365888,2.9461570564799295,-0.3316326530612246,0.3316326530612246,-0.29256927397689203,FG3M,2022-23
202330,,1.7551020408163265,1.1994896874104763,1.04,1576.0,50.0,-0.21793854600516616,0.9460462466579602,2.5641578349746927,3.728142627637819,-0.7151020408163264,0.7151020408163264,-0.5961718957001854,FG3M,2022-23
202331,,2.935483870967742,1.8062019796794182,2.8214285714285716,1942.0,56.0,-0.0355377654069331,1.7172006356739744,4.15376710626151,5.906505507342417,-0.11405529953917037,0.11405529953917037,-0.06314648130294596,FG3M,2022-23
202397,,0.38461538461538464,0.6297893420697237,0.047619047619047616,398.0,42.0,-0.651325104155104,-0.040177526610644,0.8094082958414133,1.4205558733858732,-0.336996336996337,0.336996336996337,-0.5350937440269167,FG3M,2022-23
202681,,3.4482758620689653,2.2454113033433907,3.1333333333333333,2240.0,60.0,-0.24520119080057823,1.9337459379638484,4.962805786174082,7.141752914938509,-0.314942528735632,0.314942528735632,-0.14026050740311422,FG3M,2022-23
202685,,0.7702702702702703,1.176799668677692,0.4810126582278481,1967.0,79.0,-1.1654475047376653,-0.02348110625283295,1.5640216467933734,2.705988045278206,-0.2892576120424222,0.2892576120424222,-0.2458002153989776,FG3M,2022-23
202687,,0.0,0.0,0.0,870.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,,FG3M,2022-23
202689,,1.972972972972973,1.8631885227940492,0.7777777777777778,144.0,9.0,-1.0917858281709585,0.7162523143483868,3.2296936315975593,5.037731774116905,-1.1951951951951951,1.1951951951951951,-0.6414784014463941,FG3M,2022-23
202691,,3.5625,2.381887297244392,4.36231884057971,2285.0,69.0,-0.3554664152373004,1.9559170180086576,5.169082981991343,7.4804664152373,0.79981884057971,0.79981884057971,0.33579205930734896,FG3M,2022-23
202692,,1.9382716049382716,1.4172656685705194,1.9411764705882353,1125.0,51.0,-0.3929886932933757,0.9823259114874563,2.894217298389087,4.269531903169919,0.002904865649963728,0.002904865649963728,0.0020496267667963974,FG3M,2022-23
202693,,0.7647058823529411,0.8313702367707393,0.8,353.0,35.0,-0.6028150201112479,0.20394665765107745,1.325465107054805,2.13222678481713,0.03529411764705892,0.03529411764705892,0.04245294826063362,FG3M,2022-23
202694,,1.8703703703703705,1.6141625119406589,1.7230769230769232,1825.0,65.0,-0.7847655455208191,0.7816177560663962,2.9591229846743445,4.52550628626156,-0.1472934472934473,0.1472934472934473,-0.0912506926680888,FG3M,2022-23
202696,,1.4246575342465753,1.311464493304867,1.475609756097561,2744.0,82.0,-0.7325704107906006,0.5400747335124425,2.309240334980708,3.581885479283751,0.05095222185098569,0.05095222185098569,0.038851392554736276,FG3M,2022-23
202699,,1.3835616438356164,1.2430935535802665,1.7027027027027026,2437.0,74.0,-0.6612029424485641,0.5450950419457267,2.222028245725506,3.428326230119797,0.3191410588670862,0.3191410588670862,0.25673132802267346,FG3M,2022-23
202704,,2.2266666666666666,1.5118749173677581,1.411764705882353,1656.0,68.0,-0.26021638491155885,1.2069070349021138,3.2464262984312193,4.7135497182448916,-0.8149019607843135,0.8149019607843135,-0.5390009129876262,FG3M,2022-23
202709,,1.0,1.14564392373896,1.1290322580645162,1229.0,62.0,-0.8844696901582152,0.22726317343807156,1.7727368265619283,2.884469690158215,0.12903225806451624,0.12903225806451624,0.1126285885088994,FG3M,2022-23
202710,,0.47368421052631576,0.7584114779753878,0.5625,2137.0,64.0,-0.7738268295953996,-0.03786433136808326,0.9852327524207147,1.721195250648031,0.08881578947368424,0.08881578947368424,0.11710765468737608,FG3M,2022-23
202711,,2.6231884057971016,1.933462676097886,2.457627118644068,1890.0,59.0,-0.5571643501163108,1.3190678307690775,3.9273089808251256,5.803541161710514,-0.16556128715303364,0.16556128715303364,-0.08562941979680178,FG3M,2022-23
202722,,1.375,1.5203169526002254,1.2222222222222223,491.0,45.0,-1.1257693553321109,0.34954621547114795,2.4004537845288523,3.875769355332111,-0.15277777777777768,0.15277777777777768,-0.10049074143156735,FG3M,2022-23
203076,,0.325,0.5723321610429583,0.3392857142857143,1906.0,56.0,-0.616429171699562,-0.06103804262347534,0.7110380426234754,1.2664291716995622,0.01428571428571429,0.01428571428571429,0.02496053036698392,FG3M,2022-23
203078,,1.575,1.1742428002104819,1.6,1677.0,50.0,-0.3565119820662217,0.78297323125803,2.3670267687419697,3.506511982066222,0.025000000000000133,0.025000000000000133,0.02129031576392796,FG3M,2022-23
203081,,3.1724137931034484,1.852969923378632,4.206896551724138,2113.0,58.0,0.12446356613793652,1.922585579784561,4.422242006422335,6.22036402006896,1.0344827586206895,1.0344827586206895,0.5582836211040353,FG3M,2022-23
203082,,1.2222222222222223,1.2240130249734515,1.507936507936508,1328.0,63.0,-0.7911568025566083,0.3966254368776293,2.0478190075668152,3.235601247001053,0.2857142857142856,0.2857142857142856,0.23342422007354263,FG3M,2022-23
203083,,0.0,0.0,0.0,850.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,,FG3M,2022-23
203084,,1.844155844155844,1.4054867583953277,1.6097560975609757,2660.0,82.0,-0.4677293247286305,0.8961550256181956,2.7921566626934924,4.156041013040319,-0.2343997465948684,0.2343997465948684,-0.1667747811886092,FG3M,2022-23
203085,,1.1791044776119404,1.3918090814555248,0.86,1016.0,50.0,-1.1102822804742525,0.24032925217018886,2.117879703053692,3.4684912356981332,-0.3191044776119404,0.3191044776119404,-0.22927316818354684,FG3M,2022-23
203095,,3.0125,1.9323609878440864,1.2962962962962963,459.0,27.0,-0.1660405889047376,1.709122513699164,4.3158774863008365,6.1910405889047375,-1.716203703703704,1.716203703703704,-0.8881382487536417,FG3M,2022-23
