stan_idx,nba_api_id,name,mpg_at_27_mean,mpg_at_27_sd
110,203085,Austin Rivers,17.8250620625,1.1721685932458676
111,203086,Meyers Leonard,17.1342986875,1.0714170790205966
112,203087,Jeremy Lamb,17.8120588125,1.1362295501063329
113,203089,John Henson,17.125422874999998,1.051008404278593
114,203090,Maurice Harkless,17.133409562500002,1.0607669817824312
115,203095,Evan Fournier,17.834042687500002,1.157861048138561
116,203107,Tomas Satoransky,17.8274409375,1.1285109337608878
117,203109,Jae Crowder,17.1573378125,1.0392990093695196
118,203110,Draymond Green,17.1678285,1.023618338536268
119,203114,Khris Middleton,17.143901125,1.0801653858778917
120,203115,Will Barton,17.898235875,1.1566382910294317
121,203118,Mike Scott,17.0939410625,1.0858776783759398
122,203124,Kyle O'Quinn,16.596077625,1.164784931097522
123,203145,Kent Bazemore,17.8108580625,1.1915559577701318
124,203200,Justin Holiday,17.121153375,1.0952157726567444
125,203210,JaMychal Green,17.06270475,1.080306767619706
126,203382,Aron Baynes,16.59570475,1.140553113976915
127,203457,Nerlens Noel,16.570585875,1.1180938001183016
128,203458,Alex Len,16.5954294375,1.1489329610347956
129,203459,Allen Crabbe,17.84993625,1.1361080575691018
130,203463,Ben McLemore,17.829053187499998,1.127403647131248
131,203468,CJ McCollum,17.896691937499998,1.1651664655173724
132,203469,Cody Zeller,17.084444875,1.0467534440586925
133,203471,Dennis Schröder,17.903496999999998,1.1110382357578878
134,203473,Dewayne Dedmon,16.4925249375,1.1506225939450656
135,203476,Gorgui Dieng,16.526130562499997,1.1556844817291974
136,203482,Kelly Olynyk,17.149833125,1.0867611261807881
137,203484,Kentavious Caldwell-Pope,17.9427145625,1.1148145903385385
138,203486,Mason Plumlee,17.1297535,1.0357450239502721
139,203487,Michael Carter-Williams,17.8363931875,1.1507118343539966
140,203488,Mike Muscala,17.052325250000003,1.0516881136831573
141,203490,Otto Porter Jr.,17.1900075,1.1453586546825627
142,203493,Reggie Bullock Jr.,17.8842263125,1.1436665086363256
143,203496,Robert Covington,17.130987875000002,1.0391823154482973
144,203497,Rudy Gobert,16.656173624999997,1.1168967132324095
145,203500,Steven Adams,16.6395699375,1.1208472696090204
146,203501,Tim Hardaway Jr.,17.8752361875,1.1076525735521563
147,203503,Tony Snell,17.8090375625,1.165631497792209
148,203504,Trey Burke,17.769920125000002,1.129934378933124
149,203506,Victor Oladipo,17.867572812499997,1.1671852433009895
150,203507,Giannis Antetokounmpo,17.198775687500003,1.0516593614986045
151,203516,James Ennis III,17.11841825,1.0832783958795806
152,203521,Matthew Dellavedova,17.706309625,1.1778374864374794
153,203524,Solomon Hill,17.122398375,1.0578717968094524
154,203526,Raul Neto,17.754126812499997,1.161740028873646
155,203552,Seth Curry,17.8439184375,1.12611099575766
156,203584,Troy Daniels,17.8356669375,1.1602652482894251
157,203585,Rodney McGruder,17.8114470625,1.1807721194535679
158,203648,Thanasis Antetokounmpo,16.951523375,1.0952889399337098
159,203658,Norvel Pelle,16.5751305,1.1359648974472099
160,203894,Shabazz Napier,17.818620312500002,1.2059079581869638
161,203895,Jordan McRae,17.851470125000002,1.148885726435612
162,203897,Zach LaVine,17.9269621875,1.111326184678227
163,203901,Elfrid Payton,17.795748437500002,1.1524119786333178
164,203903,Jordan Clarkson,17.837219875000002,1.1659393513354306
165,203914,Gary Harris,17.852592,1.1415097158417005
166,203915,Spencer Dinwiddie,17.886218562499998,1.1597927528331016
167,203918,Rodney Hood,17.7969464375,1.1968970289199103
168,203920,Khem Birch,16.575817999999998,1.1433265741252585
169,203922,Glenn Robinson III,17.1262436875,1.1001756966662881
170,203924,Jerami Grant,17.231234999999998,1.0492287885037277
171,203925,Joe Harris,17.88464325,1.1620838366774306
172,203926,Doug McDermott,17.122540875000002,1.0980079271989498
173,203932,Aaron Gordon,17.19183,1.0503997115860229
174,203933,T.J. Warren,17.126238,1.0784706236117423
175,203935,Marcus Smart,17.9039798125,1.1766085403177706
176,203937,Kyle Anderson,17.186760812499998,1.0522406000034354
177,203939,Dwight Powell,17.1243958125,1.0732350228753322
178,203943,Noah Vonleh,17.14306975,1.0771779868294458
179,203944,Julius Randle,17.18507275,1.041661403903609
180,203952,Andrew Wiggins,17.19809275,1.037699265676206
181,203953,Jabari Parker,17.146009875,1.046210969356795
182,203954,Joel Embiid,16.658982124999998,1.1308699248445795
183,203957,Dante Exum,17.826239875000002,1.1547850173127396
184,203960,JaKarr Sampson,17.0790815625,1.0866693324058192
185,203967,Dario Saric,17.1345825625,1.061487170118972
186,203991,Clint Capela,16.5660811875,1.094366950611101
187,203992,Bogdan Bogdanović,17.8386373125,1.1686814962550862
188,203994,Jusuf Nurkić,16.6200931875,1.1496872054377834
189,203998,Bruno Caboclo,17.0951190625,1.056230644464253
190,203999,Nikola Jokić,16.65121775,1.169453125796386
191,204001,Kristaps Porziņģis,17.212846,1.0736431728390954
192,204020,Tyler Johnson,17.8359715,1.1711023368338696
193,204025,Tim Frazier,17.8151845,1.1235767993042354
194,204038,Langston Galloway,17.793714875,1.1563325620377272
195,204060,Joe Ingles,17.170536125,1.042176426088685
196,204456,T.J. McConnell,17.811117125,1.1604794411607362
197,1626143,Jahlil Okafor,16.61782125,1.1724037839193617
198,1626144,Emmanuel Mudiay,17.8185496875,1.1611230416981666
199,1626145,Tyus Jones,17.80510175,1.1725944765068772
200,1626147,Justin Anderson,17.168086312499998,1.074798211471066
201,1626149,Montrezl Harrell,17.1285295,1.0700483839258157
202,1626153,Delon Wright,17.8307761875,1.148111583977888
203,1626156,D'Angelo Russell,17.870076125,1.185917399686835
204,1626157,Karl-Anthony Towns,16.661524812499998,1.134782493543626
205,1626158,Richaun Holmes,17.0763081875,1.0597328591981163
206,1626159,Justise Winslow,17.1661650625,1.0639478101970608
207,1626161,Willie Cauley-Stein,16.580313,1.1600708551338579
208,1626162,Kelly Oubre Jr.,17.19286975,1.068599554737385
209,1626163,Frank Kaminsky,17.052721375,1.0662148568150367
210,1626164,Devin Booker,17.8736755625,1.2075512785008589
211,1626166,Cameron Payne,17.806137375000002,1.1353555901525343
212,1626167,Myles Turner,16.617215375,1.1499033274154438
213,1626168,Trey Lyles,17.0991409375,1.0463158777493398
214,1626169,Stanley Johnson,17.1413833125,1.0681720116700668
215,1626171,Bobby Portis,17.1530729375,1.086327259524666
216,1626172,Kevon Looney,17.0834526875,1.0814836616797672
217,1626174,Christian Wood,17.179153875,1.0315065708455202
218,1626178,Rondae Hollis-Jefferson,17.1296314375,1.0988092615670082
219,1626179,Terry Rozier,17.882663375000003,1.1609947072160187
220,1626181,Norman Powell,17.876092375,1.1358663582335995
221,1626184,Chasson Randle,17.8360906875,1.1409783287028408
222,1626188,Quinn Cook,17.866916875,1.1690409187674888
223,1626192,Pat Connaughton,17.8418895,1.1205063280732734
224,1626195,Willy Hernangomez,16.525482812499998,1.1360895454522235
225,1626196,Josh Richardson,17.853304937500003,1.1916950900112289
226,1626203,Treveon Graham,17.84246725,1.145581323216487
227,1626204,Larry Nance Jr.,17.168773062499998,1.0468641959588747
228,1626208,Keifer Sykes,17.848197625,1.1224231391477812
229,1626209,Mario Hezonja,17.1275711875,1.0676607318168023
230,1626220,Royce O'Neale,17.2038261875,1.0191536863964457
231,1626224,Cedi Osman,17.114773500000002,1.0490099914611157
232,1626245,Cristiano Felicio,17.1832973125,1.0504769721531393
233,1626246,Boban Marjanović,16.5321953125,1.1425516060157972
234,1627732,Ben Simmons,17.873903125000002,1.1715824615675734
235,1627733,Dragan Bender,17.153736374999998,1.0303135905948049
236,1627734,Domantas Sabonis,17.221824625,1.0566949668511767
237,1627736,Malik Beasley,17.895118874999998,1.1366871466211512
238,1627737,Marquese Chriss,17.121635625,1.0798842918715224
239,1627739,Kris Dunn,17.8968056875,1.150464367037894
240,1627741,Buddy Hield,17.904766000000002,1.1354132180043526
241,1627742,Brandon Ingram,17.210607875,1.049843778420382
242,1627745,Damian Jones,16.4883273125,1.1385913625606763
243,1627746,Skal Labissiere,17.1262981875,1.0658738913459531
244,1627747,Caris LeVert,17.8584921875,1.1575994625604378
245,1627748,Thon Maker,17.158833125,1.0646008700107916
246,1627749,Dejounte Murray,17.887594875,1.248817800571298
247,1627750,Jamal Murray,17.921080562500002,1.1451805461709668
248,1627751,Jakob Poeltl,16.59078925,1.142801909205807
249,1627752,Taurean Prince,17.180985812499998,1.104538754194467
250,1627756,Denzel Valentine,17.763558375,1.2024169295859317
251,1627759,Jaylen Brown,17.8962926875,1.1233149165095144
252,1627761,DeAndre' Bembry,17.841414687500002,1.1283886172062032
253,1627763,Malcolm Brogdon,17.859974937500002,1.181401093385782
254,1627767,Cheick Diallo,17.129777,1.0900503049095946
255,1627774,Jake Layman,17.039558375000002,1.0835949746814348
256,1627775,Patrick McCaw,17.854081812500002,1.14478892480796
257,1627777,Georges Niang,17.1727681875,1.0866212867101928
258,1627780,Gary Payton II,17.803821375,1.1844508158396063
259,1627783,Pascal Siakam,17.2263166875,1.0360280149519496
260,1627788,Furkan Korkmaz,17.7229979375,1.1514144193836102
261,1627789,Timothe Luwawu-Cabarrot,17.80186075,1.1785217063484394
262,1627790,Ante Zizic,16.564386625,1.144841992785952
263,1627812,Yogi Ferrell,17.814057625,1.1748421571765968
264,1627814,Damion Lee,17.829583625,1.1619694642424383
265,1627823,Juancho Hernangomez,17.1006425625,1.0557311191158871
266,1627826,Ivica Zubac,16.6441388125,1.1277176048217212
267,1627827,Dorian Finney-Smith,17.22823525,1.0524934895142761
268,1627832,Fred VanVleet,17.914455125,1.1233991274025161
269,1627846,Abdel Nader,17.1360278125,1.0743735483155823
270,1627853,Ryan Arcidiacono,17.8220025,1.1656917059652823
271,1627854,Bryn Forbes,17.778478,1.123120474054765
272,1627863,Danuel House Jr.,17.137665374999997,1.0659158879813684
273,1627884,Derrick Jones Jr.,17.0682445625,1.0593088130393957
274,1627885,Shaquille Harrison,17.7943083125,1.1550533994743066
275,1627936,Alex Caruso,17.852190750000002,1.131498477993646
276,1628021,David Nwaba,17.771354000000002,1.1965746728251019
277,1628035,Alfonzo McKinnie,17.0942196875,1.0465744355186364
278,1628365,Markelle Fultz,17.8293290625,1.2016020590701486
279,1628366,Lonzo Ball,17.8625333125,1.1280710706817312
280,1628367,Josh Jackson,17.801686625,1.156624807990305
281,1628368,De'Aaron Fox,17.87572375,1.197769748845093
282,1628369,Jayson Tatum,17.211513875,1.0386356702641135
283,1628370,Malik Monk,17.8494965,1.1869282615380554
284,1628371,Jonathan Isaac,17.14924775,1.0843886387245754
285,1628372,Dennis Smith Jr.,17.840935625,1.1583149466977276
286,1628373,Frank Ntilikina,17.7495791875,1.1381440117788653
287,1628374,Lauri Markkanen,17.183641750000003,1.0806631028652904
288,1628378,Donovan Mitchell,17.915339125,1.1515313851483746
289,1628379,Luke Kennard,17.841413250000002,1.1755401278877882
290,1628380,Zach Collins,17.1018219375,1.1043768394212168
291,1628381,John Collins,17.24364575,1.0642600737634282
292,1628382,Justin Jackson,17.114431937499997,1.082974115594988
293,1628383,Justin Patton,16.6137173125,1.1396656352277308
294,1628384,OG Anunoby,17.187794750000002,1.049569901029673
295,1628385,Harry Giles III,17.0902026875,1.0919578411958162
296,1628386,Jarrett Allen,16.6641111875,1.1726281170915143
297,1628388,T.J. Leaf,17.146430187500002,1.088718259718723
298,1628389,Bam Adebayo,16.6333105625,1.1222020171941787
299,1628390,Terrance Ferguson,17.852708375,1.1601158678844796
300,1628391,D.J. Wilson,17.109569,1.0808754222164088
301,1628392,Isaiah Hartenstein,16.572921875,1.1325981558661855
302,1628394,Anžejs Pasečņiks,16.5705630625,1.1298122717920314
303,1628395,Jordan Bell,17.107798499999998,1.0786311624393436
304,1628396,Tony Bradley,16.540516750000002,1.143256405293422
305,1628398,Kyle Kuzma,17.1977550625,1.0553804814257137
306,1628400,Semi Ojeleye,17.098226937499998,1.080625038643433
307,1628401,Derrick White,17.864239625,1.1584338007056594
308,1628402,Frank Jackson,17.8403921875,1.1193308938804534
309,1628403,Caleb Swanigan,17.133414875,1.0710646758967148
310,1628404,Josh Hart,17.8948945,1.1562989958190961
311,1628407,Dwayne Bacon,17.8367111875,1.1990971613910568
312,1628408,PJ Dozier,17.795608625000003,1.1808578814523405
313,1628410,Edmond Sumner,17.7522785625,1.1992600369172166
314,1628411,Wes Iwundu,17.121278874999998,1.0707583815239246
315,1628414,Sindarius Thornwell,17.812592000000002,1.1523333252627037
316,1628415,Dillon Brooks,17.852838312499998,1.159770778230941
317,1628418,Thomas Bryant,16.549885500000002,1.129755774604516
318,1628420,Monte Morris,17.889687187499998,1.1334812340107752
319,1628422,Damyean Dotson,17.8164365625,1.1622646848962304
320,1628425,Sterling Brown,17.8224433125,1.1420816554400903
321,1628427,Vlatko Čančar,17.0834008125,1.0589292838018456
322,1628432,Davon Reed,17.717663937500003,1.184471205683467
323,1628436,Luke Kornet,16.5094000625,1.1441401940895382
324,1628449,Chris Boucher,17.1364458125,1.0652814197877314
325,1628455,Mike James,17.802550375,1.2034599605875385
326,1628464,Daniel Theis,17.134339875000002,1.076945821819735
327,1628467,Maxi Kleber,17.1151934375,1.0415251052426358
328,1628470,Torrey Craig,17.136709,1.0598836271055894
329,1628476,Derrick Walton Jr.,17.8039286875,1.195414697530015
330,1628539,Mychal Mulder,17.8181168125,1.1547023273547992
331,1628778,Paul Watson,17.803167875,1.1484284604321178
332,1628960,Grayson Allen,17.841783250000002,1.1802067494540682
333,1628962,Udoka Azubuike,16.517802500000002,1.1781340534532774
334,1628963,Marvin Bagley III,17.186107375,1.0868487840636385
335,1628964,Mo Bamba,16.5518235625,1.1410128986019652
336,1628966,Keita Bates-Diop,17.090918000000002,1.0284761920863799
337,1628969,Mikal Bridges,17.915533437500002,1.1685558116113597
338,1628970,Miles Bridges,17.19110575,1.0631998805690008
339,1628971,Bruce Brown,17.8450038125,1.2058741408379712
340,1628972,Troy Brown Jr.,17.8164963125,1.1687994133159259
341,1628973,Jalen Brunson,17.87255325,1.1469346854123548
342,1628975,Jevon Carter,17.773916375,1.1620986850820199
343,1628976,Wendell Carter Jr.,16.603939125,1.154140917644693
344,1628977,Hamidou Diallo,17.814764937499998,1.1351818592473943
345,1628978,Donte DiVincenzo,17.900940375,1.1278609265363169
346,1628980,Jacob Evans,17.8529003125,1.14396471607242
347,1628981,Bruno Fernando,17.0646325625,1.0459177091176597
348,1628983,Shai Gilgeous-Alexander,17.9037096875,1.1616078313483869
349,1628984,Devonte' Graham,17.8361938125,1.1352057743336512
350,1628988,Aaron Holiday,17.7957246875,1.1357699234315801
351,1628989,Kevin Huerter,17.830624750000002,1.1673315161084008
352,1628990,Chandler Hutchison,17.1315119375,1.054553664383063
353,1628991,Jaren Jackson Jr.,17.1897098125,1.0485379706453004
354,1628995,Kevin Knox II,17.028047625,1.1198275835231777
355,1628997,Caleb Martin,17.1043109375,1.105948906414361
356,1628998,Cody Martin,17.1121511875,1.0717855907193332
357,1629001,De'Anthony Melton,17.8476001875,1.1741096122727277
358,1629002,Chimezie Metu,17.029524375,1.1193213548589875
359,1629003,Shake Milton,17.83629725,1.0992090174268212
360,1629004,Svi Mykhailiuk,17.772379687500003,1.1535210963691356
361,1629006,Josh Okogie,17.795713812499997,1.1179252475749284
362,1629008,Michael Porter Jr.,17.17112875,1.0349788231823576
363,1629010,Jerome Robinson,17.847251625,1.1349287316434715
364,1629011,Mitchell Robinson,16.5950428125,1.1060558382596875
365,1629012,Collin Sexton,17.8704665625,1.1947329358744505
366,1629013,Landry Shamet,17.8737375625,1.147432257077867
367,1629014,Anfernee Simons,17.8620638125,1.172313720611601
368,1629016,Omari Spellman,17.1209560625,1.1036093318066615
369,1629018,Gary Trent Jr.,17.876084187500002,1.1254514562193318
370,1629019,Allonzo Trier,17.840526437500003,1.157243929248414
371,1629020,Jarred Vanderbilt,17.1696178125,1.071878200899694
372,1629021,Moritz Wagner,17.1183605,1.079634250742931
373,1629022,Lonnie Walker IV,17.821021249999998,1.1562275644032785
374,1629023,P.J. Washington,17.1653280625,1.0580448003954022
375,1629026,Kenrich Williams,17.8056738125,1.203327553254086
376,1629027,Trae Young,17.8983916875,1.2064356940590129
377,1629028,Deandre Ayton,16.619992375000002,1.151731583982075
378,1629029,Luka Dončić,17.2242216875,1.0428786764940121
379,1629033,Theo Pinson,17.7749325,1.1841040115552561
380,1629035,Carsen Edwards,17.792513125,1.1634638067760144
381,1629048,Goga Bitadze,16.467800187500004,1.1075063377329788
382,1629052,Oshae Brissett,17.0881030625,1.1093106832947526
383,1629056,Terence Davis,17.717418625,1.1754554812350866
384,1629057,Robert Williams III,16.5956366875,1.1401765580921128
385,1629058,Dzanan Musa,17.8520685,1.1583570329653332
386,1629059,Elie Okobo,17.1459255625,1.0618286705386177
387,1629060,Rui Hachimura,17.158986374999998,1.0492730291441592
388,1629065,Ky Bowman,17.870695375,1.1419279763972023
389,1629066,Rodions Kurucs,17.118029,1.0520100737262452
390,1629067,Isaac Bonga,17.8177674375,1.1355664522148996
391,1629076,Tyler Cook,17.0827460625,1.0530338023821915
392,1629103,Kelan Martin,17.0642266875,1.0821442423928647
393,1629109,Gary Clark,17.06241725,1.0616122308674847
394,1629111,Jock Landale,16.5595171875,1.1209984222940903
395,1629117,Wenyen Gabriel,17.014633875,1.0700381534564478
396,1629126,Deonte Burton,17.8023739375,1.2014945318860157
397,1629130,Duncan Robinson,17.077446249999998,1.151961846318461
398,1629134,Kendrick Nunn,17.8450725625,1.1704807127804087
399,1629139,Yuta Watanabe,17.7517705,1.2070235899433572
400,1629162,Jordan McLaughlin,17.799874125000002,1.137929902286597
401,1629164,Brandon Goodwin,17.798188500000002,1.1152934430981607
402,1629185,Chris Chiozza,17.7839429375,1.1255347116260437
403,1629216,Gabe Vincent,17.855168,1.1258780213631048
404,1629234,Drew Eubanks,17.095029125,1.0527096482241598
405,1629308,Juan Toscano-Anderson,17.0637841875,1.0695387986738558
406,1629312,Haywood Highsmith,17.1295829375,1.049705083054341
407,1629598,Chris Clemons,17.809878625,1.1862836147631854
408,1629599,Amir Coffey,17.7819004375,1.1548537212266576
409,1629604,CJ Elleby,17.1314085,1.0468953456424144
410,1629610,DaQuan Jeffries,17.844509375,1.1578113389925018
411,1629611,Terance Mann,17.835379375000002,1.1499772078011412
412,1629614,Andrew Nembhard,17.896222875,1.1285726440128852
413,1629617,Reggie Perry,17.1296233125,1.0411855244685153
414,1629620,Justin Robinson,17.823837812500003,1.1292915271649147
415,1629622,Max Strus,17.8132253125,1.163805383334356
416,1629626,Bol Bol,16.601917125,1.1269517891115548
417,1629627,Zion Williamson,17.183333,1.060549355469136
418,1629628,RJ Barrett,17.2374794375,1.039956720275384
419,1629629,Cam Reddish,17.1579726875,1.0681269571299927
420,1629630,Ja Morant,17.8945861875,1.1441811338859178
421,1629631,De'Andre Hunter,17.21004225,1.0716401743075599
422,1629632,Coby White,17.8532379375,1.149306348381273
423,1629633,Jarrett Culver,17.768870375000002,1.1582186239101664
424,1629634,Brandon Clarke,17.1008515625,1.060317901308404
425,1629635,Sekou Doumbouya,17.1163291875,1.071095828353766
426,1629636,Darius Garland,17.9171086875,1.125723285667165
427,1629637,Jaxson Hayes,16.478572375,1.1479638681375643
428,1629638,Nickeil Alexander-Walker,17.803613375,1.133004924844155
429,1629639,Tyler Herro,17.938195875,1.1327888176676995
430,1629640,Keldon Johnson,17.20527925,1.047514219632334
431,1629641,Romeo Langford,17.8174801875,1.1766331014386833
432,1629642,Nassir Little,17.1136489375,1.052418081954064
433,1629643,Chuma Okeke,17.144027,1.053647593675656
434,1629644,KZ Okpala,17.0067244375,1.1040969868388186
435,1629645,Kevin Porter Jr.,17.886143375,1.1944911840585553
436,1629646,Charles Bassey,16.6016066875,1.1745918818834598
437,1629647,Darius Bazley,17.1308725,1.0498971467095004
438,1629649,Ignas Brazdeikis,17.107821375,1.043019852294581
439,1629650,Moses Brown,16.4969085,1.1199174776028142
440,1629651,Nic Claxton,16.5844543125,1.1142854779998717
441,1629652,Luguentz Dort,17.8832745,1.167343593286591
442,1629655,Daniel Gafford,17.105743375,1.0565124426177428
443,1629656,Quentin Grimes,17.8677361875,1.151304403039967
444,1629657,Kyle Guy,17.829668187499998,1.1263141275391224
445,1629658,Jaylen Hoard,17.1756531875,1.0674629869004075
446,1629659,Talen Horton-Tucker,17.9046178125,1.1571051974654096
447,1629660,Ty Jerome,17.813258,1.1347864601868936
448,1629661,Cameron Johnson,17.19970675,1.0676860007532352
449,1629662,Mfiondu Kabengele,16.5383844375,1.147997267348254
450,1629667,Jalen McDaniels,17.102416625,1.0749782853439922
451,1629669,Jaylen Nowell,17.793931125,1.1741313583374027
452,1629670,Jordan Nwora,17.125604187500002,1.0506304011586163
453,1629671,Miye Oni,17.816342312499998,1.1550729167203697
454,1629672,Eric Paschall,17.1034528125,1.0601201548490105
455,1629673,Jordan Poole,17.8762175,1.123702231028643
456,1629675,Naz Reid,16.539763125,1.1457656403810224
457,1629676,Isaiah Roby,17.0764595625,1.0668192439717978
458,1629677,Luka Samanic,17.153133750000002,1.0588255582712562
459,1629678,Admiral Schofield,17.0576355625,1.0626990324130152
460,1629680,Matisse Thybulle,17.78646925,1.1889078807531461
461,1629681,Killian Tillie,17.1652046875,1.0477203988883568
462,1629682,Tremont Waters,17.817426875000002,1.173691781730934
463,1629684,Grant Williams,17.1244909375,1.0794255406750486
