coc_number,year,rent_coc,income_coc,homeless_per_10k,unsheltered_per_10k,total_population
AL-504,2023,997.1942039369604,64104.93599982246,8.972341781204895,3.3028620469942656,384515.0
AL-504,2024,1130.3736337935734,67101.48004013428,8.842307842346854,3.6669570757967827,384515.0
AL-505,2012,,,,,
AL-505,2013,,,,,
AL-505,2014,,,,,
AL-505,2015,,,,,
AL-505,2016,,,,,
AL-505,2017,,,,,
AL-505,2018,,,,,
AL-505,2019,,,,,
AL-505,2021,,,,,
AL-505,2022,,,,,
AL-505,2023,,,,,
AL-505,2024,,,,,
AL-506,2012,704.0,41139.0,7.507247951558495,1.1853549397197622,202471.0
AL-506,2013,740.0,46538.0,4.889589126344019,0.19755915661996037,202471.0
AL-506,2014,822.0,47531.0,12.100498342972573,5.5316563853588905,202471.0
AL-506,2015,801.0,49067.0,16.743138523541642,9.63100888522307,202471.0
AL-506,2016,785.0,47787.0,8.741992680433247,6.420672590148713,202471.0
AL-506,2017,836.0,52313.0,9.87795783099802,3.1115567167643765,202471.0
AL-506,2018,852.0,54459.0,2.8152179818344356,0.049389789154990094,202471.0
AL-506,2019,889.0,52243.0,2.1731507228195643,0.0,202471.0
AL-506,2021,917.0,56559.0,1.8274221987346335,0.0,202471.0
AL-506,2022,944.0,61097.0,1.975591566199604,0.049389789154990094,202471.0
AL-506,2023,975.0,60926.0,4.049962710709187,0.8396264156348316,202471.0
AL-506,2024,1066.0,68404.0,4.247521867329149,0.8396264156348316,202471.0
AL-507,2012,628.4340757673767,38593.4597511349,5.81566316939202,0.4594767741054644,1523472.0
AL-507,2013,646.3600215493173,40061.31163215507,5.940378293792075,2.021697806064043,1523472.0
AL-507,2014,647.7319926674919,38141.715134836144,4.699791003707321,1.129000073516284,1523472.0
AL-507,2015,682.5808333313128,40851.85942171854,4.187802598275518,1.08961635002153,1523472.0
AL-507,2016,708.971406484117,42542.91057328609,5.428389888360272,2.415535041011584,1523472.0
AL-507,2017,668.5135835520798,45375.95305056662,5.014860791665354,2.2842559626957373,1523472.0
AL-507,2018,704.9119915019953,45783.670985716926,4.7916863585284135,1.903546635579781,1523472.0
AL-507,2019,722.0734815361786,50439.18996344993,2.1201571148009286,1.1093082117689068,1523472.0
AL-507,2021,796.5581248745073,50040.20115130672,1.247151244000546,0.6432674837476501,1523472.0
AL-507,2022,829.6533278026277,57349.87804396262,6.137296911265845,3.8005293172437695,1523472.0
AL-507,2023,854.8536497671039,59341.6543608385,1.8575989581692345,0.6892151611581965,1523472.0
AL-507,2024,950.374400985445,62869.14902208377,8.47406450528792,7.469779556171692,1523472.0
AL-508,2024,,,,,
AR-500,2012,725.7284999044927,47912.34057377983,21.277828128300705,8.296479022003558,586996.0
AR-500,2013,764.7186928063757,48965.645911723834,18.160260035843514,8.569053281453366,586996.0
AR-500,2014,772.1280220973899,47863.8001424192,18.29654716556842,8.569053281453366,586996.0
AR-500,2015,812.6411152880266,49216.13204725587,14.139789708958833,5.7751671220928245,586996.0
AR-500,2016,798.0063644658077,51996.82252931882,13.765000102215346,5.7751671220928245,586996.0
AR-500,2017,826.7418561287802,53835.6989254099,17.13810656290673,9.369740168587178,586996.0
AR-500,2018,836.6251552509707,52918.33710132402,18.41579840407771,9.369740168587178,586996.0
AR-500,2019,831.26550521818,56327.52006697784,18.160260035843514,9.76156566654628,586996.0
AR-500,2021,937.2898744680282,56988.65034059581,6.831392377460835,0.0,586996.0
AR-500,2022,921.7821769672958,59637.115559049205,14.633830554211613,8.449802042944073,586996.0
AR-500,2023,1040.2984672855216,66365.3370056166,13.16874390966889,7.904653524044456,586996.0
AR-500,2024,1108.3510930442637,69638.86669130328,17.308465475062864,7.904653524044456,586996.0
AR-501,2012,705.269248713597,47019.67248168158,3.6162990096006906,0.7582562439485319,514338.0
AR-501,2013,744.3018159296638,49655.19425532337,12.987568486092803,4.316227850168566,514338.0
AR-501,2014,742.7784082934403,51285.19352512238,10.712799754247207,4.316227850168566,514338.0
AR-501,2015,772.580712576476,52786.05607925093,12.929241082712148,1.1859905354066782,514338.0
AR-501,2016,787.7074906444052,55213.15312744171,10.693357286453654,1.1859905354066782,514338.0
AR-501,2017,818.2157191709346,57424.83809623196,6.416014371872192,1.8470344403874495,514338.0
AR-501,2018,855.4524686548829,59341.39316559681,9.215729734143697,2.935812636826367,514338.0
AR-501,2019,859.0062161411307,60670.53787563088,10.071198317059986,4.607864867071848,514338.0
AR-501,2021,995.515526465336,72452.32505623,3.05246744358768,0.0,514338.0
AR-501,2022,1048.508061125355,74590.76901758222,6.66876645318837,1.9442467793552098,514338.0
AR-501,2023,1249.4284164859002,80290.97312081486,8.476915957988716,3.713511348568451,514338.0
AR-501,2024,1262.2707579753296,82800.79775754998,8.010296730943464,3.752396284155555,514338.0
AR-503,2012,688.2580721882908,45245.56314097076,31.619807625789186,24.294261034031763,858639.0
AR-503,2013,670.6809964775123,43673.903453671905,23.455724699204204,16.56109261284428,858639.0
AR-503,2014,702.899041820541,45562.11773255814,12.298532910804191,7.407070957643434,858639.0
AR-503,2015,733.3926111865991,43115.50710808059,9.480119118744899,4.5304254756655595,858639.0
AR-503,2016,750.8607939448116,45235.60616085937,9.899387286158676,4.43725477179583,858639.0
AR-503,2017,743.9876877123005,48205.29417443015,10.19054573575158,5.368961810493118,858639.0
AR-503,2018,772.190600208109,46691.72546448613,9.608228836565775,5.6368275841185875,858639.0
AR-503,2019,780.5398048998436,50023.815039094494,9.44518010479375,6.34725420112527,858639.0
AR-503,2021,842.5135375265804,51464.4691844314,13.859142200622149,6.1492664554020955,858639.0
AR-503,2022,884.2154966238325,59728.39841711883,9.480119118744899,6.1492664554020955,858639.0
AR-503,2023,973.1308476469767,60626.75328748312,10.143960383816713,5.613534908151156,858639.0
AR-503,2024,983.2331639629784,63048.87483770674,9.549997146647195,5.613534908151156,858639.0
AR-504,2012,613.0,38853.0,,,357191.0
AR-504,2013,663.0,43643.0,,,357191.0
AR-504,2014,624.0,39340.0,,,357191.0
AR-504,2015,675.0,38986.0,,,357191.0
AR-504,2016,667.0,42844.0,,,357191.0
AR-504,2017,704.0,42443.0,,,357191.0
AR-504,2018,671.0,42270.0,,,357191.0
AR-504,2019,622.0,43399.0,,,357191.0
AR-504,2021,737.0,51402.0,,,357191.0
AR-504,2022,815.0,57015.0,,,357191.0
AR-504,2023,780.0,53688.0,,,357191.0
AR-504,2024,880.0,52537.0,,,357191.0
AR-505,2012,644.0,36275.0,2.079745231209177,0.0,307730.0
AR-505,2013,656.0,34689.0,2.079745231209177,0.03249601923764339,307730.0
AR-505,2014,627.0,32433.0,2.274721346635037,0.0,307730.0
AR-505,2015,696.0,35381.0,2.3397133851103242,0.03249601923764339,307730.0
