coc_number,year,rent_coc,income_coc,homeless_per_10k,unsheltered_per_10k,total_population
FL-510,2019,1108.2985875831205,62457.33777590958,14.035707042377823,4.310845935627529,1178423.0
FL-510,2021,1233.8161293140447,63945.35055697558,10.3697908136552,1.9517609551069521,1178423.0
FL-510,2022,1441.3215177357006,74563.42867167179,10.853488093833878,1.9517609551069521,1178423.0
FL-510,2023,1535.7735920255693,73113.92120017996,10.581938743558128,3.3604232096624043,1178423.0
FL-510,2024,1606.8501577388731,77872.74875008504,11.36264312560091,4.752113629825622,1178423.0
FL-511,2012,906.4295065119778,50515.35427674442,16.7273172720111,5.618013124185547,473477.0
FL-511,2013,913.1573355207502,47005.552291326225,19.95873083592234,8.067973734732627,473477.0
FL-511,2014,914.829301321926,51364.4723559898,17.80445512664818,4.899921221094161,473477.0
FL-511,2015,931.3654211022857,50781.478408846066,21.41603499219603,10.0532866432794,473477.0
FL-511,2016,953.6567685985126,51398.53072985727,16.854039372556638,3.8439037165480054,473477.0
FL-511,2017,999.4454758663671,54857.55194922342,16.009225368919715,5.427929973367239,473477.0
FL-511,2018,1022.9850995083686,58202.8244312292,13.348061257463405,3.0624507631838505,473477.0
FL-511,2019,1078.8063720955217,57460.835061247955,10.940341347098169,3.73830196609339,473477.0
FL-511,2021,1156.1092201987653,64683.62317094897,15.438975916464793,12.313164103008171,473477.0
FL-511,2022,1305.0403596701494,70166.31182882025,15.354494516101099,7.75116848336878,473477.0
FL-511,2023,1346.0925691863645,78102.08074100624,24.922013107289267,15.671299767464944,473477.0
FL-511,2024,1537.2894022949263,75310.8173856248,23.71815315210665,11.489470449462171,473477.0
FL-512,2012,1052.0,61288.0,63.4267867119737,55.000412159624844,218362.0
FL-512,2013,1043.0,64862.0,65.80815343328968,55.13779870123923,218362.0
FL-512,2014,1122.0,65976.0,64.15951493391707,55.13779870123923,218362.0
FL-512,2015,1213.0,70379.0,53.1685916047664,44.10107985821709,218362.0
FL-512,2016,1246.0,78581.0,48.72642675923466,37.04857072201207,218362.0
FL-512,2017,1296.0,73836.0,20.37900367280021,12.181606689808666,218362.0
FL-512,2018,1200.0,80712.0,15.662065744039714,7.510464274919628,218362.0
FL-512,2019,1334.0,90356.0,16.30320293824017,9.159102774292231,218362.0
FL-512,2021,1657.0,91602.0,19.23411582601368,13.326494536595195,218362.0
FL-512,2022,1674.0,103017.0,15.982634341139942,11.082514356893597,218362.0
FL-512,2023,2037.0,105153.0,19.921048534085603,12.960130425623506,218362.0
FL-512,2024,2065.0,116421.0,20.24161713118583,12.227402203680128,218362.0
FL-513,2012,873.0,46162.0,36.77657428529133,23.52487947735173,560683.0
FL-513,2013,876.0,46472.0,27.948056210015285,15.338435443913943,560683.0
FL-513,2014,924.0,47907.0,26.34287110541964,15.338435443913943,560683.0
FL-513,2015,976.0,50416.0,19.119538134739237,6.920131339812335,560683.0
FL-513,2016,962.0,51184.0,14.74986757222887,3.2638763793444783,560683.0
FL-513,2017,1013.0,52540.0,15.070904593147999,4.512353682918869,560683.0
FL-513,2018,1074.0,57888.0,13.091176297480038,4.512353682918869,560683.0
FL-513,2019,1132.0,57305.0,14.535842891616118,7.0806498502719,560683.0
FL-513,2021,1197.0,65333.0,7.704888502059095,0.0,560683.0
FL-513,2022,1412.0,75320.0,16.337217286773452,7.901077792620786,560683.0
FL-513,2023,1648.0,78575.0,18.762830333717982,11.86053438395671,560683.0
FL-513,2024,1681.0,78196.0,19.904295296986,13.89376884977786,560683.0
FL-514,2012,772.0,37098.0,26.767271648141126,17.629377594824014,340341.0
FL-514,2013,787.0,38695.0,15.57261687542788,6.023370678231538,340341.0
FL-514,2014,811.0,39958.0,26.97294772008074,18.922198618444444,340341.0
FL-514,2015,776.0,40050.0,23.123866945210835,15.513852283445134,340341.0
FL-514,2016,836.0,39383.0,24.181629600900273,15.513852283445134,340341.0
FL-514,2017,857.0,43910.0,21.302164593745687,12.781298756247411,340341.0
FL-514,2018,901.0,44576.0,16.806673307065562,7.96260221366218,340341.0
FL-514,2019,970.0,49576.0,13.956590595902345,5.2594309824558305,340341.0
FL-514,2021,1072.0,55161.0,15.04373554758316,6.170282158188405,340341.0
FL-514,2022,1078.0,54190.0,13.368944676074879,5.523871646378191,340341.0
FL-514,2023,1365.0,58606.0,13.339562380083505,6.464105118102138,340341.0
FL-514,2024,1523.0,64410.0,11.10650788473913,5.847076902283298,340341.0
FL-515,2012,901.0,46005.0,10.673596770076804,2.8838599968841057,301679.0
FL-515,2013,884.0,45594.0,9.977492632897881,3.314781605613914,301679.0
FL-515,2014,925.0,44775.0,8.88361470304529,2.386642756042018,301679.0
FL-515,2015,982.0,48259.0,10.507857689796108,4.441807351522645,301679.0
FL-515,2016,977.0,49157.0,10.275822977403132,4.508102983634924,301679.0
FL-515,2017,982.0,52415.0,11.137666194862751,6.397528498834855,301679.0
FL-515,2018,1073.0,52107.0,12.629317917389013,9.016205967269848,301679.0
FL-515,2019,1204.0,59450.0,16.1761342353959,11.767474699929394,301679.0
FL-515,2021,1244.0,60557.0,3.3479294216700533,0.0,301679.0
FL-515,2022,1270.0,66245.0,12.529874469220596,11.071370562750474,301679.0
FL-515,2023,1534.0,71696.0,17.137420901023937,13.06023952611882,301679.0
FL-515,2024,1556.0,78061.0,16.54076021201343,12.3641353889399,301679.0
FL-517,2012,770.0,34733.0,52.23472757946094,47.720126408832776,252514.0
FL-517,2013,670.0,33811.0,152.3479886263732,146.9621486333431,252514.0
FL-517,2014,645.0,36120.0,53.303975225136035,44.03716229595191,252514.0
FL-517,2015,752.0,34242.0,48.234949349343005,37.22565877535503,252514.0
FL-517,2016,778.0,36490.0,42.413489945111955,30.018137608211823,252514.0
FL-517,2017,782.0,35543.0,24.117474674671502,20.5137140910999,252514.0
FL-517,2018,794.0,39796.0,17.939599388548753,15.207077627379077,252514.0
FL-517,2019,807.0,48698.0,15.761502332543937,13.860617629121554,252514.0
FL-517,2021,917.0,48564.0,1.0692476456750912,0.0,252514.0
FL-517,2022,968.0,52799.0,25.741147025511456,24.117474674671502,252514.0
FL-517,2023,1073.0,51165.0,40.23539288910713,35.48318113055118,252514.0
FL-517,2024,1183.0,57580.0,25.38473114361976,25.38473114361976,252514.0
FL-518,2012,739.0,36542.0,87.43655292504909,81.21225593716424,134955.0
FL-518,2013,791.0,45220.0,94.69823274424807,88.69623207735911,134955.0
FL-518,2014,721.0,38520.0,79.28568782186655,73.13548960764699,134955.0
FL-518,2015,777.0,47808.0,82.62013263680485,77.72961357489534,134955.0
FL-518,2016,818.0,42019.0,84.84309584676375,77.72961357489534,134955.0
FL-518,2017,807.0,40811.0,37.197584379978515,29.86180578711422,134955.0
FL-518,2018,850.0,48848.0,36.53069541699085,29.86180578711422,134955.0
FL-518,2019,757.0,47094.0,39.86514023192916,31.491978807750733,134955.0
FL-518,2021,742.0,54077.0,5.1128153829054135,0.0,134955.0
FL-518,2022,914.0,53985.0,36.16020154866437,30.158200881775407,134955.0
FL-518,2023,998.0,60812.0,36.60479419065614,29.491311918787744,134955.0
FL-518,2024,1128.0,66139.0,39.05005372161091,33.7149420177096,134955.0
FL-519,2012,891.0,42704.0,89.10323360160554,85.17130511355492,488310.0
FL-519,2013,878.0,45678.0,67.68241485941307,65.53214146751039,488310.0
FL-519,2014,943.0,45349.0,68.72683336405152,65.53214146751039,488310.0
FL-519,2015,948.0,46133.0,20.86789129856034,17.61176301939342,488310.0
FL-519,2016,985.0,46264.0,21.605127890069834,17.61176301939342,488310.0
FL-519,2017,1013.0,51347.0,53.101513382892016,49.45628801376175,488310.0
FL-519,2018,1075.0,54208.0,54.637422948536795,49.45628801376175,488310.0
FL-519,2019,1077.0,55828.0,18.308042022485715,14.089410415514733,488310.0
FL-519,2021,1195.0,59470.0,17.55032663676763,10.710409371096231,488310.0
FL-519,2022,1377.0,65999.0,12.062009788863632,6.901353648297189,488310.0
FL-519,2023,1540.0,72317.0,13.92558006184596,8.621572361819336,488310.0
FL-519,2024,1749.0,72335.0,14.969998566484405,8.744445127070918,488310.0
FL-520,2012,870.3662296470956,40216.23682112856,23.890169355646858,18.505528276046363,748425.0
FL-520,2013,834.8136379977003,43404.92885310414,9.47322711026489,5.424725256371714,748425.0
FL-520,2014,872.0742453761848,43975.494157837675,6.827671443364399,2.6856398436717104,748425.0
FL-520,2015,893.5324894702478,47049.71773067648,9.767177739920498,6.199686007281959,748425.0
FL-520,2016,935.3349273650884,48204.4573874337,7.950028392958546,3.9015265390653706,748425.0
FL-520,2017,923.5514599530485,48871.90495679515,8.484484083241474,4.716571466746835,748425.0
FL-520,2018,966.1671029303083,48781.91430665633,9.499949894779036,3.5006847713531752,748425.0
FL-520,2019,1063.3349270265621,55290.1678311974,9.045662558038547,4.422620837091225,748425.0
FL-520,2021,1227.300451715023,59854.594292281305,8.524568260012694,4.342452483548786,748425.0
FL-520,2022,1282.1916597983416,64291.58943965284,9.954237231519524,4.342452483548786,748425.0
FL-520,2023,1452.4933544734336,67018.87013803858,8.671543574840499,4.355813875805858,748425.0
FL-520,2024,1512.0041439556087,72608.43363644007,10.502054314059524,5.945819554397568,748425.0
FL-600,2012,1057.0,41400.0,14.922583468509822,3.2577470952380594,2664418.0
FL-600,2013,1086.0,41913.0,14.269532783519702,3.1489053144063734,2664418.0
FL-600,2014,1111.0,42926.0,15.598153142637528,3.152658479262638,2664418.0
FL-600,2015,1162.0,43786.0,15.583140483212468,3.7794370102589006,2664418.0
FL-600,2016,1201.0,45935.0,15.894653166282469,3.6856078888522745,2664418.0
FL-600,2017,1290.0,49930.0,13.965526430162235,3.794449669683961,2664418.0
FL-600,2018,1349.0,52205.0,13.1961276346279,3.8657598019529966,2664418.0
FL-600,2019,1408.0,55171.0,13.030988380952238,3.783190175115166,2664418.0
FL-600,2021,1517.0,59044.0,12.100203496598505,3.3478230517884207,2664418.0
FL-600,2022,1665.0,67263.0,12.295368069124288,3.640569910577094,2664418.0
FL-600,2023,1864.0,72311.0,13.725323879361271,3.9708484179284183,2664418.0
FL-600,2024,2050.0,76184.0,14.262026453807174,3.877019296521792,2664418.0
FL-601,2012,1135.0,49793.0,17.07819592441168,6.803378081103992,1863780.0
FL-601,2013,1162.0,50446.0,15.076886757020677,4.447949865327453,1863780.0
FL-601,2014,1194.0,51608.0,14.84080739143032,4.716221871680134,1863780.0
FL-601,2015,1256.0,53926.0,14.030625932245224,4.394295464056917,1863780.0
FL-601,2016,1296.0,54212.0,12.351243172477439,4.195774179355933,1863780.0
FL-601,2017,1328.0,56842.0,13.145328311281375,5.134726201590316,1863780.0
FL-601,2018,1372.0,57278.0,12.437090214510297,4.662567470409598,1863780.0
FL-601,2019,1448.0,61502.0,15.039328676131303,7.24334417152239,1863780.0
FL-601,2021,1498.0,65747.0,13.740892165384325,9.48073270450375,1863780.0
FL-601,2022,1766.0,70978.0,11.020614020968141,6.588760476021848,1863780.0
FL-601,2023,1961.0,74531.0,13.343849595982357,8.713474766335082,1863780.0
FL-601,2024,2106.0,81488.0,13.247271673695394,8.713474766335082,1863780.0
FL-602,2012,840.0,45247.0,44.56443569399088,32.12647811273152,169642.0
FL-602,2013,888.0,43698.0,33.777012768064516,22.81274684335247,169642.0
FL-602,2014,849.0,43039.0,30.122257459827164,18.15588120866295,169642.0
FL-602,2015,932.0,45492.0,33.128588439183694,23.579066504757076,169642.0
FL-602,2016,953.0,44200.0,22.871694509614365,14.972707230520744,169642.0
FL-602,2017,952.0,52070.0,13.086381910140178,7.840039612831728,169642.0
FL-602,2018,1050.0,52927.0,9.667417266950402,5.069499298522771,169642.0
FL-602,2019,1006.0,54652.0,9.195835936855259,3.94949363954681,169642.0
FL-602,2021,1207.0,59285.0,9.077940604331475,3.5958076419754543,169642.0
FL-602,2022,1266.0,64860.0,8.724254606760118,2.357906650475708,169642.0
FL-602,2023,1520.0,71806.0,25.17065349382818,13.79375390528289,169642.0
FL-602,2024,1843.0,72868.0,20.219049527829192,12.32006224873557,169642.0
FL-603,2012,905.0,46278.0,11.468934020588279,5.448110783147569,680970.0
FL-603,2013,937.0,46383.0,12.452824647194442,5.815234151284197,680970.0
FL-603,2014,940.0,49055.0,12.790578145880142,6.520111018106524,680970.0
FL-603,2015,1003.0,50651.0,9.0165499214356,4.611069503796055,680970.0
FL-603,2016,1080.0,52909.0,6.4466863444791995,2.687343054760122,680970.0
FL-603,2017,1116.0,53928.0,6.329206866675477,2.7460827936619823,680970.0
FL-603,2018,1190.0,56129.0,10.690632480138627,2.99572668399489,680970.0
FL-603,2019,1220.0,62240.0,5.462795717873034,2.3789594255253537,680970.0
FL-603,2021,1326.0,66256.0,5.785864281833268,3.1866308354259365,680970.0
FL-603,2022,1620.0,71072.0,8.223563446260481,5.8886588249115235,680970.0
FL-603,2023,1797.0,71547.0,12.658413733350955,8.781590965828157,680970.0
FL-603,2024,1871.0,83602.0,13.8185235766627,10.925591435746068,680970.0
FL-604,2012,1390.0,53637.0,119.51364944391155,72.33038653980763,77146.0
FL-604,2013,1210.0,50838.0,84.51507531174656,39.53542633448267,77146.0
FL-604,2014,1437.0,59387.99999999999,87.88530837632541,38.23918284810619,77146.0
FL-604,2015,1441.0,61020.0,79.71897441215359,40.702045472221506,77146.0
FL-604,2016,1677.0,65717.0,74.53400046664765,34.99857413216499,77146.0
FL-604,2017,1550.0,65747.0,81.79296399035596,37.850309802193244,77146.0
FL-604,2018,1691.0,71973.0,126.1244912244316,27.480361911181397,77146.0
FL-604,2019,1540.0,68589.0,64.9417986674617,27.091488865268452,77146.0
FL-604,2021,1734.0,68563.0,31.369092370310838,0.0,77146.0
FL-604,2022,1728.0,79420.0,68.1824073834029,26.44336712208021,77146.0
FL-604,2023,2091.0,88870.0,63.90480387836051,27.2211132139061,77146.0
FL-604,2024,2009.0,100256.0,58.33095688694164,23.7212558006896,77146.0
FL-605,2012,1116.0,51278.0,15.127716965848965,9.987438847491022,1398757.0
FL-605,2013,1132.0,51804.0,11.14560999515999,6.770296770632783,1398757.0
FL-605,2014,1155.0,52203.0,11.410130565923888,6.770296770632783,1398757.0
FL-605,2015,1241.0,56664.0,10.159019758256795,5.898093807573438,1398757.0
FL-605,2016,1303.0,57580.0,9.522740547500389,5.898093807573438,1398757.0
FL-605,2017,1349.0,60057.0,11.488771816691534,7.728290189075015,1398757.0
FL-605,2018,1369.0,61691.0,9.358308841349855,6.083973127569692,1398757.0
FL-605,2019,1498.0,66623.0,9.987438847491022,6.7202523383261,1398757.0
FL-605,2021,1560.0,70002.0,3.274335713780163,0.0,1398757.0
FL-605,2022,1749.0,76592.0,10.037483279797705,6.277001652181186,1398757.0
FL-605,2023,1982.0,84921.0,13.261774561271185,8.357420195216182,1398757.0
FL-605,2024,2121.0,84789.0,15.19920901200137,11.295743292080038,1398757.0
FL-606,2012,1031.0,54126.0,13.065851893543458,3.015196590817721,348236.0
FL-606,2013,993.0,54406.0,11.371598571083977,1.5506725324205426,348236.0
FL-606,2014,1084.0,58026.0,10.366533040811403,1.0050655302725737,348236.0
FL-606,2015,1177.0,62126.0,11.170585465029461,1.263510952342664,348236.0
FL-606,2016,1230.0,61228.0,15.650306114244362,6.231406287689958,348236.0
FL-606,2017,1281.0,66048.0,17.83273412283624,5.369921547456323,348236.0
FL-606,2018,1257.0,69867.0,18.751651179085446,6.116541655658807,348236.0
FL-606,2019,1397.0,76025.0,14.300646687878334,2.8428996427709943,348236.0
FL-606,2021,1503.0,74215.0,16.310777748423483,4.135126753121447,348236.0
FL-606,2022,1668.0,80815.0,13.266864999597974,4.5084368072226875,348236.0
FL-606,2023,2039.0,90072.0,20.187459079474838,6.920594079876865,348236.0
FL-606,2024,2032.0,95862.0,18.952664285139964,11.658760151161855,348236.0
GA-500,2012,949.4600963891608,54945.44561729667,150.0696256081224,52.39547345413523,453856.0
GA-500,2013,973.6331693317046,55500.27799918198,121.9770147359515,38.18391736586054,453856.0
GA-500,2014,1018.8212516415765,55450.91255091277,105.69431714023833,30.29595290136078,453856.0
GA-500,2015,1041.1532515882643,59868.09585875062,95.11827540012692,22.848656842699008,453856.0
GA-500,2016,1122.8142573773112,63010.34385241096,89.52178664598463,18.464006204611156,453856.0
GA-500,2017,1177.0850460199438,64820.32754696586,78.70337728266233,15.00475921878305,453856.0
GA-500,2018,1226.0993785185915,70494.94620063392,67.77480081788056,16.304731016005075,453856.0
GA-500,2019,1319.7337041300548,78922.36145737226,70.88151307903829,15.842029189875202,453856.0
GA-500,2021,1429.2820483041085,82380.84455842608,43.97870690262991,0.0,453856.0
GA-500,2022,1618.5458920709618,89472.00594105577,44.44140872875978,14.387823450609885,453856.0
GA-500,2023,1770.5062539313487,94213.86038732238,59.02753296199676,16.26066417542128,453856.0
GA-500,2024,1806.7643650549296,100106.03958031659,63.16981597687372,22.9147571035747,453856.0
GA-501,2012,875.9023960908728,51901.45338923307,16.216965326069065,12.931222689089743,6847767.0
GA-501,2013,904.3058445142467,53330.53225885525,11.172985295790584,7.764574933697365,6847767.0
GA-501,2014,927.3896596037202,54231.91444527445,11.064920871285487,7.764574933697365,6847767.0
GA-501,2015,954.345006785201,57111.34870107546,8.46553336291962,5.137441154174784,6847767.0
GA-501,2016,989.8328877949945,60525.45392779965,8.141340089404327,5.137441154174784,6847767.0
GA-501,2017,1023.7671076179614,61879.975246548456,5.426586506228965,2.735198204027678,6847767.0
GA-501,2018,1069.96709541789,64531.47269445277,5.4470311270812815,2.735198204027678,6847767.0
GA-501,2019,1101.5120709843377,67995.7677600947,6.108560644659785,3.303266597709881,6847767.0
GA-501,2021,1237.4008728225854,72083.47212629006,2.768785795427911,0.0,6847767.0
GA-501,2022,1349.8561879571462,78933.78201339829,8.551692836511522,5.723033508587544,6847767.0
GA-501,2023,1506.3482540142013,80734.71389285661,9.328588428899524,5.723033508587544,6847767.0
GA-501,2024,1620.2189851116964,86559.67232774557,9.68636929381505,6.435674578296838,6847767.0
GA-502,2012,949.5134000791594,55257.47249962463,,,577110.0
GA-502,2013,975.1993643567467,55824.09158257988,7.4162637971963745,2.2526034898026372,577110.0
GA-502,2014,1021.2406141796141,55732.722574443505,8.265322035660446,1.7847550726897818,577110.0
