state,overall_homeless,unsheltered,chronic_ind,ppl_in_families,individuals,shelt_es,shelt_th,year,population,cb_share,severe_share,renter_hh_total,unsheltered_share,chronic_share,family_share,es_share,th_share,homeless_per_10k
PR,4070.0,2745.0,2195.0,340.0,3730.0,551.0,774.0,2009,3967288.0,0.553458209533652,0.3131481720707919,336252.0,0.6744471744471745,0.5393120393120393,0.08353808353808354,0.13538083538083537,0.19017199017199019,10.258897261807057
PR,4149.0,2745.0,2218.0,428.0,3721.0,548.0,846.0,2010,3722133.0,0.5363672567973643,0.3149732087904131,389617.0,0.6616052060737527,0.534586647384912,0.10315738732224633,0.13208001928175464,0.2039045553145336,11.146834355462312
PR,2900.0,1866.0,1647.0,554.0,2346.0,330.0,667.0,2011,3706690.0,0.5851317231194322,0.321371063789243,379410.0,0.643448275862069,0.5679310344827586,0.1910344827586207,0.11379310344827587,0.23,7.823691757336061
PR,3212.0,1866.0,1597.0,718.0,2494.0,357.0,926.0,2012,3667084.0,0.5667784995360126,0.31464534703880837,385817.0,0.5809464508094645,0.49719800747198006,0.22353673723536738,0.11114570361145704,0.28829389788293897,8.759003066196465
PR,4128.0,2726.0,1629.0,658.0,3470.0,339.0,995.0,2013,3615086.0,0.568456547798794,0.31715028229975933,388347.0,0.6603682170542635,0.3946220930232558,0.15939922480620156,0.08212209302325581,0.24103682170542637,11.41881548599397
PR,4132.0,2726.0,1567.0,700.0,3432.0,406.0,936.0,2014,3548397.0,0.5732833090159568,0.3072836332476435,395650.0,0.6597289448209099,0.3792352371732817,0.16940948693126814,0.09825750242013553,0.2265246853823814,11.644694773442769
PR,4518.0,3097.0,1615.0,589.0,3929.0,399.0,959.0,2015,3474182.0,0.5776917578694292,0.3294206651999963,385031.0,0.6854803010181496,0.3574590526781762,0.13036741921204073,0.08831341301460824,0.21226206285967242,13.004500052098596
PR,4418.0,3097.0,1623.0,619.0,3799.0,343.0,921.0,2016,3411307.0,0.5207911826709489,0.2953493965675802,386766.0,0.7009959257582616,0.3673607967406066,0.14010864644635582,0.07763693979176098,0.20846536894522408,12.951047794877448
PR,3525.0,2512.0,1065.0,384.0,3141.0,396.0,591.0,2017,3337177.0,0.5420625871024959,0.2981804714986015,389281.0,0.7126241134751773,0.3021276595744681,0.10893617021276596,0.1123404255319149,0.1676595744680851,10.562820012243883
PR,3182.0,2512.0,1074.0,261.0,2921.0,342.0,312.0,2018,3195153.0,0.5567437663171204,0.3068173592444781,385846.0,0.7894406033940917,0.33752357008170963,0.08202388434946574,0.10747957259585167,0.09805153991200503,9.958834522165292
PR,2535.0,1900.0,672.0,194.0,2341.0,300.0,321.0,2019,3193694.0,0.5077172410990083,0.27489940660055273,367522.0,0.7495069033530573,0.2650887573964497,0.07652859960552268,0.11834319526627218,0.12662721893491125,7.937516869180328
PR,2451.0,1900.0,656.0,200.0,2251.0,230.0,306.0,2020,3255642.0,,,,0.7751937984496124,0.26764585883312936,0.08159934720522236,0.09383924928600572,0.12484700122399021,7.52846903928626
PR,439.0,0.0,90.0,100.0,339.0,183.0,244.0,2021,3263584.0,0.5168488027587547,0.28522997717227644,365427.0,0.0,0.20501138952164008,0.22779043280182232,0.4168564920273349,0.5558086560364465,1.345146930491141
PR,2215.0,1728.0,254.0,197.0,2018.0,231.0,244.0,2022,3221789.0,0.5355203778069487,0.2862951772135184,419676.0,0.7801354401805869,0.1146726862302483,0.0889390519187359,0.10428893905191873,0.11015801354401805,6.875062271303303
PR,2242.0,1770.0,278.0,180.0,2062.0,226.0,235.0,2023,3205691.0,0.4981579213596817,0.26561340797194305,403590.0,0.7894736842105263,0.1239964317573595,0.08028545941123996,0.1008028545941124,0.1048171275646744,6.993811942573379
PR,2096.0,1565.0,447.0,169.0,1927.0,249.0,270.0,2024,3203295.0,0.4655387739332788,0.23031653473975508,381561.0,0.7466603053435115,0.21326335877862596,0.08062977099236641,0.11879770992366412,0.12881679389312978,6.543262484410583
RI,1372.0,49.0,134.0,729.0,643.0,688.0,635.0,2007,1057832.0,0.49977923346965364,0.25162317686656294,146505.0,0.03571428571428571,0.09766763848396501,0.5313411078717201,0.5014577259475219,0.46282798833819244,12.969923390481663
RI,1196.0,54.0,245.0,482.0,714.0,734.0,408.0,2008,1050788.0,0.4911135854321997,0.24353427013008977,149968.0,0.0451505016722408,0.2048494983277592,0.40301003344481606,0.6137123745819398,0.3411371237458194,11.381934319767641
RI,1607.0,51.0,220.0,468.0,1139.0,819.0,737.0,2009,1053209.0,0.5006528445369108,0.25635985364803787,148663.0,0.031736154324828875,0.13690105787181084,0.2912258867454885,0.5096453018046049,0.4586185438705663,15.258130152704735
RI,1282.0,76.0,86.0,578.0,704.0,761.0,428.0,2010,1052886.0,0.518031042854415,0.26268447038926324,157779.0,0.059282371294851796,0.06708268330733229,0.45085803432137284,0.593603744149766,0.3338533541341654,12.176057047011739
RI,1070.0,31.0,176.0,418.0,652.0,680.0,338.0,2011,1051302.0,0.5065873021041595,0.26149928689117113,162505.0,0.02897196261682243,0.16448598130841122,0.39065420560747666,0.6355140186915887,0.31588785046728973,10.177855649470846
RI,1277.0,28.0,148.0,489.0,788.0,805.0,426.0,2012,1050292.0,0.5057530878426401,0.24809671078327794,165293.0,0.02192638997650744,0.1158966327329679,0.38292873923257637,0.6303837118245889,0.3335943617854346,12.158523534407575
RI,1384.0,117.0,243.0,522.0,862.0,850.0,400.0,2013,1051511.0,0.5219203244431863,0.2627805465761632,160957.0,0.08453757225433527,0.1755780346820809,0.37716763005780346,0.6141618497109826,0.28901734104046245,13.162011619469505
RI,1190.0,20.0,204.0,411.0,779.0,803.0,345.0,2014,1055173.0,0.5306030115529953,0.26003479280438924,168776.0,0.01680672268907563,0.17142857142857143,0.3453781512605042,0.6747899159663866,0.28991596638655465,11.27777151234916
RI,1111.0,36.0,110.0,405.0,706.0,743.0,332.0,2015,1056298.0,0.48184414524683805,0.24593136588240627,166866.0,0.032403240324032405,0.09900990099009901,0.3645364536453645,0.6687668766876688,0.2988298829882988,10.517865223639541
RI,1160.0,37.0,136.0,301.0,859.0,822.0,301.0,2016,1056426.0,0.48503327658257234,0.24109580560284785,171357.0,0.03189655172413793,0.11724137931034483,0.25948275862068965,0.7086206896551724,0.25948275862068965,10.98041888404867
RI,1180.0,69.0,240.0,378.0,802.0,807.0,304.0,2017,1059639.0,0.4559775300251065,0.2168034605881145,160025.0,0.05847457627118644,0.2033898305084746,0.32033898305084746,0.6838983050847458,0.2576271186440678,11.13586797012945
RI,1101.0,51.0,233.0,354.0,747.0,739.0,311.0,2018,1057315.0,0.4711120243843967,0.22307613274427207,155219.0,0.04632152588555858,0.21162579473206175,0.3215258855585831,0.6712079927338783,0.28247048138056313,10.413169206906174
RI,1055.0,71.0,176.0,325.0,730.0,743.0,241.0,2019,1059361.0,0.4886152543298913,0.22292793531115118,156028.0,0.06729857819905213,0.16682464454976303,0.3080568720379147,0.704265402843602,0.22843601895734597,9.958833674262127
RI,1104.0,108.0,196.0,381.0,723.0,742.0,254.0,2020,1057798.0,,,,0.09782608695652174,0.17753623188405798,0.3451086956521739,0.6721014492753623,0.23007246376811594,10.43677526333005
RI,1267.0,181.0,306.0,474.0,793.0,869.0,217.0,2021,1095610.0,0.483703418530143,0.25099019268790823,161721.0,0.14285714285714285,0.24151539068666142,0.3741120757695343,0.6858721389108129,0.1712707182320442,11.564334023968382
RI,1577.0,248.0,421.0,506.0,1071.0,1152.0,177.0,2022,1093734.0,0.4790329830687348,0.23212575649987296,164071.0,0.15726062143310082,0.26696258719086874,0.320862396956246,0.7305009511731135,0.11223842739378567,14.41849663629365
RI,1810.0,334.0,581.0,595.0,1215.0,1289.0,187.0,2023,1095962.0,0.48060976016544915,0.2360519029987658,159990.0,0.18453038674033148,0.32099447513812157,0.3287292817679558,0.7121546961325966,0.10331491712707182,16.51517114644486
RI,2442.0,534.0,756.0,877.0,1565.0,1738.0,170.0,2024,1112308.0,0.51094885802927,0.2619405439921568,163639.0,0.21867321867321868,0.3095823095823096,0.35913185913185913,0.7117117117117117,0.06961506961506962,21.95435077334695
SC,5660.0,2574.0,573.0,1889.0,3771.0,1680.0,1406.0,2007,4407709.0,0.4579827798840857,0.2227998361732262,510098.0,0.45477031802120144,0.10123674911660778,0.33374558303886925,0.2968197879858657,0.24840989399293287,12.84113810598658
SC,5660.0,2574.0,743.0,1851.0,3809.0,1680.0,1406.0,2008,4479800.0,0.4717069084481203,0.24115300030691905,500792.0,0.45477031802120144,0.13127208480565372,0.3270318021201413,0.2968197879858657,0.24840989399293287,12.634492611277288
SC,4473.0,1437.0,674.0,1279.0,3194.0,1577.0,1459.0,2009,4561242.0,0.5128660983780556,0.25965040299844105,516655.0,0.32126089872568747,0.15068186899172814,0.285937849318131,0.35255980326402864,0.32617929801028395,9.806539534626753
SC,4473.0,1437.0,674.0,1279.0,3194.0,1577.0,1459.0,2010,4636312.0,0.5374268292934907,0.28005603641540505,551233.0,0.32126089872568747,0.15068186899172814,0.285937849318131,0.35255980326402864,0.32617929801028395,9.64775450832472
SC,5093.0,2139.0,504.0,1588.0,3505.0,1554.0,1388.0,2011,4679230.0,0.5424391699626341,0.2866714022116957,545360.0,0.41998821912428824,0.09895935597879442,0.31180051050461416,0.30512468093461614,0.27253092479874336,10.884269420396091
SC,4915.0,2139.0,388.0,1588.0,3327.0,1460.0,1304.0,2012,4723723.0,0.5262211854556204,0.2746823459862353,569648.0,0.43519837232960323,0.07894201424211597,0.32309257375381484,0.2970498474059003,0.26531027466937945,10.404928485434054
SC,6544.0,3133.0,453.0,1808.0,4736.0,1677.0,1722.0,2013,4774839.0,0.5193264639356622,0.259516461422468,571375.0,0.47875916870415647,0.0692237163814181,0.2762836185819071,0.25626528117359415,0.26314180929095354,13.705174143044404
SC,5057.0,1808.0,273.0,1244.0,3813.0,1782.0,1455.0,2014,4832482.0,0.5190661149559599,0.25645707169228227,583737.0,0.3575242238481313,0.05398457583547558,0.2459956495946213,0.3523828356733241,0.287719992090172,10.464601834005796
SC,5354.0,1896.0,916.0,1420.0,3934.0,1639.0,1807.0,2015,4896146.0,0.4961387485909064,0.2451124308371882,592141.0,0.35412775494957044,0.1710870377288009,0.2652222637280538,0.3061262607396339,0.33750466940605156,10.935131427861831
SC,5051.0,1690.0,913.0,1293.0,3758.0,1832.0,1517.0,2016,4961119.0,0.48802555061341446,0.23852488611309566,589016.0,0.3345872104533756,0.18075628588398338,0.2559889130865175,0.36270045535537515,0.3003365670164324,10.181170820534641
SC,3916.0,1501.0,792.0,1020.0,2896.0,1619.0,783.0,2017,5024369.0,0.5032412711813303,0.24544902912621358,595430.0,0.38329928498467825,0.20224719101123595,0.2604698672114402,0.4134320735444331,0.19994892747701737,7.7940135368242265
SC,3933.0,1344.0,671.0,851.0,3082.0,1997.0,577.0,2018,5084127.0,0.48771550738555813,0.2462405298699715,592505.0,0.34172387490465295,0.17060767861683193,0.21637426900584794,0.5077548944825833,0.1467073480803458,7.735841374536868
SC,4172.0,1717.0,897.0,854.0,3318.0,1820.0,620.0,2019,5148714.0,0.4751311772654304,0.23326455268841212,587423.0,0.41155321188878236,0.21500479386385427,0.20469798657718122,0.436241610738255,0.1486097794822627,8.102994262256555
