coc_number,emp_2012,emp_2023,employment_growth_12_23,avg_weekly_wage_2012,avg_weekly_wage_2023,inmig_persons,in_migration_rate,pop_2012,pop_2024,population_growth_12_24
MD-508,103980.0,111023.0,0.06773417964993268,964.5249182535102,1338.1621645965251,20754.0,0.0583700595400482,341409.0,379966.0,0.11293492555849435
MD-509,92580.0,106329.0,0.1485093972780298,923.0,1287.0,15725.0,0.06458833918633068,234268.0,287048.0,0.22529752249560334
MD-510,11428.0,11727.0,0.02616380819040952,594.0,868.0,823.0,0.027731913603127,30079.0,28615.0,-0.04867183084544034
MD-511,58968.0,62465.0,0.05930335097001763,700.3632139465473,1023.3973425118066,8632.0,0.05039024418720046,171341.0,175511.0,0.024337432371703212
MD-512,66543.0,62759.0,-0.056865485475557156,726.0,1063.0,7344.0,0.0491004272218545,147882.0,155709.0,0.05292733395545097
MD-513,74531.0,77402.0,0.038520883927493255,672.3243885094793,986.2451487041678,8666.0,0.0484494065422912,176740.0,183436.0,0.03788616046169514
MD-600,299516.0,318512.0,0.06342232134510344,992.0,1375.0,39095.0,0.04355052339719704,865443.0,959754.0,0.10897424787074365
MD-601,450496.0,458933.0,0.01872824619974428,1288.0,1770.0,42404.0,0.04131449544073244,974824.0,1065949.0,0.09347841251343832
ME-500,574785.0,612580.0,0.06575502144280035,735.1155893073062,1132.8623167586275,60326.0,0.04536052087226103,1329084.0,1387817.0,0.04419058539565596
MI-500,701557.3565909128,730024.3591492621,0.040576871286304196,708.6392331363235,995.344879943039,105157.49546496788,0.044491090554797094,2387410.947308772,2377143.500018599,-0.004300661895576404
MI-501,264930.3276336807,278289.14702819067,0.05042389640260889,1028.0,1422.0,18282.056655010536,0.02674993621269153,704660.903707472,685247.1172588947,-0.027550537210783876
MI-502,420260.67236631934,441451.8529718094,0.05042389640260891,1028.0,1422.0,29000.943344989468,0.02674993621269148,1117808.096292528,1087011.8827411055,-0.027550537210783696
MI-503,290608.0,339340.0,0.1676898089522656,953.0,1325.0,30909.0,0.03595311404054656,841769.0,879853.0,0.045242816021972776
MI-504,660419.0,726175.0,0.09956709301216349,1055.0,1450.0,48484.0,0.03925146634391584,1207097.0,1279825.0,0.060250336137029584
MI-505,129344.0,132733.0,0.02620144730331519,776.0,1037.0,13249.0,0.032072913892856277,425337.0,403305.0,-0.051798926498282535
MI-506,333598.0,413292.0,0.23889231949831832,831.0,1155.0,23291.0,0.037007906545144846,605244.0,663150.0,0.09567381089279696
MI-507,109693.0,119964.0,0.09363405139799258,853.0,1221.0,10203.0,0.0394539935422749,250704.0,262375.0,0.046552907013849
MI-508,153722.47739012234,154161.58829697716,0.0028565172400938717,881.6854446897507,1272.2068588479249,13002.091242151595,0.04540438760083948,283079.994265001,285771.57567480096,0.00950820073593862
MI-509,193614.0,216870.0,0.1201152809197682,986.0,1361.0,17173.0,0.04795828888355181,346010.0,369822.0,0.06881882026531025
MI-510,82828.0,79433.0,-0.04098855459506447,754.0,1101.0,6155.0,0.03153160076024201,200017.0,188665.0,-0.056755175810056145
MI-511,26709.0,25787.0,-0.03452019918379572,716.0,973.0,3236.0,0.032795192200500645,99878.0,98415.0,-0.014647870401890306
MI-512,63405.0,72703.0,0.14664458638908603,695.1531424966486,1045.9232631390726,9742.0,0.05716632925505384,167579.0,179576.0,0.07159011570662195
MI-513,29750.0,28796.0,-0.0320672268907563,752.7858823529411,1001.455827198222,2502.0,0.03257218736167886,76709.0,75874.0,-0.01088529377256906
MI-514,54184.0,53563.0,-0.01146094788129337,883.0,1198.0,5066.0,0.03761201565063738,136063.0,133778.0,-0.016793691157772503
MI-515,38135.0,40590.0,0.06437655696866396,844.0,1135.0,5990.0,0.03994798092633966,151944.0,155505.0,0.023436265992734163
MI-516,59562.0,62247.0,0.0450790772640274,733.0,986.0,6040.0,0.035086088714362064,171755.0,175961.0,0.02448837006200693
MI-517,54411.0,56667.0,0.04146220433368253,791.0,1148.0,4852.0,0.030423305305267646,160257.0,160060.0,-0.0012292754762662473
MI-518,47995.0,64113.0,0.3358266486092301,765.0,1054.0,8709.0,0.046862640644421846,181678.0,195833.0,0.07791257059192637
MI-519,110801.44738092305,135683.98013478084,0.224568661709936,765.9003986558165,1110.5144560448812,13978.960674256154,0.049307981482580976,271628.5519856422,308597.25615399505,0.1361002144218881
MI-523,30323.0,43100.0,0.42136332157108464,777.0,1128.0,6158.0,0.056732753537735846,107861.0,109130.0,0.011765142173723589
MN-500,838678.0,914612.0,0.09054011193807397,1193.0,1681.0,55870.0,0.04620161833841217,1158039.0,1269496.0,0.09624632676446994
MN-501,317541.0,324569.0,0.022132575006062208,1045.0,1432.0,29989.0,0.05642035791153053,510885.0,542945.0,0.06275384871350695
MN-502,329286.00296394125,341795.3192456539,0.03798921353812453,788.0136413215915,1164.5068699594121,30895.094984335647,0.043107790750774595,710817.3124731249,743512.9172092881,0.04599719810200788
MN-503,438185.9970360587,522012.6807543461,0.1913038853028186,868.4076176373992,1241.5864202415153,74665.90501566435,0.059586284759107495,1206681.6875268752,1372646.082790712,0.13753784198381677
MN-504,44721.0,43857.0,-0.01931978265244516,687.4465240043827,999.7335659073808,4910.0,0.039146588426642,125870.0,126196.0,0.002589973782473981
MN-505,256278.0,286198.0,0.11674821873122157,686.0167513403413,1034.8946498577907,41400.0,0.05697441105799004,714511.0,783531.0,0.09659753313804825
MN-506,66402.0,69211.0,0.04230294268244932,679.1280081925244,1020.1988267760905,6408.0,0.037635229581948246,169136.0,169211.0,0.00044343013905969163
MN-508,90560.0,97042.0,0.07157685512367491,654.690945229682,1002.8036932462232,11513.0,0.048042095775400175,235732.0,252606.0,0.07158128722447525
MN-509,93615.0,94643.0,0.01098114618383806,765.0,1117.0,6619.0,0.03303669024172336,200150.0,200123.0,-0.00013489882588058955
MN-511,122597.0,121103.0,-0.012186268832026885,654.859808967593,989.9942941132755,10357.0,0.037258344185511084,281259.0,279178.0,-0.0073988743471320026
MO-500,567518.0,597676.0,0.05314016471724245,1008.0,1423.0,38403.0,0.038381506356440394,999147.0,995569.0,-0.0035810546396075854
MO-501,217561.0,223562.0,0.027583068656606653,1040.0,1468.0,17630.0,0.05578584311615986,318527.0,288512.0,-0.09423063037042385
MO-503,142575.0,180950.0,0.26915658425390143,734.1286270384009,1098.5590991986737,23693.0,0.05068758664361875,445772.0,514769.0,0.1547809193937708
MO-600,174430.0,204950.0,0.17496990196640486,688.9528177492404,1025.2531153939985,24370.0,0.060235752403127216,389328.0,436790.0,0.12190749188345046
MO-602,76311.0,79863.0,0.0465463694618076,671.3937178126351,936.4217848064811,10278.0,0.05835893184644299,174807.0,184475.0,0.055306709685538906
MO-603,51615.0,50809.0,-0.015615615615615615,724.3969776227841,1060.84577535476,4823.0,0.040370643184785886,119245.0,112509.0,-0.056488741666317246
MO-604,491202.7614415068,538124.4819890894,0.09552413836168981,924.8444087282825,1294.1948798467058,51335.34102695274,0.051259374633745525,978341.2107752021,1062521.7710791396,0.08604417290899541
MO-606,900592.2385584932,961375.5180109106,0.06749256417056002,626.8714589774497,919.4581827072569,139890.65897304728,0.051134074884089796,2714519.789224798,2764322.22892086,0.01834668507253165
MP-500,,,,,,,,,,
MS-500,250748.0,260518.0,0.03896342144304242,765.4072973662801,1040.307971042308,22899.0,0.04010817419267827,561695.0,559909.0,-0.003179661560099342
MS-501,635332.0,667169.0,0.05011080820736245,629.9375255771786,871.1512285492881,82334.0,0.04252046905034142,1938219.0,1883041.0,-0.028468403209338057
MS-503,162085.0,174924.0,0.07921152481722553,748.0195699787149,966.6170222496627,26968.0,0.05595914700066193,467706.0,503829.0,0.0772344164924119
MT-500,424258.0,493149.0,0.16237996690692927,708.7626350004007,1077.8813097055859,54844.0,0.05359046542328397,990785.0,1116875.0,0.12726272602027686
NC-500,173967.0,192841.0,0.10849184040651388,869.0,1222.0,18541.0,0.050840300418710634,351368.0,389977.0,0.10988194713235126
NC-501,113592.0,138287.0,0.2174008733009367,711.0,1077.0,14867.0,0.05944137026612078,239000.0,274360.0,0.14794979079497908
NC-502,184621.0,233266.0,0.26348573564220756,1252.0,1766.0,22274.0,0.0756029842032734,269283.0,332353.0,0.23421456237489927
NC-503,1571641.0,1738547.0,0.10619855297742932,658.5201983150096,966.5210304927045,306411.0,0.06063939812412503,4953704.0,5271631.0,0.06417965223598342
NC-504,262386.0,287073.0,0.0940865747410304,827.0,1137.0,25425.0,0.04967615251604584,489576.0,547940.0,0.11921336013203261
NC-505,568306.0,780609.0,0.37357163218406986,1108.0,1631.0,66537.0,0.06576270985417693,926873.0,1154681.0,0.2457812451112504
NC-506,134313.0,182793.0,0.3609479350472404,721.7312992785509,1072.8720848172522,33887.0,0.08645635340791673,363648.0,453347.0,0.2466643567405843
NC-507,456044.0,639870.0,0.4030882984975134,928.0,1425.0,66703.0,0.06679812052362565,905573.0,1178653.0,0.3015549271014043
NC-509,117782.0,141171.0,0.19857873019646466,675.5313884973934,995.5363707843679,24634.0,0.06338367009821201,382233.0,428588.0,0.12127419662875785
NC-511,117879.0,122493.0,0.03914183187845163,747.0,1021.0,26095.0,0.08008507216709991,319329.0,338545.0,0.06017618193148759
NC-513,61744.0,77843.0,0.26073788546255505,947.0,1442.0,9132.0,0.06531861780883647,133958.0,149678.0,0.11735021424625629
NC-516,67702.0,71342.0,0.05376502909810641,595.5315647986765,866.9134030444899,8471.0,0.0403404004038326,209704.0,210651.0,0.004515889062678823
ND-500,410503.0,418613.0,0.0197562502588288,881.6916490257075,1214.1491688026888,36489.0,0.04956653562666913,676253.0,784841.0,0.16057303997172656
NE-500,385235.76039667625,392075.87364893756,0.01775565499220025,652.0899495935388,972.7088374940789,35553.98155495232,0.03980575350397209,889838.1311040181,896721.9966523813,0.007736087393582929
NE-501,415824.0,460142.0,0.10657874485359191,831.4489736042171,1228.8624555028664,41961.0,0.05187344466820206,770477.0,881549.0,0.14416004630897483
NE-502,131424.23960332377,144615.12635106247,0.10036875075368587,753.0,1098.0,8951.018445047679,0.035567620240829684,238914.8688959819,272506.00334761874,0.1405987605830496
NH-500,408468.0,434358.0,0.06338317811921619,850.8343811510326,1263.0819922736544,47622.0,0.05161968663114936,916373.0,968490.0,0.056873129173382456
NH-501,51286.59049556981,54973.40624475243,0.07188654409579213,1030.0,1483.0,4855.68660173652,0.04405010025978645,109183.80713326158,116064.46585240576,0.06301904009214629
NH-502,137121.40950443016,146978.59375524757,0.07188654409579222,1030.0,1483.0,12982.313398263477,0.04405010025978643,291917.19286673836,310313.5341475942,0.06301904009214641
NJ-500,133522.0,124528.0,-0.06735968604424739,786.0,1112.0,8148.0,0.029734404764511398,274402.0,276270.0,0.006807530557357454
NJ-501,424340.0,437055.0,0.029964179667247962,1172.0,1519.0,38372.0,0.041246466231686214,906781.0,962316.0,0.06124411517224115
NJ-502,192779.0,207736.0,0.07758625161454308,990.0,1334.0,22498.0,0.0499693494078661,449117.0,467805.0,0.041610538011253195
NJ-503,383802.0,428459.0,0.11635426600174048,863.5392207440294,1156.2875000875229,42277.0,0.040127033663351304,1055698.0,1082457.0,0.025347211039520774
NJ-504,335237.0,341577.0,0.01891199360452456,1189.0,1622.0,32807.0,0.04139235363733399,783840.0,863002.0,0.10099254949989794
NJ-506,231702.0,272792.0,0.17733985895676344,1318.0,1772.0,39987.0,0.05981367964746322,636194.0,718323.0,0.1290942699868279
NJ-507,382401.0,429695.0,0.12367645482098635,1158.0,1525.0,36970.0,0.04444300188014214,811064.0,871290.0,0.07425554580156436
NJ-508,240555.0,269218.0,0.11915362391137162,949.0,1312.0,23028.0,0.03669613661136006,629263.0,645353.0,0.02556959490705794
NJ-509,269782.0,296613.0,0.0994543742725608,1405.0,1913.0,21696.0,0.043547464448079644,493472.0,514528.0,0.042669087607807535
NJ-510,148074.0,185006.0,0.24941583262422842,767.0,1074.0,21206.0,0.03617746508668193,575961.0,654362.0,0.13612206382029338
NJ-511,168722.0,171394.0,0.01583670179348277,945.0,1200.0,17961.0,0.03541178697328885,500168.0,521012.0,0.04167399753682763
NJ-512,20937.0,22204.0,0.06051487796723504,1023.0,1255.0,3055.0,0.04736140394394146,66007.0,65275.0,-0.011089732907115912
NJ-513,170692.0,190702.0,0.11722869261593982,1496.0,1966.0,18482.0,0.05572137503542507,323650.0,349846.0,0.08093928626602812
NJ-514,228119.0,261777.0,0.14754579846483634,1270.0,1704.0,14399.0,0.03880075774519605,366442.0,385864.0,0.05300156641433024
NJ-515,217339.0,228623.0,0.051918891685339495,1192.0,1570.0,25818.0,0.04690463559796234,536383.0,579290.0,0.0799932138043152
NJ-516,118150.0,116609.0,-0.013042742276766823,926.0024037240796,1246.9766141549967,17900.0,0.04741759537161885,385446.0,386816.0,0.003554324081713132
NM-500,240444.70580651102,267482.777139707,0.11245026686074708,818.0,1164.0,17746.9425751026,0.033815616122067016,514818.4423298366,524156.2367270968,0.018138033973688905
NM-501,529194.294193489,562418.222860293,0.06278209918615703,761.0651117546182,1076.6955724331197,67837.0574248974,0.04354519577887106,1540468.5576701635,1596089.7632729032,0.03610668022128434
NV-500,816563.0,1098202.0,0.3449078638145495,829.0,1192.0,88276.0,0.04264225880888997,1954773.0,2329548.0,0.19172302870972743
NV-501,183908.0,238729.0,0.2980892620223155,838.0,1268.0,20107.0,0.04570666084734744,422010.0,497200.0,0.1781711333854648
NV-502,125901.0,149661.0,0.18871970834226892,882.3011810867268,1257.7762209259593,21913.0,0.06658361313258686,327421.0,357864.0,0.09297815350878533
NY-500,372980.0,377781.0,0.012872003860796826,879.0,1238.0,17305.0,0.02309686133608102,744746.0,753753.0,0.012094056228566519
NY-501,112443.0,105751.0,-0.05951459850768834,800.134645998417,1158.8095148036425,10055.0,0.031764233883323695,320295.0,300954.0,-0.060384957617196644
NY-503,219449.0,229149.0,0.04420161404244266,958.0,1511.0,13627.0,0.044259169641204195,304511.0,317018.0,0.04107240789331092
NY-504,29814.0,27603.0,-0.0741597907023546,704.0,1011.0,2140.0,0.02725906300155402,80166.0,76145.0,-0.050158421275852606
NY-505,299186.0,297702.0,-0.0049601251395453,842.7544504087758,1247.31414972019,17682.0,0.026496000575413653,668230.0,664184.0,-0.006054801490504766
NY-507,63566.0,57644.0,-0.0931630116729069,970.0,1356.0,7028.0,0.04538732280667764,154466.0,160369.0,0.038215529631116234
NY-508,571028.2281535447,572551.8554692457,0.0026682171573684356,797.620906690862,1203.8799224279114,29562.738109310085,0.023213899180686573,1276261.8951686802,1294119.987614531,0.013992498337099205
NY-510,49538.0,47308.0,-0.04501594735354677,871.0,1312.0,4420.0,0.04239076226646718,101570.0,104537.0,0.029211381313379935
NY-511,176225.0,164237.0,-0.06802667044970918,735.8885118456519,1135.976247739547,14408.0,0.031841728399427165,460936.0,442404.0,-0.04020514778624364
NY-512,50395.0,56453.0,0.120210338327215,831.0,1409.0,7248.0,0.045311611100344464,159464.0,160332.0,0.005443234836702955
NY-513,97804.0,97580.0,-0.002290294875465216,745.5126272954071,1126.6444148391063,10149.0,0.03881575424720614,261861.0,261000.0,-0.0032880039410221455
NY-514,50698.0,45836.0,-0.09590121898299736,662.0,979.0,2902.0,0.02202689983908674,134599.0,125544.0,-0.06727390248070193
NY-516,32413.0,32733.0,0.009872581988708235,758.0,1124.0,1802.0,0.02210907306300227,82054.0,78493.0,-0.04339824993297097
NY-518,126737.34214418326,122315.52056389439,-0.03488965055980399,731.3634451699986,1115.5041262361956,8333.496711664935,0.027050308405334223,310485.1156266717,299391.9940054753,-0.035728352384321045
NY-519,34413.0,35102.0,0.020021503501583705,731.5226513236277,1072.16773972993,4419.0,0.04019867368938133,112003.0,108509.0,-0.031195592975188164
NY-520,32675.0,31604.0,-0.03277735271614384,719.6983932670237,1139.9795279078598,2637.0,0.029429161319122817,91007.0,83669.0,-0.08063116024042107
NY-522,82463.0,81374.0,-0.013205922656221579,721.9751767459345,1082.2451151473444,11531.0,0.04493729589013336,256133.0,248873.0,-0.02834464906903835
NY-523,132998.0,142473.0,0.07124167280710988,787.0887607332442,1219.6790549788382,16354.0,0.04580926717497381,353475.0,369412.0,0.045086639790649974
NY-600,3751725.0,4485358.0,0.19554551572943113,1547.512849156055,2197.845637070664,317495.0,0.03752026273815254,8199221.0,8483844.0,0.03471341972609349
NY-601,109883.0,109139.0,-0.0067708380732233375,949.0,1311.0,10975.0,0.03708960646153326,297291.0,298220.0,0.0031248843725508
NY-602,130605.0,153069.0,0.17199954059951764,793.0,1172.0,15933.0,0.042347744270974534,372951.0,406616.0,0.09026654976122869
NY-603,1207913.0,1289207.0,0.06730120463973813,1039.1579170023006,1439.4542451289824,85851.0,0.030071129564952708,2831072.0,2919737.0,0.03131852527947011
NY-604,405655.86923587637,423523.4819531627,0.04404623246532363,1273.3115981950841,1756.9854749229917,36615.93143408981,0.03765196284369698,953491.6266900048,1002889.4002595365,0.0518072442240666
NY-606,114653.0,133567.0,0.16496733622321266,1018.0,1235.0,9004.0,0.027907092071088078,312011.0,341883.0,0.0957402142873168
NY-607,24947.0,30290.0,0.21417404898384576,705.0,1082.0,3808.0,0.0502255401092089,77340.0,79721.0,0.03078613912593742
NY-608,57120.0,58282.0,0.02034313725490196,739.0,1126.0,7283.0,0.04034791280019944,182516.0,182601.0,0.0004657125950601591
OH-500,491021.8278151294,517042.24913472444,0.05299239228401827,1043.4455994831465,1416.2756821022501,27953.597234101806,0.03452962647840886,804875.6590366599,834543.0639558013,0.0368596125203361
OH-501,201188.0,196306.0,-0.02426586078692566,825.0,1153.0,11927.0,0.027431002759889606,441198.0,428018.0,-0.029873208854074587
OH-502,700914.0,703712.0,0.003991930536413882,970.0,1376.0,32137.0,0.02553169514820729,1278024.0,1245873.0,-0.025156804567050384
OH-503,685072.9861855928,788472.3535866626,0.15093189993782333,945.0853515700267,1344.940389077046,51881.93350485547,0.040781495814593755,1205767.667571507,1378225.7179284906,0.14302759560996126
OH-504,97588.0,93641.0,-0.040445546583596344,677.0,956.0,7365.0,0.0316074072484604,238352.0,226491.0,-0.04976253608109015
OH-505,244498.83311129513,249914.49767760054,0.022150063038706667,819.9486562048501,1144.7895450470432,21532.878281064342,0.04010922534360116,539554.4236038598,540703.8149641738,0.002130260285212419
OH-506,255904.0,261763.0,0.022895304489183445,852.0,1168.0,19167.0,0.035404490812232625,541788.0,537864.0,-0.007242685330793594
OH-507,2131310.3528879825,2327141.8996010125,0.09188316776469133,740.8011469203027,1057.2117859450298,260801.59097997838,0.04257513183109634,6108408.249787973,6244861.403151534,0.022338577872279036
OH-508,154052.0,156051.0,0.012976137927453068,721.0,1013.0,11350.0,0.030285888110320684,375593.0,373713.0,-0.0050054180988463575
OK-500,105225.8327081166,107732.08846953935,0.023817875296599296,721.7138426372668,958.3332845457821,16769.27639404161,0.05336489028711235,309298.3828149168,313749.88287419395,0.014392251323023996
OK-501,343272.569477629,373831.29504375,0.08902175205150657,890.9008394470184,1167.2880340568067,31994.044922277633,0.04683229588630169,654645.9892992629,737705.326242832,0.12687672161938449
OK-502,309713.98380159156,355209.5628994854,0.14689546316074364,875.1480537926344,1183.910181546009,34063.35339730509,0.0548029129840918,583675.0684953935,672611.7479049149,0.1523736136936322
OK-503,266844.4330214297,292172.14221938094,0.09491563646717424,811.9975169782095,1099.3457598649888,37528.67891107773,0.05674788100682682,629084.9512531147,698407.8856108936,0.11019645950787738
OK-504,54731.58317697875,67792.29488113374,0.23863208308669212,677.0,957.0,12777.967691617194,0.0638441898623344,188900.98025149194,220928.36648419176,0.16954589748587007
OK-505,118824.59781425443,129394.61648671067,0.08895480285133553,683.925189898816,960.2629206620956,25995.678683680755,0.05895848107612749,435438.62788582034,448614.79088297405,0.03025951799712341
OK-506,125934.0,126451.0,0.004105325011513968,701.6995172074261,948.3796964832228,24529.0,0.060054891380192585,403308.0,403800.0,0.0012199113332738254
OK-507,183860.92720905214,192226.3377986824,0.04549857719426529,655.4028139154019,924.480304131724,25615.270143147678,0.04734695375176092,539787.5008205668,528918.1235404512,-0.02013640046053744
OR-500,136790.0,157194.0,0.14916295050807807,724.0,1083.0,13181.0,0.03658614439605521,351794.0,384207.0,0.0921363070433265
OR-501,441155.0,507231.0,0.14977955593838901,955.0,1492.0,39979.0,0.05137414497431871,737110.0,801477.0,0.08732346596844433
OR-502,76012.0,91044.0,0.19775824869757408,692.0,1074.0,8285.0,0.03928104079349125,203613.0,222645.0,0.09347143846414521
OR-503,71997.0,106535.0,0.47971443254580054,708.311929663736,1205.078659595438,15272.0,0.07121407121407121,201732.0,257814.0,0.2780024983641663
OR-505,507011.0,606689.0,0.19659928482813982,685.8861050351965,1047.0709391467458,70449.0,0.048273305476716794,1433355.0,1560228.0,0.08851470849859246
OR-506,249733.0,308922.0,0.23700912574629704,1134.0,1677.0,28569.0,0.05064635305129696,531818.0,603947.0,0.13562722585546183
OR-507,139548.0,173221.0,0.24130048442113108,853.0,1303.0,22551.0,0.057095909278496684,377206.0,423975.0,0.12398795353202229
PA-500,630123.0,701541.0,0.11333977651982233,1120.0,1551.0,51303.0,0.03288784554257926,1525811.0,1579706.0,0.03532219914524145
PA-501,174644.0,187808.0,0.07537619385721811,927.0,1272.0,13110.0,0.04820526397070179,267891.0,289593.0,0.08101056026518248
PA-502,210433.0,218962.0,0.04053071523952992,1017.0,1370.0,20856.0,0.03708946570967214,558874.0,579222.0,0.03640892222576109
PA-503,138837.0,144397.0,0.04004696154483315,728.0,1041.0,10861.0,0.03405588287861732,320555.0,327675.0,0.022211476969630797
PA-504,465791.0,503436.0,0.08081950917900947,1192.0,1635.0,35647.0,0.04369168844285161,799886.0,867573.0,0.0846208084652063
PA-505,235869.0,251034.0,0.06429416328555257,1206.0,1641.0,20743.0,0.040511456404727864,499548.0,547840.0,0.09667139093740741
PA-506,163753.0,171179.0,0.04534878750312971,840.0,1181.0,13309.0,0.03213981265259106,411094.0,433015.0,0.053323570764837236
PA-508,96548.0,96887.0,0.0035112068608360606,707.0,997.0,6839.0,0.0321070767959588,214353.0,216146.0,0.0083647068153933
PA-509,1181102.0,1230587.0,0.041897312848509276,768.8855805849114,1090.6254868611484,120732.0,0.03888961722723845,3091517.0,3145572.0,0.017484943475969888
PA-510,219649.0,249580.0,0.1362674084562188,774.0,1114.0,15143.0,0.02840501960195832,519913.0,557931.0,0.07312377263119021
PA-511,247494.0,269183.0,0.08763444770378272,899.0,1210.0,22831.0,0.03645843313851362,625485.0,647461.0,0.035134335755453765
PA-512,170724.0,181934.0,0.0656615355778918,813.0,1149.0,16992.0,0.03856524225835444,434579.0,462924.0,0.06522404442000189
PA-600,683175.0,663612.0,-0.028635415523109012,1019.0,1458.0,32390.0,0.02632562827140024,1224772.0,1238177.0,0.010944894233375682
PA-601,652175.0,616809.0,-0.05422777628703952,768.6462958561735,1079.90477927527,51323.0,0.02961980139964426,1754516.0,1690428.0,-0.036527452585214386
PA-603,54695.0,48262.0,-0.11761586982356706,746.0,1092.0,5575.0,0.03294819893029166,170614.0,166324.0,-0.025144478178812994
PA-605,124910.0,118403.0,-0.0520935073252742,744.0,988.0,5167.0,0.018510889074383897,280181.0,269052.0,-0.03972075194249432
PR-502,,,,,,,,,,
PR-503,,,,,,,,,,
RI-500,441501.0,474025.0,0.07366687731171617,890.0133068781271,1243.9232234586784,40854.0,0.03874286267023616,1052471.0,1101801.0,0.04687065011767545
SC-500,363555.0,474112.0,0.3040997923285335,761.0991706894417,1169.265648201269,85587.0,0.08654304097363576,915917.0,1118759.0,0.22146329853032534
SC-501,547454.0,672397.0,0.2282255678102635,761.4643860488735,1075.9904669414052,88875.0,0.06058245041441464,1420261.0,1624068.0,0.14349968069249244
SC-502,543085.0,642781.0,0.1835734737656168,768.6746273603579,1096.627201177384,88807.0,0.05994879102675139,1422202.0,1597452.0,0.12322440834705618
SC-503,298438.0,344739.0,0.15514445211400693,625.4356784323712,922.1691975668549,52382.0,0.05837982662811977,871971.0,955946.0,0.09630480830211097
SD-500,394462.0,450155.0,0.14118723730042437,700.2795072782676,1074.231404738368,49976.0,0.058722202247085395,802188.0,907428.0,0.13119119208963484
TN-500,276016.0,322421.0,0.16812431163410818,788.7630789519449,1160.2248426746396,37663.0,0.0554094988973417,658824.0,726274.0,0.10237939115757774
TN-501,470322.0,486615.0,0.03464222383813643,975.0,1349.0,25559.0,0.02727777244154153,929437.0,919173.0,-0.011043244458742227
TN-502,218907.0,257201.0,0.17493273399206055,813.0,1203.0,24535.0,0.054745584205781815,433207.0,494148.0,0.14067408883051288
TN-503,344185.0,475188.0,0.38061798160872784,782.1140375088978,1213.7657895401398,92683.0,0.0824593588520833,1063073.0,1321941.0,0.24350914753737513
TN-504,430155.0,549305.0,0.2769931768781021,1000.0,1512.0,44251.0,0.06625541822319711,629113.0,715388.0,0.1371375253730252
TN-506,155697.66666666666,205559.8491969122,0.32025003070210134,694.4274651942975,999.7821666484475,39614.38857746824,0.07033992130022682,547283.5418719212,626457.493932016,0.14466715331743632
TN-507,202292.0,223674.0,0.10569869297846678,666.3616405987384,977.6005212943838,32310.0,0.04820790723073847,673560.0,672218.0,-0.001992398598491597
TN-509,181261.0,193696.0,0.0686027330755099,743.8518545081401,1042.8811539732365,28337.0,0.05589802363588662,505771.0,525993.0,0.0399825217341445
TN-510,102777.0,144317.0,0.40417603160240134,831.0,1162.0,22725.0,0.07828405485567831,263815.0,360646.0,0.36704129787919565
TN-512,216070.33333333334,267073.1508030878,0.23604729387385184,717.3680144274009,1051.9187636390998,43306.61142253176,0.06555370257169202,649142.4581280788,704144.506067984,0.08473031959504494
TX-500,755143.4560968821,931778.1903158581,0.23390884578666654,844.1086001922005,1216.890917754539,86322.48225886379,0.0457773721716707,1744087.9906118265,2101003.235688636,0.20464291193909523
TX-503,624701.3221624112,937593.8667193892,0.5008674280917106,1044.7850547451753,1738.9430709987846,89493.84758233986,0.07324376593966743,1098868.2063882565,1431047.2891204786,0.3022920135473054
TX-600,1842094.067992478,2465149.653183567,0.338232230382294,1130.5062701179118,1630.605437868509,234957.34197725522,0.06481946624782614,3369543.508165734,4069619.6393387415,0.20776586783237755
TX-601,800176.7733146291,1025068.0122666432,0.2810519455850126,924.6914829466978,1323.2443580623662,123554.59443847329,0.06007530378762932,1918479.4176656771,2321362.6614518184,0.21000133755740377
TX-603,276590.0,325804.0,0.17793123395639757,668.0,932.0,29401.0,0.03527025211374389,801115.0,870779.0,0.0869588011708681
TX-604,132013.0,152555.0,0.15560588729897812,740.2963193018869,1092.6951591229392,17526.0,0.04915205276988616,348556.0,381705.0,0.09510379967637912
TX-607,3398331.62546165,4106063.269227001,0.2082585579531863,769.6249943153523,1094.7230213448831,691160.6052842066,0.06579896369143007,9967783.978254616,11704488.648713086,0.17423177250301636
TX-611,84824.62232695351,91061.47566956216,0.07352644988584706,759.3406843878878,1077.0681951095441,12266.41368094015,0.06508900582066982,183045.6651356016,194203.11952246318,0.060954485748657646
TX-624,117485.0,118685.0,0.010214069881261438,727.287228156786,997.814171967814,21103.0,0.06400686686947792,327562.0,341309.0,0.041967627502579666
TX-700,2393858.1326449965,2883501.5326179797,0.204541527877415,1211.0442514841523,1568.8080478061809,276399.71477792115,0.04910417037280144,5140340.233778288,6407753.406164778,0.24656211743690518
TX-701,118524.0,155018.0,0.3079038844453444,737.4668759069893,1025.798384703712,20500.0,0.06285875484472354,309515.0,365153.0,0.17975865466940213
UT-500,591013.6058648261,790540.078213043,0.3376004720843122,892.5879267798454,1417.128821831861,44567.5479166999,0.040601696051479536,1036949.676769879,1202973.3845424396,0.16010777715822058
UT-503,420056.0,569168.0,0.3549812405964919,685.4317781438665,1003.7199860146741,80396.0,0.0656386039509221,1157177.0,1410796.0,0.2191704466991653
UT-504,204914.3941351739,331093.92178695695,0.615767028882058,733.4712599217801,1161.386920894635,41610.4520833001,0.06647865402286562,572106.323230121,778561.6154575603,0.36086874737162405
