coc_number,coc_name,total_population,overall_homeless,unsheltered_homeless,family_homeless,homeless_per_10k,unsheltered_per_10k,rent_coc,income_coc,saiz_elasticity,wrluri_coc
OK-500,North Central Oklahoma CoC,314238.0,267.0,87.0,49.0,8.496744505756784,2.7686021423252436,889.092565034805,59233.667922006156,3.535891763909872,1.6797293424606323
OK-501,Tulsa City & County CoC,683162.0,1389.0,534.0,228.0,20.331927127094307,7.816594014304075,1099.5457762830335,69324.00104380348,3.3535187244415283,0.347470223903656
OK-502,Oklahoma City CoC,621561.0,1838.0,433.0,316.0,29.57070987401076,6.966331542680445,1140.4737401417283,70151.3253964652,3.2940452098846436,-0.05750923976302147
OK-503,Oklahoma Balance of State CoC,661323.0,148.0,69.0,33.0,2.2379381935907268,1.0433630767416224,1017.6783225963602,68685.55527272414,3.2940452098846436,-0.16878964440785113
OK-504,Norman/Cleveland County CoC,200143.0,240.0,91.0,46.0,11.991426130316823,4.546749074411796,1167.0,77068.0,3.2940452098846436,
OK-505,Northeast Oklahoma CoC,440915.0,293.0,217.0,61.0,6.645271764399034,4.92158352516925,913.3522781042143,63632.72446634706,3.3541842184615565,-0.715610682964325
OK-506,Southwest Oklahoma Regional CoC,408443.0,474.0,351.0,52.0,11.605046481393977,8.593610369133513,889.7137914809311,63996.23984893512,3.2940452098846436,0.13280988052172749
OK-507,Southeastern Oklahoma Regional CoC,541012.0,818.0,434.0,275.0,15.119812499537902,8.022003208801284,832.4337867450042,54773.784914910386,3.3540269187289984,-0.8372696316058817
OR-500,"Eugene, Springfield/Lane County CoC",360273.0,3085.0,2096.0,425.0,85.62950873365475,58.17810382682022,1355.0,71544.0,1.2243577241897583,0.09612616896629333
OR-501,"Portland, Gresham/Multnomah County CoC",778193.0,7384.0,3944.0,1425.0,94.88648702828218,50.68151473991671,1646.0,88766.0,1.0669581890106201,-0.2513214647769928
OR-502,"Medford, Ashland/Jackson County CoC",210916.0,1163.0,556.0,219.0,55.14043505471373,26.36120540878833,1358.0,73999.0,1.3868299722671509,0.2710484564304352
OR-503,Central Oregon CoC,214452.0,1799.0,1244.0,365.0,83.8882360621491,58.0083188778841,1652.9291349577602,90045.16534012894,,-0.24191299080848694
OR-504,"Salem/Marion, Polk Counties CoC",,1755.0,878.0,172.0,,,,,,
OR-505,Oregon Balance of State CoC,1459378.0,6462.0,5065.0,964.0,44.2791380985598,34.70656677022677,1241.4958909851637,72624.40064913589,1.6715329165898545,0.4113656573205597
OR-506,"Hillsboro, Beaverton/Washington County CoC",564088.0,874.0,230.0,299.0,15.494036391485016,4.077377997759215,1849.0,107772.0,1.0669581890106201,1.0826443433761597
OR-507,Clackamas County CoC,394967.0,353.0,178.0,83.0,8.937455534259824,4.506705623507787,1758.0,103517.0,1.0669581890106201,0.13340763747692108
PA-500,Philadelphia CoC,1559938.0,5191.0,976.0,1469.0,33.276963571629125,6.256658918495479,1397.0,61953.0,1.6450508832931519,
PA-501,Harrisburg/Dauphin County CoC,271962.0,382.0,56.0,110.0,14.046079967054222,2.0591111993587337,1217.0,76242.0,1.629293441772461,0.21455565094947815
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",562316.0,575.0,107.0,354.0,10.225567118844207,1.9028446638544874,1372.0,89546.0,1.6450508832931519,0.40444043278694153
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",318917.0,167.0,7.0,62.0,5.236472185552981,0.21949284610102313,1004.0,63691.0,1.6165924072265625,0.17031610012054443
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",815876.0,467.0,101.0,129.0,5.723909025391114,1.2379332153415468,1683.0,113915.0,1.6450508832931519,0.6862558126449585
PA-505,Chester County CoC,512028.0,213.0,19.0,101.0,4.1599287538962715,0.3710734569203247,1763.0,127208.0,1.6450508832931519,0.12230070680379868
PA-506,Reading/Berks County CoC,414097.0,761.0,232.0,187.0,18.377336710963856,5.602552059058627,1181.0,79777.0,2.0302741527557373,0.29787540435791016
PA-508,Scranton/Lackawanna County CoC,213006.0,182.0,49.0,68.0,8.544360252762834,2.3004046834361476,1007.0,66223.0,1.6165924072265625,0.5428595542907715
PA-509,Eastern Pennsylvania CoC,3104479.0,2262.0,492.0,833.0,7.286246742206986,1.5848069837161083,1102.43501181979,74770.36923968041,1.8894698840245376,0.2505946179637568
PA-510,Lancaster City & County CoC,533110.0,597.0,122.0,210.0,11.198439346476338,2.288458291909737,1357.0,86959.0,2.2425003051757812,0.04024063050746918
PA-511,"Bristol, Bensalem/Bucks County CoC",626220.0,407.0,91.0,167.0,6.499313340359619,1.453163424994411,1605.0,114764.0,1.6450508832931519,0.546080470085144
PA-512,York City & County CoC,440604.0,391.0,76.0,137.0,8.874181804976805,1.7249049032691486,1193.0,84829.0,1.9949544668197632,0.18059982359409332
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",1230360.0,1164.0,169.0,329.0,9.460645664683506,1.3735817159205437,1153.0,78548.0,1.2049909830093384,-0.041104257106781006
PA-601,Western Pennsylvania CoC,1732726.0,774.0,49.0,253.0,4.466949765860269,0.2827913934459343,861.9207839671374,69433.30127163061,1.2049909830093384,-0.4462902084896366
PA-603,Beaver County CoC,169205.0,101.0,13.0,39.0,5.96909074790934,0.7682988091368459,890.0,71089.0,1.2049909830093384,-0.057333823293447495
PA-605,Erie City & County CoC,279133.0,454.0,76.0,116.0,16.264648035166033,2.722716411173168,904.0,63354.0,1.6713277101516724,0.6321045756340027
PR-502,Puerto Rico Balance of Commonwealth CoC,,1067.0,676.0,135.0,,,,,,
PR-503,South-Southeast Puerto Rico CoC,,1029.0,889.0,34.0,,,,,,
RI-500,Rhode Island Statewide CoC,1054491.0,2442.0,534.0,877.0,23.158092387701746,5.064054600750505,1356.8178001290614,88038.83522342057,1.6055467128753662,0.5918544634940158
SC-500,Charleston/Low Country CoC,988953.0,476.0,285.0,97.0,4.813171101154453,2.8818356382962587,1565.4628074500406,83039.43971936763,1.1964433193206787,-0.11636793422450246
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",1467009.0,1669.0,615.0,344.0,11.376889984996684,4.192203319816034,1068.187480450326,67051.46543001894,2.7360162679254447,-0.7116345486226341
SC-502,Columbia/Midlands CoC,1481381.0,1423.0,379.0,264.0,9.605901520270614,2.5584235250755882,1147.0688364971218,70958.46892864387,2.8884557995594173,-0.07933211731446028
SC-503,"Myrtle Beach, Sumter City & County CoC",897262.0,1025.0,567.0,185.0,11.423642146886863,6.319224485155953,1052.0895510834293,58761.48164436066,2.458019385824908,0.34243793130502903
SD-500,South Dakota Statewide CoC,851058.0,1338.0,227.0,294.0,15.721607693012698,2.667268270787655,941.2014308573242,74625.29403875569,4.397248880374037,0.02550309895585582
TN-500,Chattanooga/Southeast Tennessee CoC,679721.0,975.0,680.0,163.0,14.344120602423642,10.004104625280078,1075.934640369888,69261.18810531562,2.1130125522613525,0.24527796415800904
TN-501,Memphis/Shelby County CoC,936990.0,784.0,158.0,284.0,8.367218433494488,1.6862506536889401,1232.0,63767.0,1.7646465301513672,1.0121443271636963
TN-502,Knoxville/Knox County CoC,448164.0,899.0,314.0,58.0,20.05962103158665,7.0063637418445035,1261.0,74222.0,1.4200676679611206,
TN-503,Central Tennessee CoC,1123984.0,276.0,95.0,53.0,2.455550968697063,0.8452077609645688,1326.4268791118513,87354.05816749764,2.2373788356781006,0.6421233382186691
TN-504,Nashville-Davidson County CoC,667885.0,2094.0,725.0,302.0,31.352702935385583,10.855162191095772,1582.0,77853.0,2.2373788356781006,0.1047571673989296
TN-506,Upper Cumberland CoC,563185.0,594.0,322.0,127.0,10.547155907916581,5.717481822136598,991.2297430414652,67601.05102342147,2.0336984623806025,-0.5065626786217434
TN-507,Jackson/West Tennessee CoC,670222.0,819.0,765.0,179.0,12.219831637875211,11.41412845296036,861.3551972723135,59135.780486389835,3.8569086109935515,0.5426753716382697
TN-509,Appalachian Regional CoC,506941.0,688.0,415.0,125.0,13.571599061823763,8.18635699223381,855.1099216149264,57617.22111320873,1.3518707752227783,-0.1626314113047761
TN-510,Murfreesboro/Rutherford County CoC,290289.0,367.0,270.0,39.0,12.642573435438477,9.301075824437026,1502.0,85470.0,2.2373788356781006,0.5040128231048584
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",660628.0,784.0,604.0,310.0,11.867495776745763,9.14281562392148,943.5759642200765,64586.39074620032,1.4200676679611204,0.01297904597525244
TX-500,San Antonio/Bexar County CoC,1885702.0,3398.0,914.0,996.0,18.019814371517874,4.847001275917403,1356.6115830399704,72661.98438418876,2.982037544250488,0.0513886357167522
TX-503,Austin/Travis County CoC,1221863.0,2975.0,1266.0,841.0,24.348065208619953,10.361227077012726,1747.6712127364383,100439.07027280166,3.002908945083618,-0.011327734127668982
TX-600,"Dallas City & County, Irving CoC",3624796.0,3718.0,1086.0,805.0,10.257128952912108,2.996030673174435,1659.7955881070943,91615.72570796793,2.175319910049438,0.029920692608370707
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2056662.0,2463.0,967.0,422.0,11.975715990279394,4.701793488672422,1542.0771952216878,85759.94218415636,2.1753199100494385,0.21018891982784996
TX-603,El Paso City & County CoC,833592.0,913.0,189.0,288.0,10.952600312862886,2.26729623124982,1079.0,59806.0,2.3477885723114014,0.25620269775390625
TX-604,Waco/McLennan County CoC,356567.0,229.0,56.0,93.0,6.422355405856403,1.5705323263229631,1086.331192936954,65422.50146841147,,0.033570022109025204
TX-607,Texas Balance of State CoC,10504126.0,10081.0,6368.0,2024.0,9.597181145770719,6.062379678233106,1229.6343637840591,75693.86846380346,2.9555321279619697,0.19059566036791512
TX-611,Amarillo CoC,188456.0,540.0,263.0,70.0,28.653903298382644,13.955512161990066,1091.898640746456,67708.10058414025,3.4720654487609863,
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",329699.0,272.0,71.0,55.0,8.249949196084915,2.153479385742753,1035.6010506608382,70775.99813072612,3.302910904296206,-0.5936225954336352
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",5628844.0,3280.0,1107.0,738.0,5.827128980657485,1.966656030971901,1471.6222548396804,82857.47244980677,2.3022217750549316,-0.2684108598914239
TX-701,"Bryan, College Station/Brazos Valley CoC",326128.0,118.0,52.0,7.0,3.61821125447677,1.594465976549085,1116.026662796143,62012.87037762253,,-0.8420353621429778
UT-500,Salt Lake City & County CoC,1097677.0,2404.0,413.0,567.0,21.900795953636635,3.7624911517686894,1591.7265362510166,97511.0351829514,0.7478417931857584,0.6100397592750297
UT-503,Utah Balance of State CoC,1224828.0,1260.0,499.0,323.0,10.287158686770715,4.074041416427449,1347.5170549108448,90747.9204108886,0.8099313419011446,0.42661865253215564
UT-504,Provo/Mountainland CoC,625922.0,205.0,96.0,56.0,3.275168471470886,1.5337374305424638,1587.2176625273937,103534.6542307441,1.217323899269104,0.8999458985981978
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",1050134.0,681.0,206.0,152.0,6.4848866906509075,1.961654417436251,1533.9138124286367,92616.28416530778,2.599609136581421,-0.7703885436058044
VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",628710.0,670.0,123.0,170.0,10.65674158196943,1.956386887436179,1447.8360840526873,83371.01911963671,,-0.18410542607307434
VA-502,"Roanoke City & County, Salem CoC",278230.0,401.0,76.0,109.0,14.41253639075585,2.7315530316644505,1070.905148094652,69358.61767506553,2.026448965072632,0.4156818985939026
VA-503,Virginia Beach CoC,449733.0,311.0,83.0,76.0,6.915214138166424,1.8455394645267302,1714.0,92968.0,,1.5835198163986206
VA-504,Charlottesville CoC,244137.0,125.0,19.0,14.0,5.120076022888788,0.7782515554790957,1470.3768722925297,92881.23867355239,3.4359302520751953,
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",484270.0,412.0,50.0,117.0,8.507650690730378,1.0324818799430069,1477.8545461423896,83319.82789888258,,0.0310222078114748
VA-507,Portsmouth CoC,96071.0,123.0,52.0,45.0,12.803031091588512,5.412663550915469,1300.0,60491.0,,
VA-508,Lynchburg CoC,258062.0,147.0,73.0,26.0,5.696305538979005,2.8287775805814106,959.898657305969,67701.89420314028,2.895918607711792,-0.31216299533843994
VA-513,"Harrisonburg, Winchester/Western Virginia CoC",359806.0,373.0,98.0,96.0,10.366697609267217,2.7236899884937995,1234.7028304335188,80029.94241030645,1.6058274507522583,0.036904157896243454
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",351482.0,213.0,14.0,98.0,6.0600542844299286,0.3983134271456291,1802.5238283835001,119331.92795084926,1.6058274507522583,
VA-521,Virginia Balance of State CoC,1698956.0,1329.0,434.0,488.0,7.822450964003777,2.5545099461080807,998.0373270746477,66953.15606124605,2.1679517125010577,0.011932471987172382
VA-600,Arlington County CoC,226092.0,243.0,31.0,74.0,10.747837163632504,1.371123259558056,2322.0,142114.0,1.6058274507522583,
VA-601,Fairfax County CoC,1170104.0,1278.0,86.0,694.0,10.922106069204105,0.73497740371796,2274.281481643655,153059.860940759,1.6058274507522583,0.29573572630169315
VA-602,Loudoun County CoC,362435.0,303.0,129.0,92.0,8.360119745609557,3.5592589015961487,2386.0,181765.0,1.6058274507522583,0.9086600542068481
VA-603,Alexandria CoC,151473.0,187.0,18.0,84.0,12.345434499877866,1.1883305935711315,2089.0,119681.0,1.6058274507522583,1.028225064277649
VA-604,Prince William County CoC,500606.0,345.0,89.0,141.0,6.891647323443986,1.7778452515551153,2052.421139734696,129144.86561658166,1.6058274507522583,0.13736741444575296
VI-500,Virgin Islands CoC,,279.0,205.0,30.0,,,,,,
VT-500,Vermont Balance of State CoC,465739.0,2647.0,80.0,1037.0,56.834407253848184,1.717700257010901,1094.4493681758381,76989.7751975498,1.5618443489074707,-0.07113438261267542
VT-501,Burlington/Chittenden County CoC,160510.0,811.0,87.0,268.0,50.52644695034577,5.420223039062987,1646.0,96759.0,1.5618443489074707,0.18446792662143707
WA-500,Seattle/King County CoC,2085371.0,16868.0,9810.0,3701.0,80.88728576354039,47.0419891712314,2091.1892755555236,124674.61656307413,0.8818611502647399,0.5251118421350133
WA-501,Washington Balance of State CoC,2209995.0,7505.0,3459.0,1967.0,33.95935284921459,15.651619121310228,1388.838037781641,83873.27163875964,1.6143166426697466,-0.1645941978766825
WA-502,Spokane City & County CoC,485859.0,1993.0,443.0,348.0,41.02013135498159,9.117871645889034,1283.0,78582.0,1.644107699394226,-0.9651435017585754
WA-503,"Tacoma, Lakewood/Pierce County CoC",827075.0,2661.0,1216.0,483.0,32.17362391560621,14.702415137684007,1806.0,99564.0,0.88186115026474,0.7611771225929261
WA-504,Everett/Snohomish County CoC,758649.0,1161.0,625.0,263.0,15.303519809556198,8.238328924179694,1949.0,111246.0,0.88186115026474,0.6631317734718323
WA-507,Yakima City & County CoC,,,,,,,1109.0,70656.0,,0.10080479830503464
WA-508,Vancouver/Clark County CoC,458516.0,1366.0,669.0,472.0,29.791762991913043,14.590548639524028,1739.4075011562213,97203.00103650634,1.0669581890106201,1.1921963934842872
WI-500,Wisconsin Balance of State CoC,4087801.0,3201.0,341.0,1375.0,7.83061602069181,0.8341893355376155,1020.0582791551643,80119.37332549454,1.8659237368776482,0.05299622838896136
WI-501,Milwaukee City & County CoC,955306.0,885.0,61.0,245.0,9.264047331430977,0.6385388556127565,1101.0,64435.0,1.0286415815353394,-0.3384857177734375
WI-502,Racine City & County CoC,194873.0,227.0,19.0,76.0,11.648612173056298,0.974993970432025,1080.0,78096.0,1.7746771574020386,-0.18234296143054962
WI-503,Madison/Dane County CoC,516818.0,736.0,89.0,217.0,14.2409900583958,1.7220762434744918,1398.0,89975.0,2.2471561431884766,0.6703099012374878
WV-500,"Wheeling, Weirton Area CoC",145047.0,129.0,42.0,9.0,8.893668948685598,2.895613146083683,771.989135318685,57993.107939688125,3.1188864707946777,-1.834601879119873
WV-501,"Huntington/Cabell, Wayne Counties CoC",137860.0,278.0,70.0,41.0,20.16538517336428,5.077614971710431,920.6676470363552,56720.04339090777,1.810302972793579,
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",279057.0,335.0,142.0,28.0,12.004715882418287,5.088566135234021,902.882502142245,64125.71119870513,1.6237703479776653,-0.7050423622131348
WV-508,West Virginia Balance of State CoC,1284128.0,1037.0,534.0,109.0,8.075518951381794,4.158463953749159,864.9337925314658,60553.15036016952,2.322631951052586,-0.021488626095388614
WY-500,Wyoming Statewide CoC,583029.0,501.0,89.0,102.0,8.593054547886984,1.5265106881475878,1010.2087562264229,76890.41852379047,4.538107395172119,-0.5772250610436744
