cycle_or_week,period_label,year,geography,geo_type,eviction_risk_share,behind_on_rent_share
wk48,2022 Week 48,2022,Miami Metro Area,metro,0.396805,0.237422
wk48,2022 Week 48,2022,NC,state,0.345227,0.144107
wk48,2022 Week 48,2022,ND,state,,0.050551
wk48,2022 Week 48,2022,NE,state,0.51207,0.117077
wk48,2022 Week 48,2022,NH,state,0.532633,0.132037
wk48,2022 Week 48,2022,NJ,state,0.346224,0.229823
wk48,2022 Week 48,2022,NM,state,0.447719,0.084968
wk48,2022 Week 48,2022,NV,state,0.397022,0.135717
wk48,2022 Week 48,2022,NY,state,0.290392,0.186334
wk48,2022 Week 48,2022,New York Metro Area,metro,0.224887,0.180063
wk48,2022 Week 48,2022,OH,state,0.626852,0.133067
wk48,2022 Week 48,2022,OK,state,0.143538,0.107607
wk48,2022 Week 48,2022,OR,state,0.512795,0.069393
wk48,2022 Week 48,2022,PA,state,0.624897,0.164184
wk48,2022 Week 48,2022,Philadelphia Metro Area,metro,0.390714,0.197538
wk48,2022 Week 48,2022,Phoenix Metro Area,metro,0.538271,0.05649
wk48,2022 Week 48,2022,RI,state,0.400682,0.098356
wk48,2022 Week 48,2022,Riverside Metro Area,metro,0.634133,0.113543
wk48,2022 Week 48,2022,SC,state,0.362645,0.193367
wk48,2022 Week 48,2022,SD,state,0.142422,0.244323
wk48,2022 Week 48,2022,San Francisco Metro Area,metro,0.173323,0.125866
wk48,2022 Week 48,2022,Seattle Metro Area,metro,0.463472,0.14746
wk48,2022 Week 48,2022,TN,state,0.488395,0.106271
wk48,2022 Week 48,2022,TX,state,0.670501,0.139584
wk48,2022 Week 48,2022,US,US,0.4479,0.138956
wk48,2022 Week 48,2022,UT,state,0.178815,0.083977
wk48,2022 Week 48,2022,VA,state,0.712709,0.046985
wk48,2022 Week 48,2022,VT,state,,0.060205
wk48,2022 Week 48,2022,WA,state,0.385302,0.147417
wk48,2022 Week 48,2022,WI,state,,0.160996
wk48,2022 Week 48,2022,WV,state,,0.133032
wk48,2022 Week 48,2022,WY,state,,0.074153
wk48,2022 Week 48,2022,Washington DC Metro Area,metro,0.471666,0.093725
wk49,2022 Week 49,2022,AK,state,0.548136,0.121481
wk49,2022 Week 49,2022,AL,state,0.516845,0.121301
wk49,2022 Week 49,2022,AR,state,0.596539,0.117076
wk49,2022 Week 49,2022,AZ,state,0.525839,0.125275
wk49,2022 Week 49,2022,Atlanta Metro Area,metro,0.522897,0.19745
wk49,2022 Week 49,2022,Boston Metro Area,metro,0.589689,0.094853
wk49,2022 Week 49,2022,CA,state,0.474477,0.11762
wk49,2022 Week 49,2022,CO,state,0.695386,0.068728
wk49,2022 Week 49,2022,CT,state,0.215249,0.103025
wk49,2022 Week 49,2022,Chicago Metro Area,metro,0.410531,0.129468
wk49,2022 Week 49,2022,DC,state,0.528278,0.174341
wk49,2022 Week 49,2022,DE,state,0.60821,0.091245
wk49,2022 Week 49,2022,Dallas Metro Area,metro,0.57926,0.13003
wk49,2022 Week 49,2022,Detroit Metro Area,metro,0.32924,0.257153
wk49,2022 Week 49,2022,FL,state,0.253448,0.137005
wk49,2022 Week 49,2022,GA,state,0.577144,0.151489
wk49,2022 Week 49,2022,HI,state,0.178538,0.098846
wk49,2022 Week 49,2022,Houston Metro Area,metro,0.712091,0.116491
wk49,2022 Week 49,2022,IA,state,,0.064982
wk49,2022 Week 49,2022,ID,state,0.241952,0.050043
wk49,2022 Week 49,2022,IL,state,0.407564,0.133289
wk49,2022 Week 49,2022,IN,state,0.049954,0.139103
wk49,2022 Week 49,2022,KS,state,,0.03939
wk49,2022 Week 49,2022,KY,state,0.220859,0.089604
wk49,2022 Week 49,2022,LA,state,0.736392,0.062175
wk49,2022 Week 49,2022,Los Angeles Metro Area,metro,0.499112,0.166718
wk49,2022 Week 49,2022,MA,state,0.515063,0.123788
wk49,2022 Week 49,2022,MD,state,0.302344,0.186185
wk49,2022 Week 49,2022,ME,state,0.421053,0.0174
wk49,2022 Week 49,2022,MI,state,0.420411,0.158764
wk49,2022 Week 49,2022,MN,state,0.450405,0.189607
wk49,2022 Week 49,2022,MO,state,0.578541,0.076574
wk49,2022 Week 49,2022,MS,state,0.381179,0.14083
wk49,2022 Week 49,2022,MT,state,0.378373,0.028904
wk49,2022 Week 49,2022,Miami Metro Area,metro,0.313735,0.143486
wk49,2022 Week 49,2022,NC,state,0.357727,0.112604
wk49,2022 Week 49,2022,ND,state,,0.042717
wk49,2022 Week 49,2022,NE,state,,0.07925
wk49,2022 Week 49,2022,NH,state,,0.064665
wk49,2022 Week 49,2022,NJ,state,0.048114,0.15204
wk49,2022 Week 49,2022,NM,state,0.554631,0.13831
wk49,2022 Week 49,2022,NV,state,0.493539,0.100777
wk49,2022 Week 49,2022,NY,state,0.373348,0.158907
wk49,2022 Week 49,2022,New York Metro Area,metro,0.302511,0.173435
wk49,2022 Week 49,2022,OH,state,0.140844,0.119519
wk49,2022 Week 49,2022,OK,state,0.404777,0.095051
wk49,2022 Week 49,2022,OR,state,0.360943,0.072843
wk49,2022 Week 49,2022,PA,state,0.419639,0.137885
wk49,2022 Week 49,2022,Philadelphia Metro Area,metro,0.366597,0.150113
wk49,2022 Week 49,2022,Phoenix Metro Area,metro,0.257605,0.101828
wk49,2022 Week 49,2022,RI,state,0.49773,0.123807
wk49,2022 Week 49,2022,Riverside Metro Area,metro,0.59624,0.100629
wk49,2022 Week 49,2022,SC,state,0.536084,0.125026
wk49,2022 Week 49,2022,SD,state,,0.052994
wk49,2022 Week 49,2022,San Francisco Metro Area,metro,0.504634,0.090293
wk49,2022 Week 49,2022,Seattle Metro Area,metro,0.625342,0.104733
wk49,2022 Week 49,2022,TN,state,0.475525,0.067203
wk49,2022 Week 49,2022,TX,state,0.602023,0.083583
wk49,2022 Week 49,2022,US,US,0.410656,0.115219
wk49,2022 Week 49,2022,UT,state,,0.054838
wk49,2022 Week 49,2022,VA,state,0.268139,0.073316
wk49,2022 Week 49,2022,VT,state,,0.019657
wk49,2022 Week 49,2022,WA,state,0.588566,0.083223
wk49,2022 Week 49,2022,WI,state,0.583721,0.076166
wk49,2022 Week 49,2022,WV,state,0.276318,0.098187
wk49,2022 Week 49,2022,WY,state,0.484798,0.106071
wk49,2022 Week 49,2022,Washington DC Metro Area,metro,0.307224,0.133586
wk50,2022 Week 50,2022,AK,state,0.659782,0.14811
wk50,2022 Week 50,2022,AL,state,0.582267,0.182821
wk50,2022 Week 50,2022,AR,state,0.600156,0.187584
wk50,2022 Week 50,2022,AZ,state,0.513919,0.143593
wk50,2022 Week 50,2022,Atlanta Metro Area,metro,0.723604,0.064619
wk50,2022 Week 50,2022,Boston Metro Area,metro,0.409931,0.070404
wk50,2022 Week 50,2022,CA,state,0.413066,0.12405
wk50,2022 Week 50,2022,CO,state,0.467804,0.150417
wk50,2022 Week 50,2022,CT,state,0.475113,0.130584
wk50,2022 Week 50,2022,Chicago Metro Area,metro,0.182218,0.111154
wk50,2022 Week 50,2022,DC,state,0.381958,0.087772
wk50,2022 Week 50,2022,DE,state,0.302604,0.242891
wk50,2022 Week 50,2022,Dallas Metro Area,metro,0.071172,0.113677
wk50,2022 Week 50,2022,Detroit Metro Area,metro,0.289838,0.124975
wk50,2022 Week 50,2022,FL,state,0.379201,0.156225
wk50,2022 Week 50,2022,GA,state,0.766007,0.06686
wk50,2022 Week 50,2022,HI,state,,0.083836
wk50,2022 Week 50,2022,Houston Metro Area,metro,0.486247,0.117359
wk50,2022 Week 50,2022,IA,state,0.598122,0.058805
wk50,2022 Week 50,2022,ID,state,0.30697,0.098615
wk50,2022 Week 50,2022,IL,state,0.185793,0.10372
wk50,2022 Week 50,2022,IN,state,0.242647,0.127362
wk50,2022 Week 50,2022,KS,state,,0.110666
wk50,2022 Week 50,2022,KY,state,0.658237,0.108391
wk50,2022 Week 50,2022,LA,state,0.728516,0.15827
wk50,2022 Week 50,2022,Los Angeles Metro Area,metro,0.470481,0.160778
wk50,2022 Week 50,2022,MA,state,0.347012,0.098493
wk50,2022 Week 50,2022,MD,state,0.331365,0.163148
wk50,2022 Week 50,2022,ME,state,,0.098126
wk50,2022 Week 50,2022,MI,state,0.402338,0.105011
wk50,2022 Week 50,2022,MN,state,,0.066048
wk50,2022 Week 50,2022,MO,state,,0.126353
wk50,2022 Week 50,2022,MS,state,0.363904,0.152162
wk50,2022 Week 50,2022,MT,state,,0.170325
wk50,2022 Week 50,2022,Miami Metro Area,metro,,0.1846
wk50,2022 Week 50,2022,NC,state,,0.078406
wk50,2022 Week 50,2022,ND,state,0.427128,0.129929
wk50,2022 Week 50,2022,NE,state,0.411162,0.070056
wk50,2022 Week 50,2022,NH,state,0.676382,0.148067
wk50,2022 Week 50,2022,NJ,state,0.599347,0.190012
wk50,2022 Week 50,2022,NM,state,0.463627,0.122026
wk50,2022 Week 50,2022,NV,state,0.673459,0.091963
wk50,2022 Week 50,2022,NY,state,,0.198529
wk50,2022 Week 50,2022,New York Metro Area,metro,0.35656,0.220402
wk50,2022 Week 50,2022,OH,state,0.360071,0.101325
wk50,2022 Week 50,2022,OK,state,,0.186816
wk50,2022 Week 50,2022,OR,state,0.59931,0.182786
wk50,2022 Week 50,2022,PA,state,0.430008,0.139389
wk50,2022 Week 50,2022,Philadelphia Metro Area,metro,0.525529,0.212653
wk50,2022 Week 50,2022,Phoenix Metro Area,metro,0.637543,0.12495
wk50,2022 Week 50,2022,RI,state,,0.078392
wk50,2022 Week 50,2022,Riverside Metro Area,metro,0.467498,0.16031
wk50,2022 Week 50,2022,SC,state,0.314157,0.1434
wk50,2022 Week 50,2022,SD,state,0.168043,0.090461
wk50,2022 Week 50,2022,San Francisco Metro Area,metro,,0.059217
wk50,2022 Week 50,2022,Seattle Metro Area,metro,0.115784,0.128
wk50,2022 Week 50,2022,TN,state,0.238459,0.136808
wk50,2022 Week 50,2022,TX,state,0.35553,0.127732
wk50,2022 Week 50,2022,US,US,0.394576,0.129135
wk50,2022 Week 50,2022,UT,state,,0.037201
wk50,2022 Week 50,2022,VA,state,0.352092,0.100466
wk50,2022 Week 50,2022,VT,state,,0.119669
wk50,2022 Week 50,2022,WA,state,0.23221,0.10238
wk50,2022 Week 50,2022,WI,state,0.351868,0.05581
wk50,2022 Week 50,2022,WV,state,0.622858,0.16182
wk50,2022 Week 50,2022,WY,state,,0.052656
wk50,2022 Week 50,2022,Washington DC Metro Area,metro,0.336427,0.116508
wk51,2022 Week 51,2022,AK,state,0.471917,0.116792
wk51,2022 Week 51,2022,AL,state,0.646206,0.101827
wk51,2022 Week 51,2022,AR,state,0.494754,0.100921
wk51,2022 Week 51,2022,AZ,state,0.323168,0.091197
wk51,2022 Week 51,2022,Atlanta Metro Area,metro,0.59757,0.124673
wk51,2022 Week 51,2022,Boston Metro Area,metro,0.33433,0.064361
wk51,2022 Week 51,2022,CA,state,0.273204,0.113792
wk51,2022 Week 51,2022,CO,state,0.353661,0.06026
wk51,2022 Week 51,2022,CT,state,,0.185937
wk51,2022 Week 51,2022,Chicago Metro Area,metro,0.36867,0.193544
wk51,2022 Week 51,2022,DC,state,0.078055,0.124647
wk51,2022 Week 51,2022,DE,state,,0.069108
wk51,2022 Week 51,2022,Dallas Metro Area,metro,,0.086947
wk51,2022 Week 51,2022,Detroit Metro Area,metro,0.450471,0.109012
wk51,2022 Week 51,2022,FL,state,0.585777,0.094352
wk51,2022 Week 51,2022,GA,state,0.576456,0.115731
wk51,2022 Week 51,2022,HI,state,0.695032,0.139588
wk51,2022 Week 51,2022,Houston Metro Area,metro,0.662312,0.134498
wk51,2022 Week 51,2022,IA,state,0.477996,0.148501
wk51,2022 Week 51,2022,ID,state,0.341403,0.053388
wk51,2022 Week 51,2022,IL,state,0.224644,0.225868
wk51,2022 Week 51,2022,IN,state,0.581959,0.128106
wk51,2022 Week 51,2022,KS,state,0.414955,0.115858
wk51,2022 Week 51,2022,KY,state,,0.093373
wk51,2022 Week 51,2022,LA,state,,0.138061
wk51,2022 Week 51,2022,Los Angeles Metro Area,metro,0.326905,0.107263
wk51,2022 Week 51,2022,MA,state,0.373232,0.100211
wk51,2022 Week 51,2022,MD,state,0.379172,0.187594
wk51,2022 Week 51,2022,ME,state,,0.102733
wk51,2022 Week 51,2022,MI,state,0.454826,0.102345
wk51,2022 Week 51,2022,MN,state,0.104067,0.062949
wk51,2022 Week 51,2022,MO,state,0.234157,0.098416
wk51,2022 Week 51,2022,MS,state,0.476673,0.287179
wk51,2022 Week 51,2022,MT,state,0.504046,0.071761
wk51,2022 Week 51,2022,Miami Metro Area,metro,0.642558,0.160423
wk51,2022 Week 51,2022,NC,state,0.299313,0.092565
wk51,2022 Week 51,2022,ND,state,,0.104975
wk51,2022 Week 51,2022,NE,state,0.497717,0.056553
wk51,2022 Week 51,2022,NH,state,0.42739,0.079959
wk51,2022 Week 51,2022,NJ,state,0.379364,0.210112
wk51,2022 Week 51,2022,NM,state,0.728426,0.157824
wk51,2022 Week 51,2022,NV,state,0.677833,0.110054
wk51,2022 Week 51,2022,NY,state,0.311552,0.249382
wk51,2022 Week 51,2022,New York Metro Area,metro,,0.261884
wk51,2022 Week 51,2022,OH,state,0.589544,0.056306
wk51,2022 Week 51,2022,OK,state,0.647674,0.135337
wk51,2022 Week 51,2022,OR,state,0.691398,0.091776
wk51,2022 Week 51,2022,PA,state,0.46027,0.118494
wk51,2022 Week 51,2022,Philadelphia Metro Area,metro,0.273757,0.190706
wk51,2022 Week 51,2022,Phoenix Metro Area,metro,0.345537,0.116322
wk51,2022 Week 51,2022,RI,state,0.430999,0.139572
wk51,2022 Week 51,2022,Riverside Metro Area,metro,0.175983,0.124625
wk51,2022 Week 51,2022,SC,state,0.824689,0.145964
wk51,2022 Week 51,2022,SD,state,0.536787,0.067366
wk51,2022 Week 51,2022,San Francisco Metro Area,metro,,0.065767
wk51,2022 Week 51,2022,Seattle Metro Area,metro,,0.108842
wk51,2022 Week 51,2022,TN,state,0.542094,0.150055
wk51,2022 Week 51,2022,TX,state,0.366674,0.08963
wk51,2022 Week 51,2022,US,US,0.389342,0.127192
wk51,2022 Week 51,2022,UT,state,0.319548,0.07042
wk51,2022 Week 51,2022,VA,state,0.428261,0.092306
wk51,2022 Week 51,2022,VT,state,0.385028,0.111399
wk51,2022 Week 51,2022,WA,state,0.215801,0.131133
wk51,2022 Week 51,2022,WI,state,0.29372,0.100049
wk51,2022 Week 51,2022,WV,state,0.204446,0.109986
wk51,2022 Week 51,2022,WY,state,0.45038,0.133756
wk51,2022 Week 51,2022,Washington DC Metro Area,metro,0.524584,0.158642
wk52,2023 Week 52,2023,AK,state,0.536278,0.065537
wk52,2023 Week 52,2023,AL,state,0.363215,0.194354
wk52,2023 Week 52,2023,AR,state,,0.054799
wk52,2023 Week 52,2023,AZ,state,0.432557,0.083562
wk52,2023 Week 52,2023,Atlanta Metro Area,metro,0.136422,0.177039
wk52,2023 Week 52,2023,Boston Metro Area,metro,0.232524,0.09011
wk52,2023 Week 52,2023,CA,state,0.522452,0.09815
wk52,2023 Week 52,2023,CO,state,0.359467,0.097913
wk52,2023 Week 52,2023,CT,state,0.368933,0.095687
wk52,2023 Week 52,2023,Chicago Metro Area,metro,0.508103,0.130814
wk52,2023 Week 52,2023,DC,state,0.228939,0.187742
wk52,2023 Week 52,2023,DE,state,0.26663,0.067639
wk52,2023 Week 52,2023,Dallas Metro Area,metro,0.249075,0.137054
wk52,2023 Week 52,2023,Detroit Metro Area,metro,0.476517,0.194216
wk52,2023 Week 52,2023,FL,state,0.522147,0.222416
wk52,2023 Week 52,2023,GA,state,0.207886,0.199232
wk52,2023 Week 52,2023,HI,state,0.301779,0.063641
wk52,2023 Week 52,2023,Houston Metro Area,metro,0.254815,0.085835
wk52,2023 Week 52,2023,IA,state,0.149304,0.110216
wk52,2023 Week 52,2023,ID,state,0.548025,0.088787
wk52,2023 Week 52,2023,IL,state,0.568458,0.107017
wk52,2023 Week 52,2023,IN,state,0.307555,0.146891
wk52,2023 Week 52,2023,KS,state,0.445965,0.083363
wk52,2023 Week 52,2023,KY,state,0.448014,0.124945
wk52,2023 Week 52,2023,LA,state,0.320975,0.132291
wk52,2023 Week 52,2023,Los Angeles Metro Area,metro,0.480548,0.097274
wk52,2023 Week 52,2023,MA,state,0.177952,0.095387
wk52,2023 Week 52,2023,MD,state,0.39352,0.143759
wk52,2023 Week 52,2023,ME,state,0.701772,0.110154
wk52,2023 Week 52,2023,MI,state,0.518038,0.166531
wk52,2023 Week 52,2023,MN,state,,0.113815
wk52,2023 Week 52,2023,MO,state,0.30005,0.125562
wk52,2023 Week 52,2023,MS,state,0.526292,0.338413
wk52,2023 Week 52,2023,MT,state,0.548191,0.072472
wk52,2023 Week 52,2023,Miami Metro Area,metro,0.585342,0.197018
wk52,2023 Week 52,2023,NC,state,0.327986,0.088314
wk52,2023 Week 52,2023,ND,state,,0.10456
wk52,2023 Week 52,2023,NE,state,0.207502,0.105757
wk52,2023 Week 52,2023,NH,state,0.648764,0.090054
wk52,2023 Week 52,2023,NJ,state,0.443889,0.180188
wk52,2023 Week 52,2023,NM,state,0.491069,0.136356
wk52,2023 Week 52,2023,NV,state,0.758364,0.149805
wk52,2023 Week 52,2023,NY,state,0.371421,0.132774
wk52,2023 Week 52,2023,New York Metro Area,metro,0.377016,0.163326
wk52,2023 Week 52,2023,OH,state,0.559487,0.102634
wk52,2023 Week 52,2023,OK,state,0.326852,0.096641
wk52,2023 Week 52,2023,OR,state,0.213194,0.057144
wk52,2023 Week 52,2023,PA,state,0.453725,0.225307
wk52,2023 Week 52,2023,Philadelphia Metro Area,metro,0.566359,0.237065
wk52,2023 Week 52,2023,Phoenix Metro Area,metro,0.25159,0.060291
wk52,2023 Week 52,2023,RI,state,0.339492,0.095383
wk52,2023 Week 52,2023,Riverside Metro Area,metro,0.481237,0.10407
wk52,2023 Week 52,2023,SC,state,0.589445,0.124634
wk52,2023 Week 52,2023,SD,state,,0.046606
wk52,2023 Week 52,2023,San Francisco Metro Area,metro,0.544306,0.10782
wk52,2023 Week 52,2023,Seattle Metro Area,metro,0.247769,0.083197
wk52,2023 Week 52,2023,TN,state,0.366779,0.074746
wk52,2023 Week 52,2023,TX,state,0.412324,0.110981
wk52,2023 Week 52,2023,US,US,0.425393,0.124621
wk52,2023 Week 52,2023,UT,state,0.557743,0.086751
wk52,2023 Week 52,2023,VA,state,0.336426,0.052031
wk52,2023 Week 52,2023,VT,state,,0.091295
wk52,2023 Week 52,2023,WA,state,0.207192,0.093704
wk52,2023 Week 52,2023,WI,state,,0.059193
wk52,2023 Week 52,2023,WV,state,0.637102,0.145377
wk52,2023 Week 52,2023,WY,state,0.404628,0.073717
wk52,2023 Week 52,2023,Washington DC Metro Area,metro,0.348257,0.105458
wk53,2023 Week 53,2023,AK,state,0.412839,0.087903
wk53,2023 Week 53,2023,AL,state,0.432396,0.115391
wk53,2023 Week 53,2023,AR,state,0.378059,0.149591
wk53,2023 Week 53,2023,AZ,state,0.307731,0.107607
wk53,2023 Week 53,2023,Atlanta Metro Area,metro,0.760775,0.147048
wk53,2023 Week 53,2023,Boston Metro Area,metro,0.140074,0.097358
wk53,2023 Week 53,2023,CA,state,0.389956,0.10104
wk53,2023 Week 53,2023,CO,state,0.250175,0.075568
wk53,2023 Week 53,2023,CT,state,0.295119,0.112151
wk53,2023 Week 53,2023,Chicago Metro Area,metro,,0.090038
wk53,2023 Week 53,2023,DC,state,0.309963,0.073998
wk53,2023 Week 53,2023,DE,state,0.605184,0.188079
wk53,2023 Week 53,2023,Dallas Metro Area,metro,0.176532,0.141567
wk53,2023 Week 53,2023,Detroit Metro Area,metro,0.339055,0.146286
wk53,2023 Week 53,2023,FL,state,0.518532,0.105573
wk53,2023 Week 53,2023,GA,state,0.778091,0.11625
wk53,2023 Week 53,2023,HI,state,,0.112512
wk53,2023 Week 53,2023,Houston Metro Area,metro,0.384187,0.099532
wk53,2023 Week 53,2023,IA,state,0.454751,0.051106
wk53,2023 Week 53,2023,ID,state,0.401983,0.064101
wk53,2023 Week 53,2023,IL,state,0.467832,0.09387
wk53,2023 Week 53,2023,IN,state,0.313092,0.116593
wk53,2023 Week 53,2023,KS,state,0.452482,0.11122
wk53,2023 Week 53,2023,KY,state,0.500487,0.135577
wk53,2023 Week 53,2023,LA,state,0.624273,0.129966
wk53,2023 Week 53,2023,Los Angeles Metro Area,metro,0.204267,0.12864
wk53,2023 Week 53,2023,MA,state,0.146328,0.121604
wk53,2023 Week 53,2023,MD,state,0.328835,0.209171
wk53,2023 Week 53,2023,ME,state,0.120148,0.0977
wk53,2023 Week 53,2023,MI,state,0.392907,0.156202
wk53,2023 Week 53,2023,MN,state,0.55544,0.08947
wk53,2023 Week 53,2023,MO,state,0.526459,0.111495
wk53,2023 Week 53,2023,MS,state,0.498937,0.12864
wk53,2023 Week 53,2023,MT,state,0.23518,0.096658
wk53,2023 Week 53,2023,Miami Metro Area,metro,0.42538,0.184714
wk53,2023 Week 53,2023,NC,state,0.672172,0.096487
wk53,2023 Week 53,2023,ND,state,0.160409,0.129515
wk53,2023 Week 53,2023,NE,state,0.453985,0.074339
wk53,2023 Week 53,2023,NH,state,,0.061116
wk53,2023 Week 53,2023,NJ,state,0.370531,0.236137
wk53,2023 Week 53,2023,NM,state,0.414043,0.098294
wk53,2023 Week 53,2023,NV,state,0.515093,0.116259
wk53,2023 Week 53,2023,NY,state,,0.21453
wk53,2023 Week 53,2023,New York Metro Area,metro,0.40119,0.237071
wk53,2023 Week 53,2023,OH,state,0.423534,0.065199
wk53,2023 Week 53,2023,OK,state,0.514653,0.036941
wk53,2023 Week 53,2023,OR,state,0.611838,0.098492
wk53,2023 Week 53,2023,PA,state,0.537518,0.135751
wk53,2023 Week 53,2023,Philadelphia Metro Area,metro,0.360046,0.069208
wk53,2023 Week 53,2023,Phoenix Metro Area,metro,0.281031,0.134881
wk53,2023 Week 53,2023,RI,state,0.519351,0.192481
wk53,2023 Week 53,2023,Riverside Metro Area,metro,0.814289,0.152096
wk53,2023 Week 53,2023,SC,state,0.810532,0.161301
wk53,2023 Week 53,2023,SD,state,,0.117142
wk53,2023 Week 53,2023,San Francisco Metro Area,metro,0.123118,0.108108
wk53,2023 Week 53,2023,Seattle Metro Area,metro,0.370388,0.101362
wk53,2023 Week 53,2023,TN,state,0.581263,0.09363
wk53,2023 Week 53,2023,TX,state,0.382138,0.11104
wk53,2023 Week 53,2023,US,US,0.430613,0.118432
wk53,2023 Week 53,2023,UT,state,0.677096,0.079287
wk53,2023 Week 53,2023,VA,state,0.331538,0.08788
wk53,2023 Week 53,2023,VT,state,0.549492,0.148816
wk53,2023 Week 53,2023,WA,state,0.317532,0.090576
wk53,2023 Week 53,2023,WI,state,0.343375,0.045824
wk53,2023 Week 53,2023,WV,state,0.142956,0.177003
wk53,2023 Week 53,2023,WY,state,0.71385,0.082278
wk53,2023 Week 53,2023,Washington DC Metro Area,metro,0.327545,0.140639
wk54,2023 Week 54,2023,AK,state,0.388947,0.118424
wk54,2023 Week 54,2023,AL,state,0.295161,0.181326
wk54,2023 Week 54,2023,AR,state,0.228631,0.063896
wk54,2023 Week 54,2023,AZ,state,0.286716,0.103282
wk54,2023 Week 54,2023,Atlanta Metro Area,metro,0.270913,0.132242
wk54,2023 Week 54,2023,Boston Metro Area,metro,0.549204,0.097461
wk54,2023 Week 54,2023,CA,state,0.363348,0.104859
wk54,2023 Week 54,2023,CO,state,0.493259,0.102283
wk54,2023 Week 54,2023,CT,state,0.464882,0.183352
wk54,2023 Week 54,2023,Chicago Metro Area,metro,0.392215,0.134727
wk54,2023 Week 54,2023,DC,state,0.419236,0.125278
wk54,2023 Week 54,2023,DE,state,,0.086732
wk54,2023 Week 54,2023,Dallas Metro Area,metro,0.719854,0.133935
wk54,2023 Week 54,2023,Detroit Metro Area,metro,0.276028,0.108908
wk54,2023 Week 54,2023,FL,state,0.358592,0.135529
wk54,2023 Week 54,2023,GA,state,0.241383,0.160218
wk54,2023 Week 54,2023,HI,state,0.390687,0.102908
wk54,2023 Week 54,2023,Houston Metro Area,metro,0.499806,0.151627
wk54,2023 Week 54,2023,IA,state,0.375184,0.086031
wk54,2023 Week 54,2023,ID,state,,0.066542
wk54,2023 Week 54,2023,IL,state,0.434298,0.142758
wk54,2023 Week 54,2023,IN,state,0.41891,0.083939
wk54,2023 Week 54,2023,KS,state,0.230377,0.06111
wk54,2023 Week 54,2023,KY,state,0.531879,0.124792
wk54,2023 Week 54,2023,LA,state,0.674158,0.189698
wk54,2023 Week 54,2023,Los Angeles Metro Area,metro,0.274358,0.115039
wk54,2023 Week 54,2023,MA,state,0.510053,0.108957
wk54,2023 Week 54,2023,MD,state,0.347268,0.154851
wk54,2023 Week 54,2023,ME,state,0.392521,0.136113
wk54,2023 Week 54,2023,MI,state,0.289284,0.106205
wk54,2023 Week 54,2023,MN,state,0.322466,0.123068
wk54,2023 Week 54,2023,MO,state,0.22983,0.120361
wk54,2023 Week 54,2023,MS,state,0.554537,0.168862
wk54,2023 Week 54,2023,MT,state,0.421564,0.120842
wk54,2023 Week 54,2023,Miami Metro Area,metro,0.345965,0.169219
wk54,2023 Week 54,2023,NC,state,0.754726,0.110574
wk54,2023 Week 54,2023,ND,state,,0.07592
wk54,2023 Week 54,2023,NE,state,0.334532,0.061814
wk54,2023 Week 54,2023,NH,state,0.297102,0.124836
wk54,2023 Week 54,2023,NJ,state,0.562231,0.178924
wk54,2023 Week 54,2023,NM,state,0.532061,0.14129
wk54,2023 Week 54,2023,NV,state,0.26901,0.196831
wk54,2023 Week 54,2023,NY,state,0.278032,0.205167
wk54,2023 Week 54,2023,New York Metro Area,metro,0.3394,0.230853
wk54,2023 Week 54,2023,OH,state,0.675757,0.133289
wk54,2023 Week 54,2023,OK,state,0.434084,0.082768
wk54,2023 Week 54,2023,OR,state,0.408071,0.06446
wk54,2023 Week 54,2023,PA,state,0.489538,0.171838
wk54,2023 Week 54,2023,Philadelphia Metro Area,metro,0.343884,0.104493
wk54,2023 Week 54,2023,Phoenix Metro Area,metro,0.253537,0.096063
wk54,2023 Week 54,2023,RI,state,0.551509,0.18886
wk54,2023 Week 54,2023,Riverside Metro Area,metro,0.581648,0.104048
wk54,2023 Week 54,2023,SC,state,0.525384,0.149992
wk54,2023 Week 54,2023,SD,state,0.401069,0.088365
wk54,2023 Week 54,2023,San Francisco Metro Area,metro,0.358812,0.136663
wk54,2023 Week 54,2023,Seattle Metro Area,metro,0.537989,0.058318
wk54,2023 Week 54,2023,TN,state,0.35185,0.163176
wk54,2023 Week 54,2023,TX,state,0.496083,0.123429
wk54,2023 Week 54,2023,US,US,0.399355,0.131678
wk54,2023 Week 54,2023,UT,state,0.367962,0.121793
wk54,2023 Week 54,2023,VA,state,0.249168,0.167964
wk54,2023 Week 54,2023,VT,state,,0.107693
wk54,2023 Week 54,2023,WA,state,0.389033,0.075127
wk54,2023 Week 54,2023,WI,state,0.521437,0.102777
wk54,2023 Week 54,2023,WV,state,0.107787,0.137699
wk54,2023 Week 54,2023,WY,state,,0.099249
wk54,2023 Week 54,2023,Washington DC Metro Area,metro,0.224008,0.1454
wk55,2023 Week 55,2023,AK,state,0.261613,0.132075
wk55,2023 Week 55,2023,AL,state,0.511957,0.209407
wk55,2023 Week 55,2023,AR,state,0.174128,0.111732
wk55,2023 Week 55,2023,AZ,state,0.563374,0.099837
wk55,2023 Week 55,2023,Atlanta Metro Area,metro,0.455213,0.16649
wk55,2023 Week 55,2023,Boston Metro Area,metro,0.360821,0.128657
wk55,2023 Week 55,2023,CA,state,0.249448,0.102878
wk55,2023 Week 55,2023,CO,state,0.615942,0.09309
wk55,2023 Week 55,2023,CT,state,0.304847,0.152144
