year,reason_collapsed,reason_specific,move_type,poverty_status,count,source_file
2019,other,natural_disaster,within_county,below_100,4.0,reason_2019_tab17_2.xls
2019,other,other_reasons,within_county,below_100,199.0,reason_2019_tab17_2.xls
2019,other,to_attend_or_leave_college,within_county,below_100,68.0,reason_2019_tab17_2.xls
2019,other,total,within_county,below_100,383.0,reason_2019_tab17_2.xls
2021,employment,new_job_or_job_transfer,all,100_to_149,122.0,reason_2021_mig17_01.xlsx
2021,employment,other_job_related_reason,all,100_to_149,6.0,reason_2021_mig17_01.xlsx
2021,employment,retired,all,100_to_149,8.0,reason_2021_mig17_01.xlsx
2021,employment,to_be_closer_to_work_easier_commute,all,100_to_149,122.0,reason_2021_mig17_01.xlsx
2021,employment,to_look_for_work_or_lost_job,all,100_to_149,67.0,reason_2021_mig17_01.xlsx
2021,employment,total,all,100_to_149,326.0,reason_2021_mig17_01.xlsx
2021,family,change_in_marital_status,all,100_to_149,85.0,reason_2021_mig17_01.xlsx
2021,family,other_family_reason,all,100_to_149,224.0,reason_2021_mig17_01.xlsx
2021,family,to_establish_own_household,all,100_to_149,324.0,reason_2021_mig17_01.xlsx
2021,family,total,all,100_to_149,633.0,reason_2021_mig17_01.xlsx
2021,housing,better_neighborhood,all,100_to_149,152.0,reason_2021_mig17_01.xlsx
2021,housing,cheaper_housing,all,100_to_149,284.0,reason_2021_mig17_01.xlsx
2021,housing,foreclosure_eviction,all,100_to_149,18.0,reason_2021_mig17_01.xlsx
2021,housing,newer_better_larger_home,all,100_to_149,384.0,reason_2021_mig17_01.xlsx
2021,housing,other_housing_reason,all,100_to_149,130.0,reason_2021_mig17_01.xlsx
2021,housing,own_home_not_rent,all,100_to_149,79.0,reason_2021_mig17_01.xlsx
2021,housing,total,all,100_to_149,1046.0,reason_2021_mig17_01.xlsx
2021,other,change_of_climate,all,100_to_149,22.0,reason_2021_mig17_01.xlsx
2021,other,health_reasons,all,100_to_149,45.0,reason_2021_mig17_01.xlsx
2021,other,natural_disaster,all,100_to_149,8.0,reason_2021_mig17_01.xlsx
2021,other,other_reasons,all,100_to_149,131.0,reason_2021_mig17_01.xlsx
2021,other,relationship_with_unmarried_partner,all,100_to_149,120.0,reason_2021_mig17_01.xlsx
2021,other,to_attend_or_leave_college,all,100_to_149,66.0,reason_2021_mig17_01.xlsx
2021,other,total,all,100_to_149,392.0,reason_2021_mig17_01.xlsx
2021,employment,new_job_or_job_transfer,all,all,2387.0,reason_2021_mig17_01.xlsx
2021,employment,other_job_related_reason,all,all,78.0,reason_2021_mig17_01.xlsx
2021,employment,retired,all,all,227.0,reason_2021_mig17_01.xlsx
2021,employment,to_be_closer_to_work_easier_commute,all,all,1170.0,reason_2021_mig17_01.xlsx
2021,employment,to_look_for_work_or_lost_job,all,all,405.0,reason_2021_mig17_01.xlsx
2021,employment,total,all,all,4267.0,reason_2021_mig17_01.xlsx
2021,family,change_in_marital_status,all,all,1287.0,reason_2021_mig17_01.xlsx
2021,family,other_family_reason,all,all,2481.0,reason_2021_mig17_01.xlsx
2021,family,to_establish_own_household,all,all,2878.0,reason_2021_mig17_01.xlsx
2021,family,total,all,all,6647.0,reason_2021_mig17_01.xlsx
2021,housing,better_neighborhood,all,all,1617.0,reason_2021_mig17_01.xlsx
2021,housing,cheaper_housing,all,all,2408.0,reason_2021_mig17_01.xlsx
2021,housing,foreclosure_eviction,all,all,128.0,reason_2021_mig17_01.xlsx
2021,housing,newer_better_larger_home,all,all,4661.0,reason_2021_mig17_01.xlsx
2021,housing,other_housing_reason,all,all,1542.0,reason_2021_mig17_01.xlsx
2021,housing,own_home_not_rent,all,all,2020.0,reason_2021_mig17_01.xlsx
2021,housing,total,all,all,12375.0,reason_2021_mig17_01.xlsx
2021,other,change_of_climate,all,all,202.0,reason_2021_mig17_01.xlsx
2021,other,health_reasons,all,all,434.0,reason_2021_mig17_01.xlsx
2021,other,natural_disaster,all,all,87.0,reason_2021_mig17_01.xlsx
2021,other,other_reasons,all,all,1156.0,reason_2021_mig17_01.xlsx
2021,other,relationship_with_unmarried_partner,all,all,1067.0,reason_2021_mig17_01.xlsx
2021,other,to_attend_or_leave_college,all,all,824.0,reason_2021_mig17_01.xlsx
2021,other,total,all,all,3771.0,reason_2021_mig17_01.xlsx
2021,employment,new_job_or_job_transfer,all,at_or_above_150,1996.0,reason_2021_mig17_01.xlsx
2021,employment,other_job_related_reason,all,at_or_above_150,59.0,reason_2021_mig17_01.xlsx
2021,employment,retired,all,at_or_above_150,190.0,reason_2021_mig17_01.xlsx
2021,employment,to_be_closer_to_work_easier_commute,all,at_or_above_150,932.0,reason_2021_mig17_01.xlsx
2021,employment,to_look_for_work_or_lost_job,all,at_or_above_150,234.0,reason_2021_mig17_01.xlsx
2021,employment,total,all,at_or_above_150,3411.0,reason_2021_mig17_01.xlsx
2021,family,change_in_marital_status,all,at_or_above_150,1039.0,reason_2021_mig17_01.xlsx
2021,family,other_family_reason,all,at_or_above_150,1858.0,reason_2021_mig17_01.xlsx
2021,family,to_establish_own_household,all,at_or_above_150,1836.0,reason_2021_mig17_01.xlsx
2021,family,total,all,at_or_above_150,4732.0,reason_2021_mig17_01.xlsx
2021,housing,better_neighborhood,all,at_or_above_150,1137.0,reason_2021_mig17_01.xlsx
2021,housing,cheaper_housing,all,at_or_above_150,1723.0,reason_2021_mig17_01.xlsx
2021,housing,foreclosure_eviction,all,at_or_above_150,64.0,reason_2021_mig17_01.xlsx
2021,housing,newer_better_larger_home,all,at_or_above_150,3740.0,reason_2021_mig17_01.xlsx
2021,housing,other_housing_reason,all,at_or_above_150,1061.0,reason_2021_mig17_01.xlsx
2021,housing,own_home_not_rent,all,at_or_above_150,1762.0,reason_2021_mig17_01.xlsx
2021,housing,total,all,at_or_above_150,9486.0,reason_2021_mig17_01.xlsx
2021,other,change_of_climate,all,at_or_above_150,169.0,reason_2021_mig17_01.xlsx
2021,other,health_reasons,all,at_or_above_150,262.0,reason_2021_mig17_01.xlsx
2021,other,natural_disaster,all,at_or_above_150,50.0,reason_2021_mig17_01.xlsx
2021,other,other_reasons,all,at_or_above_150,753.0,reason_2021_mig17_01.xlsx
2021,other,relationship_with_unmarried_partner,all,at_or_above_150,723.0,reason_2021_mig17_01.xlsx
2021,other,to_attend_or_leave_college,all,at_or_above_150,449.0,reason_2021_mig17_01.xlsx
2021,other,total,all,at_or_above_150,2406.0,reason_2021_mig17_01.xlsx
2021,employment,new_job_or_job_transfer,all,below_100,269.0,reason_2021_mig17_01.xlsx
2021,employment,other_job_related_reason,all,below_100,13.0,reason_2021_mig17_01.xlsx
2021,employment,retired,all,below_100,28.0,reason_2021_mig17_01.xlsx
2021,employment,to_be_closer_to_work_easier_commute,all,below_100,116.0,reason_2021_mig17_01.xlsx
2021,employment,to_look_for_work_or_lost_job,all,below_100,104.0,reason_2021_mig17_01.xlsx
2021,employment,total,all,below_100,530.0,reason_2021_mig17_01.xlsx
2021,family,change_in_marital_status,all,below_100,163.0,reason_2021_mig17_01.xlsx
2021,family,other_family_reason,all,below_100,384.0,reason_2021_mig17_01.xlsx
2021,family,to_establish_own_household,all,below_100,719.0,reason_2021_mig17_01.xlsx
2021,family,total,all,below_100,1266.0,reason_2021_mig17_01.xlsx
2021,housing,better_neighborhood,all,below_100,327.0,reason_2021_mig17_01.xlsx
2021,housing,cheaper_housing,all,below_100,402.0,reason_2021_mig17_01.xlsx
2021,housing,foreclosure_eviction,all,below_100,44.0,reason_2021_mig17_01.xlsx
2021,housing,newer_better_larger_home,all,below_100,527.0,reason_2021_mig17_01.xlsx
2021,housing,other_housing_reason,all,below_100,351.0,reason_2021_mig17_01.xlsx
2021,housing,own_home_not_rent,all,below_100,172.0,reason_2021_mig17_01.xlsx
2021,housing,total,all,below_100,1823.0,reason_2021_mig17_01.xlsx
2021,other,change_of_climate,all,below_100,11.0,reason_2021_mig17_01.xlsx
2021,other,health_reasons,all,below_100,127.0,reason_2021_mig17_01.xlsx
2021,other,natural_disaster,all,below_100,28.0,reason_2021_mig17_01.xlsx
2021,other,other_reasons,all,below_100,234.0,reason_2021_mig17_01.xlsx
2021,other,relationship_with_unmarried_partner,all,below_100,224.0,reason_2021_mig17_01.xlsx
2021,other,to_attend_or_leave_college,all,below_100,309.0,reason_2021_mig17_01.xlsx
2021,other,total,all,below_100,934.0,reason_2021_mig17_01.xlsx
2021,employment,new_job_or_job_transfer,different_county,100_to_149,78.0,reason_2021_mig17_03.xlsx
2021,employment,other_job_related_reason,different_county,100_to_149,5.0,reason_2021_mig17_03.xlsx
2021,employment,retired,different_county,100_to_149,4.0,reason_2021_mig17_03.xlsx
2021,employment,to_be_closer_to_work_easier_commute,different_county,100_to_149,14.0,reason_2021_mig17_03.xlsx
2021,employment,to_look_for_work_or_lost_job,different_county,100_to_149,54.0,reason_2021_mig17_03.xlsx
2021,employment,total,different_county,100_to_149,156.0,reason_2021_mig17_03.xlsx
2021,family,change_in_marital_status,different_county,100_to_149,36.0,reason_2021_mig17_03.xlsx
2021,family,other_family_reason,different_county,100_to_149,124.0,reason_2021_mig17_03.xlsx
2021,family,to_establish_own_household,different_county,100_to_149,109.0,reason_2021_mig17_03.xlsx
2021,family,total,different_county,100_to_149,268.0,reason_2021_mig17_03.xlsx
2021,housing,better_neighborhood,different_county,100_to_149,37.0,reason_2021_mig17_03.xlsx
2021,housing,cheaper_housing,different_county,100_to_149,126.0,reason_2021_mig17_03.xlsx
2021,housing,foreclosure_eviction,different_county,100_to_149,9.0,reason_2021_mig17_03.xlsx
2021,housing,newer_better_larger_home,different_county,100_to_149,56.0,reason_2021_mig17_03.xlsx
2021,housing,other_housing_reason,different_county,100_to_149,19.0,reason_2021_mig17_03.xlsx
2021,housing,own_home_not_rent,different_county,100_to_149,19.0,reason_2021_mig17_03.xlsx
2021,housing,total,different_county,100_to_149,266.0,reason_2021_mig17_03.xlsx
2021,other,change_of_climate,different_county,100_to_149,22.0,reason_2021_mig17_03.xlsx
2021,other,health_reasons,different_county,100_to_149,21.0,reason_2021_mig17_03.xlsx
2021,other,natural_disaster,different_county,100_to_149,1.0,reason_2021_mig17_03.xlsx
2021,other,other_reasons,different_county,100_to_149,60.0,reason_2021_mig17_03.xlsx
2021,other,relationship_with_unmarried_partner,different_county,100_to_149,59.0,reason_2021_mig17_03.xlsx
2021,other,to_attend_or_leave_college,different_county,100_to_149,35.0,reason_2021_mig17_03.xlsx
2021,other,total,different_county,100_to_149,198.0,reason_2021_mig17_03.xlsx
2021,employment,new_job_or_job_transfer,different_county,all,1781.0,reason_2021_mig17_03.xlsx
2021,employment,other_job_related_reason,different_county,all,39.0,reason_2021_mig17_03.xlsx
2021,employment,retired,different_county,all,144.0,reason_2021_mig17_03.xlsx
2021,employment,to_be_closer_to_work_easier_commute,different_county,all,347.0,reason_2021_mig17_03.xlsx
2021,employment,to_look_for_work_or_lost_job,different_county,all,239.0,reason_2021_mig17_03.xlsx
2021,employment,total,different_county,all,2552.0,reason_2021_mig17_03.xlsx
2021,family,change_in_marital_status,different_county,all,537.0,reason_2021_mig17_03.xlsx
2021,family,other_family_reason,different_county,all,1376.0,reason_2021_mig17_03.xlsx
2021,family,to_establish_own_household,different_county,all,921.0,reason_2021_mig17_03.xlsx
2021,family,total,different_county,all,2834.0,reason_2021_mig17_03.xlsx
2021,housing,better_neighborhood,different_county,all,617.0,reason_2021_mig17_03.xlsx
2021,housing,cheaper_housing,different_county,all,783.0,reason_2021_mig17_03.xlsx
2021,housing,foreclosure_eviction,different_county,all,64.0,reason_2021_mig17_03.xlsx
2021,housing,newer_better_larger_home,different_county,all,1043.0,reason_2021_mig17_03.xlsx
2021,housing,other_housing_reason,different_county,all,448.0,reason_2021_mig17_03.xlsx
2021,housing,own_home_not_rent,different_county,all,576.0,reason_2021_mig17_03.xlsx
2021,housing,total,different_county,all,3531.0,reason_2021_mig17_03.xlsx
2021,other,change_of_climate,different_county,all,150.0,reason_2021_mig17_03.xlsx
2021,other,health_reasons,different_county,all,182.0,reason_2021_mig17_03.xlsx
2021,other,natural_disaster,different_county,all,44.0,reason_2021_mig17_03.xlsx
2021,other,other_reasons,different_county,all,482.0,reason_2021_mig17_03.xlsx
2021,other,relationship_with_unmarried_partner,different_county,all,420.0,reason_2021_mig17_03.xlsx
2021,other,to_attend_or_leave_college,different_county,all,448.0,reason_2021_mig17_03.xlsx
2021,other,total,different_county,all,1726.0,reason_2021_mig17_03.xlsx
2021,employment,new_job_or_job_transfer,different_county,at_or_above_150,1511.0,reason_2021_mig17_03.xlsx
2021,employment,other_job_related_reason,different_county,at_or_above_150,27.0,reason_2021_mig17_03.xlsx
2021,employment,retired,different_county,at_or_above_150,122.0,reason_2021_mig17_03.xlsx
2021,employment,to_be_closer_to_work_easier_commute,different_county,at_or_above_150,314.0,reason_2021_mig17_03.xlsx
2021,employment,to_look_for_work_or_lost_job,different_county,at_or_above_150,148.0,reason_2021_mig17_03.xlsx
2021,employment,total,different_county,at_or_above_150,2123.0,reason_2021_mig17_03.xlsx
2021,family,change_in_marital_status,different_county,at_or_above_150,445.0,reason_2021_mig17_03.xlsx
2021,family,other_family_reason,different_county,at_or_above_150,1084.0,reason_2021_mig17_03.xlsx
2021,family,to_establish_own_household,different_county,at_or_above_150,610.0,reason_2021_mig17_03.xlsx
2021,family,total,different_county,at_or_above_150,2139.0,reason_2021_mig17_03.xlsx
2021,housing,better_neighborhood,different_county,at_or_above_150,499.0,reason_2021_mig17_03.xlsx
2021,housing,cheaper_housing,different_county,at_or_above_150,551.0,reason_2021_mig17_03.xlsx
2021,housing,foreclosure_eviction,different_county,at_or_above_150,50.0,reason_2021_mig17_03.xlsx
2021,housing,newer_better_larger_home,different_county,at_or_above_150,832.0,reason_2021_mig17_03.xlsx
2021,housing,other_housing_reason,different_county,at_or_above_150,338.0,reason_2021_mig17_03.xlsx
2021,housing,own_home_not_rent,different_county,at_or_above_150,486.0,reason_2021_mig17_03.xlsx
2021,housing,total,different_county,at_or_above_150,2756.0,reason_2021_mig17_03.xlsx
2021,other,change_of_climate,different_county,at_or_above_150,125.0,reason_2021_mig17_03.xlsx
2021,other,health_reasons,different_county,at_or_above_150,140.0,reason_2021_mig17_03.xlsx
2021,other,natural_disaster,different_county,at_or_above_150,37.0,reason_2021_mig17_03.xlsx
2021,other,other_reasons,different_county,at_or_above_150,383.0,reason_2021_mig17_03.xlsx
2021,other,relationship_with_unmarried_partner,different_county,at_or_above_150,290.0,reason_2021_mig17_03.xlsx
2021,other,to_attend_or_leave_college,different_county,at_or_above_150,264.0,reason_2021_mig17_03.xlsx
2021,other,total,different_county,at_or_above_150,1239.0,reason_2021_mig17_03.xlsx
2021,employment,new_job_or_job_transfer,different_county,below_100,192.0,reason_2021_mig17_03.xlsx
2021,employment,other_job_related_reason,different_county,below_100,7.0,reason_2021_mig17_03.xlsx
2021,employment,retired,different_county,below_100,18.0,reason_2021_mig17_03.xlsx
2021,employment,to_be_closer_to_work_easier_commute,different_county,below_100,19.0,reason_2021_mig17_03.xlsx
2021,employment,to_look_for_work_or_lost_job,different_county,below_100,37.0,reason_2021_mig17_03.xlsx
2021,employment,total,different_county,below_100,273.0,reason_2021_mig17_03.xlsx
2021,family,change_in_marital_status,different_county,below_100,56.0,reason_2021_mig17_03.xlsx
2021,family,other_family_reason,different_county,below_100,162.0,reason_2021_mig17_03.xlsx
2021,family,to_establish_own_household,different_county,below_100,203.0,reason_2021_mig17_03.xlsx
2021,family,total,different_county,below_100,421.0,reason_2021_mig17_03.xlsx
2021,housing,better_neighborhood,different_county,below_100,80.0,reason_2021_mig17_03.xlsx
2021,housing,cheaper_housing,different_county,below_100,107.0,reason_2021_mig17_03.xlsx
2021,housing,foreclosure_eviction,different_county,below_100,4.0,reason_2021_mig17_03.xlsx
2021,housing,newer_better_larger_home,different_county,below_100,154.0,reason_2021_mig17_03.xlsx
2021,housing,other_housing_reason,different_county,below_100,90.0,reason_2021_mig17_03.xlsx
2021,housing,own_home_not_rent,different_county,below_100,70.0,reason_2021_mig17_03.xlsx
2021,housing,total,different_county,below_100,506.0,reason_2021_mig17_03.xlsx
2021,other,change_of_climate,different_county,below_100,3.0,reason_2021_mig17_03.xlsx
2021,other,health_reasons,different_county,below_100,21.0,reason_2021_mig17_03.xlsx
2021,other,natural_disaster,different_county,below_100,6.0,reason_2021_mig17_03.xlsx
2021,other,other_reasons,different_county,below_100,29.0,reason_2021_mig17_03.xlsx
2021,other,relationship_with_unmarried_partner,different_county,below_100,71.0,reason_2021_mig17_03.xlsx
2021,other,to_attend_or_leave_college,different_county,below_100,149.0,reason_2021_mig17_03.xlsx
2021,other,total,different_county,below_100,278.0,reason_2021_mig17_03.xlsx
2021,employment,new_job_or_job_transfer,from_abroad,100_to_149,23.0,reason_2021_mig17_04.xlsx
2021,employment,other_job_related_reason,from_abroad,100_to_149,0.0,reason_2021_mig17_04.xlsx
2021,employment,retired,from_abroad,100_to_149,0.0,reason_2021_mig17_04.xlsx
2021,employment,to_be_closer_to_work_easier_commute,from_abroad,100_to_149,0.0,reason_2021_mig17_04.xlsx
2021,employment,to_look_for_work_or_lost_job,from_abroad,100_to_149,13.0,reason_2021_mig17_04.xlsx
2021,employment,total,from_abroad,100_to_149,36.0,reason_2021_mig17_04.xlsx
2021,family,other_family_reason,from_abroad,100_to_149,3.0,reason_2021_mig17_04.xlsx
2021,family,to_establish_own_household,from_abroad,100_to_149,0.0,reason_2021_mig17_04.xlsx
2021,family,total,from_abroad,100_to_149,3.0,reason_2021_mig17_04.xlsx
2021,housing,better_neighborhood,from_abroad,100_to_149,0.0,reason_2021_mig17_04.xlsx
2021,housing,cheaper_housing,from_abroad,100_to_149,11.0,reason_2021_mig17_04.xlsx
2021,housing,foreclosure_eviction,from_abroad,100_to_149,0.0,reason_2021_mig17_04.xlsx
2021,housing,newer_better_larger_home,from_abroad,100_to_149,2.0,reason_2021_mig17_04.xlsx
2021,housing,other_housing_reason,from_abroad,100_to_149,0.0,reason_2021_mig17_04.xlsx
2021,housing,own_home_not_rent,from_abroad,100_to_149,0.0,reason_2021_mig17_04.xlsx
2021,housing,total,from_abroad,100_to_149,13.0,reason_2021_mig17_04.xlsx
2021,other,change_of_climate,from_abroad,100_to_149,0.0,reason_2021_mig17_04.xlsx
2021,other,health_reasons,from_abroad,100_to_149,0.0,reason_2021_mig17_04.xlsx
2021,other,natural_disaster,from_abroad,100_to_149,0.0,reason_2021_mig17_04.xlsx
2021,other,other_reasons,from_abroad,100_to_149,2.0,reason_2021_mig17_04.xlsx
2021,other,to_attend_or_leave_college,from_abroad,100_to_149,2.0,reason_2021_mig17_04.xlsx
2021,other,total,from_abroad,100_to_149,4.0,reason_2021_mig17_04.xlsx
2021,employment,new_job_or_job_transfer,from_abroad,all,206.0,reason_2021_mig17_04.xlsx
2021,employment,other_job_related_reason,from_abroad,all,10.0,reason_2021_mig17_04.xlsx
2021,employment,retired,from_abroad,all,0.0,reason_2021_mig17_04.xlsx
2021,employment,to_be_closer_to_work_easier_commute,from_abroad,all,0.0,reason_2021_mig17_04.xlsx
2021,employment,to_look_for_work_or_lost_job,from_abroad,all,32.0,reason_2021_mig17_04.xlsx
2021,employment,total,from_abroad,all,248.0,reason_2021_mig17_04.xlsx
2021,family,change_in_marital_status,from_abroad,all,15.0,reason_2021_mig17_04.xlsx
2021,family,other_family_reason,from_abroad,all,68.0,reason_2021_mig17_04.xlsx
2021,family,to_establish_own_household,from_abroad,all,13.0,reason_2021_mig17_04.xlsx
2021,family,total,from_abroad,all,96.0,reason_2021_mig17_04.xlsx
2021,housing,better_neighborhood,from_abroad,all,22.0,reason_2021_mig17_04.xlsx
2021,housing,cheaper_housing,from_abroad,all,54.0,reason_2021_mig17_04.xlsx
2021,housing,foreclosure_eviction,from_abroad,all,0.0,reason_2021_mig17_04.xlsx
2021,housing,newer_better_larger_home,from_abroad,all,29.0,reason_2021_mig17_04.xlsx
2021,housing,other_housing_reason,from_abroad,all,0.0,reason_2021_mig17_04.xlsx
2021,housing,own_home_not_rent,from_abroad,all,5.0,reason_2021_mig17_04.xlsx
2021,housing,total,from_abroad,all,110.0,reason_2021_mig17_04.xlsx
2021,other,change_of_climate,from_abroad,all,2.0,reason_2021_mig17_04.xlsx
2021,other,health_reasons,from_abroad,all,1.0,reason_2021_mig17_04.xlsx
2021,other,natural_disaster,from_abroad,all,4.0,reason_2021_mig17_04.xlsx
2021,other,other_reasons,from_abroad,all,102.0,reason_2021_mig17_04.xlsx
2021,other,relationship_with_unmarried_partner,from_abroad,all,29.0,reason_2021_mig17_04.xlsx
2021,other,to_attend_or_leave_college,from_abroad,all,19.0,reason_2021_mig17_04.xlsx
2021,other,total,from_abroad,all,157.0,reason_2021_mig17_04.xlsx
2021,employment,new_job_or_job_transfer,from_abroad,at_or_above_150,157.0,reason_2021_mig17_04.xlsx
2021,employment,other_job_related_reason,from_abroad,at_or_above_150,10.0,reason_2021_mig17_04.xlsx
2021,employment,retired,from_abroad,at_or_above_150,0.0,reason_2021_mig17_04.xlsx
2021,employment,to_be_closer_to_work_easier_commute,from_abroad,at_or_above_150,0.0,reason_2021_mig17_04.xlsx
2021,employment,to_look_for_work_or_lost_job,from_abroad,at_or_above_150,11.0,reason_2021_mig17_04.xlsx
2021,employment,total,from_abroad,at_or_above_150,178.0,reason_2021_mig17_04.xlsx
2021,family,change_in_marital_status,from_abroad,at_or_above_150,5.0,reason_2021_mig17_04.xlsx
2021,family,other_family_reason,from_abroad,at_or_above_150,42.0,reason_2021_mig17_04.xlsx
2021,family,to_establish_own_household,from_abroad,at_or_above_150,7.0,reason_2021_mig17_04.xlsx
2021,family,total,from_abroad,at_or_above_150,54.0,reason_2021_mig17_04.xlsx
2021,housing,better_neighborhood,from_abroad,at_or_above_150,6.0,reason_2021_mig17_04.xlsx
2021,housing,cheaper_housing,from_abroad,at_or_above_150,28.0,reason_2021_mig17_04.xlsx
2021,housing,foreclosure_eviction,from_abroad,at_or_above_150,0.0,reason_2021_mig17_04.xlsx
2021,housing,newer_better_larger_home,from_abroad,at_or_above_150,15.0,reason_2021_mig17_04.xlsx
2021,housing,other_housing_reason,from_abroad,at_or_above_150,0.0,reason_2021_mig17_04.xlsx
2021,housing,own_home_not_rent,from_abroad,at_or_above_150,5.0,reason_2021_mig17_04.xlsx
2021,housing,total,from_abroad,at_or_above_150,54.0,reason_2021_mig17_04.xlsx
2021,other,change_of_climate,from_abroad,at_or_above_150,0.0,reason_2021_mig17_04.xlsx
2021,other,health_reasons,from_abroad,at_or_above_150,0.0,reason_2021_mig17_04.xlsx
2021,other,natural_disaster,from_abroad,at_or_above_150,4.0,reason_2021_mig17_04.xlsx
2021,other,other_reasons,from_abroad,at_or_above_150,43.0,reason_2021_mig17_04.xlsx
2021,other,relationship_with_unmarried_partner,from_abroad,at_or_above_150,13.0,reason_2021_mig17_04.xlsx
2021,other,to_attend_or_leave_college,from_abroad,at_or_above_150,8.0,reason_2021_mig17_04.xlsx
2021,other,total,from_abroad,at_or_above_150,67.0,reason_2021_mig17_04.xlsx
2021,employment,new_job_or_job_transfer,from_abroad,below_100,26.0,reason_2021_mig17_04.xlsx
2021,employment,other_job_related_reason,from_abroad,below_100,0.0,reason_2021_mig17_04.xlsx
2021,employment,retired,from_abroad,below_100,0.0,reason_2021_mig17_04.xlsx
2021,employment,to_be_closer_to_work_easier_commute,from_abroad,below_100,0.0,reason_2021_mig17_04.xlsx
2021,employment,to_look_for_work_or_lost_job,from_abroad,below_100,8.0,reason_2021_mig17_04.xlsx
2021,employment,total,from_abroad,below_100,34.0,reason_2021_mig17_04.xlsx
2021,family,change_in_marital_status,from_abroad,below_100,10.0,reason_2021_mig17_04.xlsx
2021,family,other_family_reason,from_abroad,below_100,23.0,reason_2021_mig17_04.xlsx
2021,family,to_establish_own_household,from_abroad,below_100,6.0,reason_2021_mig17_04.xlsx
2021,family,total,from_abroad,below_100,39.0,reason_2021_mig17_04.xlsx
2021,housing,better_neighborhood,from_abroad,below_100,16.0,reason_2021_mig17_04.xlsx
2021,housing,cheaper_housing,from_abroad,below_100,15.0,reason_2021_mig17_04.xlsx
2021,housing,foreclosure_eviction,from_abroad,below_100,0.0,reason_2021_mig17_04.xlsx
2021,housing,newer_better_larger_home,from_abroad,below_100,11.0,reason_2021_mig17_04.xlsx
2021,housing,other_housing_reason,from_abroad,below_100,0.0,reason_2021_mig17_04.xlsx
2021,housing,own_home_not_rent,from_abroad,below_100,0.0,reason_2021_mig17_04.xlsx
2021,housing,total,from_abroad,below_100,42.0,reason_2021_mig17_04.xlsx
2021,other,change_of_climate,from_abroad,below_100,2.0,reason_2021_mig17_04.xlsx
2021,other,health_reasons,from_abroad,below_100,1.0,reason_2021_mig17_04.xlsx
2021,other,natural_disaster,from_abroad,below_100,0.0,reason_2021_mig17_04.xlsx
2021,other,other_reasons,from_abroad,below_100,58.0,reason_2021_mig17_04.xlsx
2021,other,relationship_with_unmarried_partner,from_abroad,below_100,16.0,reason_2021_mig17_04.xlsx
2021,other,to_attend_or_leave_college,from_abroad,below_100,9.0,reason_2021_mig17_04.xlsx
2021,other,total,from_abroad,below_100,86.0,reason_2021_mig17_04.xlsx
2021,employment,new_job_or_job_transfer,within_county,100_to_149,21.0,reason_2021_mig17_02.xlsx
2021,employment,other_job_related_reason,within_county,100_to_149,1.0,reason_2021_mig17_02.xlsx
2021,employment,retired,within_county,100_to_149,4.0,reason_2021_mig17_02.xlsx
2021,employment,to_be_closer_to_work_easier_commute,within_county,100_to_149,108.0,reason_2021_mig17_02.xlsx
2021,employment,to_look_for_work_or_lost_job,within_county,100_to_149,0.0,reason_2021_mig17_02.xlsx
2021,employment,total,within_county,100_to_149,134.0,reason_2021_mig17_02.xlsx
2021,family,change_in_marital_status,within_county,100_to_149,49.0,reason_2021_mig17_02.xlsx
2021,family,other_family_reason,within_county,100_to_149,97.0,reason_2021_mig17_02.xlsx
2021,family,to_establish_own_household,within_county,100_to_149,215.0,reason_2021_mig17_02.xlsx
2021,family,total,within_county,100_to_149,361.0,reason_2021_mig17_02.xlsx
2021,housing,better_neighborhood,within_county,100_to_149,115.0,reason_2021_mig17_02.xlsx
2021,housing,cheaper_housing,within_county,100_to_149,146.0,reason_2021_mig17_02.xlsx
2021,housing,foreclosure_eviction,within_county,100_to_149,9.0,reason_2021_mig17_02.xlsx
2021,housing,newer_better_larger_home,within_county,100_to_149,326.0,reason_2021_mig17_02.xlsx
2021,housing,other_housing_reason,within_county,100_to_149,111.0,reason_2021_mig17_02.xlsx
2021,housing,own_home_not_rent,within_county,100_to_149,60.0,reason_2021_mig17_02.xlsx
2021,housing,total,within_county,100_to_149,766.0,reason_2021_mig17_02.xlsx
2021,other,change_of_climate,within_county,100_to_149,0.0,reason_2021_mig17_02.xlsx
2021,other,health_reasons,within_county,100_to_149,23.0,reason_2021_mig17_02.xlsx
2021,other,natural_disaster,within_county,100_to_149,7.0,reason_2021_mig17_02.xlsx
2021,other,other_reasons,within_county,100_to_149,70.0,reason_2021_mig17_02.xlsx
2021,other,relationship_with_unmarried_partner,within_county,100_to_149,61.0,reason_2021_mig17_02.xlsx
2021,other,to_attend_or_leave_college,within_county,100_to_149,29.0,reason_2021_mig17_02.xlsx
2021,other,total,within_county,100_to_149,190.0,reason_2021_mig17_02.xlsx
2021,employment,new_job_or_job_transfer,within_county,all,400.0,reason_2021_mig17_02.xlsx
2021,employment,other_job_related_reason,within_county,all,28.0,reason_2021_mig17_02.xlsx
2021,employment,retired,within_county,all,82.0,reason_2021_mig17_02.xlsx
2021,employment,to_be_closer_to_work_easier_commute,within_county,all,823.0,reason_2021_mig17_02.xlsx
2021,employment,to_look_for_work_or_lost_job,within_county,all,134.0,reason_2021_mig17_02.xlsx
