year,reason_collapsed,reason_specific,move_type,poverty_status,count,source_file
2019,family,total,all,100_to_149,812.0,reason_2019_tab17_1.xls
2019,housing,better_neighborhood,all,100_to_149,102.0,reason_2019_tab17_1.xls
2019,housing,cheaper_housing,all,100_to_149,296.0,reason_2019_tab17_1.xls
2019,housing,foreclosure_eviction,all,100_to_149,29.0,reason_2019_tab17_1.xls
2019,housing,newer_better_larger_home,all,100_to_149,586.0,reason_2019_tab17_1.xls
2019,housing,other_housing_reason,all,100_to_149,249.0,reason_2019_tab17_1.xls
2019,housing,own_home_not_rent,all,100_to_149,197.0,reason_2019_tab17_1.xls
2019,housing,total,all,100_to_149,1458.0,reason_2019_tab17_1.xls
2019,other,change_of_climate,all,100_to_149,33.0,reason_2019_tab17_1.xls
2019,other,health_reasons,all,100_to_149,98.0,reason_2019_tab17_1.xls
2019,other,natural_disaster,all,100_to_149,27.0,reason_2019_tab17_1.xls
2019,other,other_reasons,all,100_to_149,164.0,reason_2019_tab17_1.xls
2019,other,to_attend_or_leave_college,all,100_to_149,87.0,reason_2019_tab17_1.xls
2019,other,total,all,100_to_149,410.0,reason_2019_tab17_1.xls
2019,employment,new_job_or_job_transfer,all,all,3781.0,reason_2019_tab17_1.xls
2019,employment,other_job_related_reason,all,all,367.0,reason_2019_tab17_1.xls
2019,employment,retired,all,all,305.0,reason_2019_tab17_1.xls
2019,employment,to_be_closer_to_work_easier_commute,all,all,1932.0,reason_2019_tab17_1.xls
2019,employment,to_look_for_work_or_lost_job,all,all,278.0,reason_2019_tab17_1.xls
2019,employment,total,all,all,6662.0,reason_2019_tab17_1.xls
2019,family,change_in_marital_status,all,all,1555.0,reason_2019_tab17_1.xls
2019,family,other_family_reason,all,all,3252.0,reason_2019_tab17_1.xls
2019,family,to_establish_own_household,all,all,3588.0,reason_2019_tab17_1.xls
2019,family,total,all,all,8395.0,reason_2019_tab17_1.xls
2019,housing,better_neighborhood,all,all,936.0,reason_2019_tab17_1.xls
2019,housing,cheaper_housing,all,all,2094.0,reason_2019_tab17_1.xls
2019,housing,foreclosure_eviction,all,all,216.0,reason_2019_tab17_1.xls
2019,housing,newer_better_larger_home,all,all,5338.0,reason_2019_tab17_1.xls
2019,housing,other_housing_reason,all,all,2110.0,reason_2019_tab17_1.xls
2019,housing,own_home_not_rent,all,all,1982.0,reason_2019_tab17_1.xls
2019,housing,total,all,all,12676.0,reason_2019_tab17_1.xls
2019,other,change_of_climate,all,all,226.0,reason_2019_tab17_1.xls
2019,other,health_reasons,all,all,733.0,reason_2019_tab17_1.xls
2019,other,natural_disaster,all,all,173.0,reason_2019_tab17_1.xls
2019,other,other_reasons,all,all,1691.0,reason_2019_tab17_1.xls
2019,other,to_attend_or_leave_college,all,all,814.0,reason_2019_tab17_1.xls
2019,other,total,all,all,3638.0,reason_2019_tab17_1.xls
2019,employment,new_job_or_job_transfer,all,at_or_above_150,2981.0,reason_2019_tab17_1.xls
2019,employment,other_job_related_reason,all,at_or_above_150,316.0,reason_2019_tab17_1.xls
2019,employment,retired,all,at_or_above_150,260.0,reason_2019_tab17_1.xls
2019,employment,to_be_closer_to_work_easier_commute,all,at_or_above_150,1472.0,reason_2019_tab17_1.xls
2019,employment,to_look_for_work_or_lost_job,all,at_or_above_150,179.0,reason_2019_tab17_1.xls
2019,employment,total,all,at_or_above_150,5209.0,reason_2019_tab17_1.xls
2019,family,change_in_marital_status,all,at_or_above_150,1198.0,reason_2019_tab17_1.xls
2019,family,other_family_reason,all,at_or_above_150,2275.0,reason_2019_tab17_1.xls
2019,family,to_establish_own_household,all,at_or_above_150,2511.0,reason_2019_tab17_1.xls
2019,family,total,all,at_or_above_150,5984.0,reason_2019_tab17_1.xls
2019,housing,better_neighborhood,all,at_or_above_150,554.0,reason_2019_tab17_1.xls
2019,housing,cheaper_housing,all,at_or_above_150,1146.0,reason_2019_tab17_1.xls
2019,housing,foreclosure_eviction,all,at_or_above_150,130.0,reason_2019_tab17_1.xls
2019,housing,newer_better_larger_home,all,at_or_above_150,3855.0,reason_2019_tab17_1.xls
2019,housing,other_housing_reason,all,at_or_above_150,1392.0,reason_2019_tab17_1.xls
2019,housing,own_home_not_rent,all,at_or_above_150,1674.0,reason_2019_tab17_1.xls
2019,housing,total,all,at_or_above_150,8751.0,reason_2019_tab17_1.xls
2019,other,change_of_climate,all,at_or_above_150,159.0,reason_2019_tab17_1.xls
2019,other,health_reasons,all,at_or_above_150,472.0,reason_2019_tab17_1.xls
2019,other,natural_disaster,all,at_or_above_150,107.0,reason_2019_tab17_1.xls
2019,other,other_reasons,all,at_or_above_150,1106.0,reason_2019_tab17_1.xls
2019,other,to_attend_or_leave_college,all,at_or_above_150,504.0,reason_2019_tab17_1.xls
2019,other,total,all,at_or_above_150,2349.0,reason_2019_tab17_1.xls
2019,employment,new_job_or_job_transfer,all,below_100,500.0,reason_2019_tab17_1.xls
2019,employment,other_job_related_reason,all,below_100,42.0,reason_2019_tab17_1.xls
2019,employment,retired,all,below_100,31.0,reason_2019_tab17_1.xls
2019,employment,to_be_closer_to_work_easier_commute,all,below_100,255.0,reason_2019_tab17_1.xls
2019,employment,to_look_for_work_or_lost_job,all,below_100,64.0,reason_2019_tab17_1.xls
2019,employment,total,all,below_100,891.0,reason_2019_tab17_1.xls
2019,family,change_in_marital_status,all,below_100,248.0,reason_2019_tab17_1.xls
2019,family,other_family_reason,all,below_100,635.0,reason_2019_tab17_1.xls
2019,family,to_establish_own_household,all,below_100,716.0,reason_2019_tab17_1.xls
2019,family,total,all,below_100,1600.0,reason_2019_tab17_1.xls
2019,housing,better_neighborhood,all,below_100,281.0,reason_2019_tab17_1.xls
2019,housing,cheaper_housing,all,below_100,653.0,reason_2019_tab17_1.xls
2019,housing,foreclosure_eviction,all,below_100,57.0,reason_2019_tab17_1.xls
2019,housing,newer_better_larger_home,all,below_100,896.0,reason_2019_tab17_1.xls
2019,housing,other_housing_reason,all,below_100,469.0,reason_2019_tab17_1.xls
2019,housing,own_home_not_rent,all,below_100,111.0,reason_2019_tab17_1.xls
2019,housing,total,all,below_100,2467.0,reason_2019_tab17_1.xls
2019,other,change_of_climate,all,below_100,33.0,reason_2019_tab17_1.xls
2019,other,health_reasons,all,below_100,163.0,reason_2019_tab17_1.xls
2019,other,natural_disaster,all,below_100,39.0,reason_2019_tab17_1.xls
2019,other,other_reasons,all,below_100,420.0,reason_2019_tab17_1.xls
2019,other,to_attend_or_leave_college,all,below_100,222.0,reason_2019_tab17_1.xls
2019,other,total,all,below_100,878.0,reason_2019_tab17_1.xls
2019,employment,new_job_or_job_transfer,different_county,100_to_149,234.0,reason_2019_tab17_3.xls
2019,employment,retired,different_county,100_to_149,7.0,reason_2019_tab17_3.xls
2019,employment,to_be_closer_to_work_easier_commute,different_county,100_to_149,83.0,reason_2019_tab17_3.xls
2019,employment,to_look_for_work_or_lost_job,different_county,100_to_149,24.0,reason_2019_tab17_3.xls
2019,employment,total,different_county,100_to_149,347.0,reason_2019_tab17_3.xls
2019,family,change_in_marital_status,different_county,100_to_149,46.0,reason_2019_tab17_3.xls
2019,family,other_family_reason,different_county,100_to_149,135.0,reason_2019_tab17_3.xls
2019,family,to_establish_own_household,different_county,100_to_149,129.0,reason_2019_tab17_3.xls
2019,family,total,different_county,100_to_149,309.0,reason_2019_tab17_3.xls
2019,housing,better_neighborhood,different_county,100_to_149,17.0,reason_2019_tab17_3.xls
2019,housing,cheaper_housing,different_county,100_to_149,67.0,reason_2019_tab17_3.xls
2019,housing,newer_better_larger_home,different_county,100_to_149,70.0,reason_2019_tab17_3.xls
2019,housing,other_housing_reason,different_county,100_to_149,58.0,reason_2019_tab17_3.xls
2019,housing,own_home_not_rent,different_county,100_to_149,83.0,reason_2019_tab17_3.xls
2019,housing,total,different_county,100_to_149,294.0,reason_2019_tab17_3.xls
2019,other,change_of_climate,different_county,100_to_149,29.0,reason_2019_tab17_3.xls
2019,other,health_reasons,different_county,100_to_149,42.0,reason_2019_tab17_3.xls
2019,other,natural_disaster,different_county,100_to_149,4.0,reason_2019_tab17_3.xls
2019,other,other_reasons,different_county,100_to_149,34.0,reason_2019_tab17_3.xls
2019,other,to_attend_or_leave_college,different_county,100_to_149,44.0,reason_2019_tab17_3.xls
2019,other,total,different_county,100_to_149,153.0,reason_2019_tab17_3.xls
2019,employment,new_job_or_job_transfer,different_county,all,2667.0,reason_2019_tab17_3.xls
2019,employment,other_job_related_reason,different_county,all,143.0,reason_2019_tab17_3.xls
2019,employment,retired,different_county,all,183.0,reason_2019_tab17_3.xls
2019,employment,to_be_closer_to_work_easier_commute,different_county,all,810.0,reason_2019_tab17_3.xls
2019,employment,to_look_for_work_or_lost_job,different_county,all,134.0,reason_2019_tab17_3.xls
2019,employment,total,different_county,all,3937.0,reason_2019_tab17_3.xls
2019,family,change_in_marital_status,different_county,all,543.0,reason_2019_tab17_3.xls
2019,family,other_family_reason,different_county,all,1428.0,reason_2019_tab17_3.xls
2019,family,to_establish_own_household,different_county,all,1045.0,reason_2019_tab17_3.xls
2019,family,total,different_county,all,3016.0,reason_2019_tab17_3.xls
2019,housing,better_neighborhood,different_county,all,223.0,reason_2019_tab17_3.xls
2019,housing,cheaper_housing,different_county,all,474.0,reason_2019_tab17_3.xls
2019,housing,foreclosure_eviction,different_county,all,55.0,reason_2019_tab17_3.xls
2019,housing,newer_better_larger_home,different_county,all,1145.0,reason_2019_tab17_3.xls
2019,housing,other_housing_reason,different_county,all,490.0,reason_2019_tab17_3.xls
2019,housing,own_home_not_rent,different_county,all,534.0,reason_2019_tab17_3.xls
2019,housing,total,different_county,all,2922.0,reason_2019_tab17_3.xls
2019,other,change_of_climate,different_county,all,182.0,reason_2019_tab17_3.xls
2019,other,health_reasons,different_county,all,314.0,reason_2019_tab17_3.xls
2019,other,natural_disaster,different_county,all,58.0,reason_2019_tab17_3.xls
2019,other,other_reasons,different_county,all,530.0,reason_2019_tab17_3.xls
2019,other,to_attend_or_leave_college,different_county,all,441.0,reason_2019_tab17_3.xls
2019,other,total,different_county,all,1526.0,reason_2019_tab17_3.xls
2019,employment,new_job_or_job_transfer,different_county,at_or_above_150,2155.0,reason_2019_tab17_3.xls
2019,employment,other_job_related_reason,different_county,at_or_above_150,124.0,reason_2019_tab17_3.xls
2019,employment,retired,different_county,at_or_above_150,161.0,reason_2019_tab17_3.xls
2019,employment,to_be_closer_to_work_easier_commute,different_county,at_or_above_150,627.0,reason_2019_tab17_3.xls
2019,employment,to_look_for_work_or_lost_job,different_county,at_or_above_150,82.0,reason_2019_tab17_3.xls
2019,employment,total,different_county,at_or_above_150,3149.0,reason_2019_tab17_3.xls
2019,family,change_in_marital_status,different_county,at_or_above_150,387.0,reason_2019_tab17_3.xls
2019,family,other_family_reason,different_county,at_or_above_150,1019.0,reason_2019_tab17_3.xls
2019,family,to_establish_own_household,different_county,at_or_above_150,746.0,reason_2019_tab17_3.xls
2019,family,total,different_county,at_or_above_150,2152.0,reason_2019_tab17_3.xls
2019,housing,better_neighborhood,different_county,at_or_above_150,129.0,reason_2019_tab17_3.xls
2019,housing,cheaper_housing,different_county,at_or_above_150,306.0,reason_2019_tab17_3.xls
2019,housing,foreclosure_eviction,different_county,at_or_above_150,51.0,reason_2019_tab17_3.xls
2019,housing,newer_better_larger_home,different_county,at_or_above_150,922.0,reason_2019_tab17_3.xls
2019,housing,other_housing_reason,different_county,at_or_above_150,336.0,reason_2019_tab17_3.xls
2019,housing,own_home_not_rent,different_county,at_or_above_150,420.0,reason_2019_tab17_3.xls
2019,housing,total,different_county,at_or_above_150,2164.0,reason_2019_tab17_3.xls
2019,other,change_of_climate,different_county,at_or_above_150,150.0,reason_2019_tab17_3.xls
2019,other,health_reasons,different_county,at_or_above_150,216.0,reason_2019_tab17_3.xls
2019,other,natural_disaster,different_county,at_or_above_150,31.0,reason_2019_tab17_3.xls
2019,other,other_reasons,different_county,at_or_above_150,376.0,reason_2019_tab17_3.xls
2019,other,to_attend_or_leave_college,different_county,at_or_above_150,287.0,reason_2019_tab17_3.xls
2019,other,total,different_county,at_or_above_150,1059.0,reason_2019_tab17_3.xls
2019,employment,new_job_or_job_transfer,different_county,below_100,278.0,reason_2019_tab17_3.xls
2019,employment,other_job_related_reason,different_county,below_100,19.0,reason_2019_tab17_3.xls
2019,employment,retired,different_county,below_100,16.0,reason_2019_tab17_3.xls
2019,employment,to_be_closer_to_work_easier_commute,different_county,below_100,100.0,reason_2019_tab17_3.xls
2019,employment,to_look_for_work_or_lost_job,different_county,below_100,29.0,reason_2019_tab17_3.xls
2019,employment,total,different_county,below_100,441.0,reason_2019_tab17_3.xls
2019,family,change_in_marital_status,different_county,below_100,110.0,reason_2019_tab17_3.xls
2019,family,other_family_reason,different_county,below_100,274.0,reason_2019_tab17_3.xls
2019,family,to_establish_own_household,different_county,below_100,171.0,reason_2019_tab17_3.xls
2019,family,total,different_county,below_100,555.0,reason_2019_tab17_3.xls
2019,housing,better_neighborhood,different_county,below_100,77.0,reason_2019_tab17_3.xls
2019,housing,cheaper_housing,different_county,below_100,102.0,reason_2019_tab17_3.xls
2019,housing,foreclosure_eviction,different_county,below_100,4.0,reason_2019_tab17_3.xls
2019,housing,newer_better_larger_home,different_county,below_100,154.0,reason_2019_tab17_3.xls
2019,housing,other_housing_reason,different_county,below_100,96.0,reason_2019_tab17_3.xls
2019,housing,own_home_not_rent,different_county,below_100,31.0,reason_2019_tab17_3.xls
2019,housing,total,different_county,below_100,463.0,reason_2019_tab17_3.xls
2019,other,change_of_climate,different_county,below_100,4.0,reason_2019_tab17_3.xls
2019,other,health_reasons,different_county,below_100,56.0,reason_2019_tab17_3.xls
2019,other,natural_disaster,different_county,below_100,24.0,reason_2019_tab17_3.xls
2019,other,other_reasons,different_county,below_100,120.0,reason_2019_tab17_3.xls
2019,other,to_attend_or_leave_college,different_county,below_100,110.0,reason_2019_tab17_3.xls
2019,other,total,different_county,below_100,313.0,reason_2019_tab17_3.xls
2019,employment,new_job_or_job_transfer,from_abroad,100_to_149,5.0,reason_2019_tab17_4.xls
2019,employment,to_be_closer_to_work_easier_commute,from_abroad,100_to_149,3.0,reason_2019_tab17_4.xls
2019,employment,total,from_abroad,100_to_149,8.0,reason_2019_tab17_4.xls
2019,family,change_in_marital_status,from_abroad,100_to_149,1.0,reason_2019_tab17_4.xls
2019,family,other_family_reason,from_abroad,100_to_149,32.0,reason_2019_tab17_4.xls
2019,family,to_establish_own_household,from_abroad,100_to_149,2.0,reason_2019_tab17_4.xls
2019,family,total,from_abroad,100_to_149,35.0,reason_2019_tab17_4.xls
2019,housing,cheaper_housing,from_abroad,100_to_149,3.0,reason_2019_tab17_4.xls
2019,housing,total,from_abroad,100_to_149,3.0,reason_2019_tab17_4.xls
2019,other,other_reasons,from_abroad,100_to_149,10.0,reason_2019_tab17_4.xls
2019,other,to_attend_or_leave_college,from_abroad,100_to_149,10.0,reason_2019_tab17_4.xls
2019,other,total,from_abroad,100_to_149,20.0,reason_2019_tab17_4.xls
2019,employment,new_job_or_job_transfer,from_abroad,all,257.0,reason_2019_tab17_4.xls
2019,employment,other_job_related_reason,from_abroad,all,49.0,reason_2019_tab17_4.xls
2019,employment,retired,from_abroad,all,8.0,reason_2019_tab17_4.xls
2019,employment,to_be_closer_to_work_easier_commute,from_abroad,all,36.0,reason_2019_tab17_4.xls
2019,employment,to_look_for_work_or_lost_job,from_abroad,all,15.0,reason_2019_tab17_4.xls
2019,employment,total,from_abroad,all,365.0,reason_2019_tab17_4.xls
2019,family,change_in_marital_status,from_abroad,all,43.0,reason_2019_tab17_4.xls
2019,family,other_family_reason,from_abroad,all,185.0,reason_2019_tab17_4.xls
2019,family,to_establish_own_household,from_abroad,all,39.0,reason_2019_tab17_4.xls
2019,family,total,from_abroad,all,266.0,reason_2019_tab17_4.xls
2019,housing,better_neighborhood,from_abroad,all,3.0,reason_2019_tab17_4.xls
2019,housing,cheaper_housing,from_abroad,all,14.0,reason_2019_tab17_4.xls
2019,housing,foreclosure_eviction,from_abroad,all,3.0,reason_2019_tab17_4.xls
2019,housing,newer_better_larger_home,from_abroad,all,18.0,reason_2019_tab17_4.xls
2019,housing,other_housing_reason,from_abroad,all,21.0,reason_2019_tab17_4.xls
2019,housing,own_home_not_rent,from_abroad,all,20.0,reason_2019_tab17_4.xls
2019,housing,total,from_abroad,all,77.0,reason_2019_tab17_4.xls
2019,other,change_of_climate,from_abroad,all,25.0,reason_2019_tab17_4.xls
2019,other,natural_disaster,from_abroad,all,22.0,reason_2019_tab17_4.xls
2019,other,other_reasons,from_abroad,all,240.0,reason_2019_tab17_4.xls
2019,other,to_attend_or_leave_college,from_abroad,all,141.0,reason_2019_tab17_4.xls
2019,other,total,from_abroad,all,428.0,reason_2019_tab17_4.xls
2019,employment,new_job_or_job_transfer,from_abroad,at_or_above_150,190.0,reason_2019_tab17_4.xls
2019,employment,other_job_related_reason,from_abroad,at_or_above_150,45.0,reason_2019_tab17_4.xls
2019,employment,to_be_closer_to_work_easier_commute,from_abroad,at_or_above_150,9.0,reason_2019_tab17_4.xls
2019,employment,to_look_for_work_or_lost_job,from_abroad,at_or_above_150,2.0,reason_2019_tab17_4.xls
2019,employment,total,from_abroad,at_or_above_150,246.0,reason_2019_tab17_4.xls
2019,family,change_in_marital_status,from_abroad,at_or_above_150,33.0,reason_2019_tab17_4.xls
2019,family,other_family_reason,from_abroad,at_or_above_150,109.0,reason_2019_tab17_4.xls
2019,family,to_establish_own_household,from_abroad,at_or_above_150,23.0,reason_2019_tab17_4.xls
2019,family,total,from_abroad,at_or_above_150,164.0,reason_2019_tab17_4.xls
2019,housing,better_neighborhood,from_abroad,at_or_above_150,3.0,reason_2019_tab17_4.xls
2019,housing,cheaper_housing,from_abroad,at_or_above_150,5.0,reason_2019_tab17_4.xls
2019,housing,foreclosure_eviction,from_abroad,at_or_above_150,2.0,reason_2019_tab17_4.xls
2019,housing,newer_better_larger_home,from_abroad,at_or_above_150,16.0,reason_2019_tab17_4.xls
2019,housing,other_housing_reason,from_abroad,at_or_above_150,13.0,reason_2019_tab17_4.xls
2019,housing,own_home_not_rent,from_abroad,at_or_above_150,4.0,reason_2019_tab17_4.xls
2019,housing,total,from_abroad,at_or_above_150,42.0,reason_2019_tab17_4.xls
2019,other,natural_disaster,from_abroad,at_or_above_150,11.0,reason_2019_tab17_4.xls
2019,other,other_reasons,from_abroad,at_or_above_150,129.0,reason_2019_tab17_4.xls
2019,other,to_attend_or_leave_college,from_abroad,at_or_above_150,87.0,reason_2019_tab17_4.xls
2019,other,total,from_abroad,at_or_above_150,226.0,reason_2019_tab17_4.xls
2019,employment,new_job_or_job_transfer,from_abroad,below_100,63.0,reason_2019_tab17_4.xls
2019,employment,other_job_related_reason,from_abroad,below_100,4.0,reason_2019_tab17_4.xls
2019,employment,retired,from_abroad,below_100,8.0,reason_2019_tab17_4.xls
2019,employment,to_be_closer_to_work_easier_commute,from_abroad,below_100,23.0,reason_2019_tab17_4.xls
2019,employment,to_look_for_work_or_lost_job,from_abroad,below_100,13.0,reason_2019_tab17_4.xls
2019,employment,total,from_abroad,below_100,111.0,reason_2019_tab17_4.xls
2019,family,change_in_marital_status,from_abroad,below_100,9.0,reason_2019_tab17_4.xls
2019,family,other_family_reason,from_abroad,below_100,44.0,reason_2019_tab17_4.xls
2019,family,to_establish_own_household,from_abroad,below_100,15.0,reason_2019_tab17_4.xls
2019,family,total,from_abroad,below_100,68.0,reason_2019_tab17_4.xls
2019,housing,cheaper_housing,from_abroad,below_100,6.0,reason_2019_tab17_4.xls
2019,housing,foreclosure_eviction,from_abroad,below_100,1.0,reason_2019_tab17_4.xls
2019,housing,newer_better_larger_home,from_abroad,below_100,2.0,reason_2019_tab17_4.xls
2019,housing,other_housing_reason,from_abroad,below_100,8.0,reason_2019_tab17_4.xls
2019,housing,own_home_not_rent,from_abroad,below_100,16.0,reason_2019_tab17_4.xls
2019,housing,total,from_abroad,below_100,32.0,reason_2019_tab17_4.xls
2019,other,change_of_climate,from_abroad,below_100,25.0,reason_2019_tab17_4.xls
2019,other,natural_disaster,from_abroad,below_100,11.0,reason_2019_tab17_4.xls
2019,other,other_reasons,from_abroad,below_100,101.0,reason_2019_tab17_4.xls
2019,other,to_attend_or_leave_college,from_abroad,below_100,44.0,reason_2019_tab17_4.xls
2019,other,total,from_abroad,below_100,182.0,reason_2019_tab17_4.xls
2019,employment,new_job_or_job_transfer,within_county,100_to_149,61.0,reason_2019_tab17_2.xls
2019,employment,other_job_related_reason,within_county,100_to_149,10.0,reason_2019_tab17_2.xls
2019,employment,retired,within_county,100_to_149,7.0,reason_2019_tab17_2.xls
2019,employment,to_be_closer_to_work_easier_commute,within_county,100_to_149,119.0,reason_2019_tab17_2.xls
2019,employment,to_look_for_work_or_lost_job,within_county,100_to_149,10.0,reason_2019_tab17_2.xls
2019,employment,total,within_county,100_to_149,207.0,reason_2019_tab17_2.xls
2019,family,change_in_marital_status,within_county,100_to_149,62.0,reason_2019_tab17_2.xls
2019,family,other_family_reason,within_county,100_to_149,176.0,reason_2019_tab17_2.xls
2019,family,to_establish_own_household,within_county,100_to_149,230.0,reason_2019_tab17_2.xls
2019,family,total,within_county,100_to_149,468.0,reason_2019_tab17_2.xls
2019,housing,better_neighborhood,within_county,100_to_149,85.0,reason_2019_tab17_2.xls
2019,housing,cheaper_housing,within_county,100_to_149,227.0,reason_2019_tab17_2.xls
2019,housing,foreclosure_eviction,within_county,100_to_149,29.0,reason_2019_tab17_2.xls
2019,housing,newer_better_larger_home,within_county,100_to_149,517.0,reason_2019_tab17_2.xls
2019,housing,other_housing_reason,within_county,100_to_149,190.0,reason_2019_tab17_2.xls
2019,housing,own_home_not_rent,within_county,100_to_149,114.0,reason_2019_tab17_2.xls
2019,housing,total,within_county,100_to_149,1161.0,reason_2019_tab17_2.xls
2019,other,change_of_climate,within_county,100_to_149,4.0,reason_2019_tab17_2.xls
2019,other,health_reasons,within_county,100_to_149,57.0,reason_2019_tab17_2.xls
2019,other,natural_disaster,within_county,100_to_149,23.0,reason_2019_tab17_2.xls
2019,other,other_reasons,within_county,100_to_149,120.0,reason_2019_tab17_2.xls
2019,other,to_attend_or_leave_college,within_county,100_to_149,33.0,reason_2019_tab17_2.xls
2019,other,total,within_county,100_to_149,237.0,reason_2019_tab17_2.xls
2019,employment,new_job_or_job_transfer,within_county,all,856.0,reason_2019_tab17_2.xls
2019,employment,other_job_related_reason,within_county,all,175.0,reason_2019_tab17_2.xls
2019,employment,retired,within_county,all,114.0,reason_2019_tab17_2.xls
2019,employment,to_be_closer_to_work_easier_commute,within_county,all,1086.0,reason_2019_tab17_2.xls
2019,employment,to_look_for_work_or_lost_job,within_county,all,129.0,reason_2019_tab17_2.xls
2019,employment,total,within_county,all,2359.0,reason_2019_tab17_2.xls
2019,family,change_in_marital_status,within_county,all,970.0,reason_2019_tab17_2.xls
2019,family,other_family_reason,within_county,all,1639.0,reason_2019_tab17_2.xls
2019,family,to_establish_own_household,within_county,all,2504.0,reason_2019_tab17_2.xls
2019,family,total,within_county,all,5113.0,reason_2019_tab17_2.xls
2019,housing,better_neighborhood,within_county,all,711.0,reason_2019_tab17_2.xls
2019,housing,cheaper_housing,within_county,all,1607.0,reason_2019_tab17_2.xls
2019,housing,foreclosure_eviction,within_county,all,158.0,reason_2019_tab17_2.xls
2019,housing,newer_better_larger_home,within_county,all,4175.0,reason_2019_tab17_2.xls
2019,housing,other_housing_reason,within_county,all,1599.0,reason_2019_tab17_2.xls
2019,housing,own_home_not_rent,within_county,all,1428.0,reason_2019_tab17_2.xls
2019,housing,total,within_county,all,9678.0,reason_2019_tab17_2.xls
2019,other,change_of_climate,within_county,all,18.0,reason_2019_tab17_2.xls
2019,other,health_reasons,within_county,all,420.0,reason_2019_tab17_2.xls
2019,other,natural_disaster,within_county,all,93.0,reason_2019_tab17_2.xls
2019,other,other_reasons,within_county,all,920.0,reason_2019_tab17_2.xls
2019,other,to_attend_or_leave_college,within_county,all,232.0,reason_2019_tab17_2.xls
2019,other,total,within_county,all,1684.0,reason_2019_tab17_2.xls
2019,employment,new_job_or_job_transfer,within_county,at_or_above_150,636.0,reason_2019_tab17_2.xls
2019,employment,other_job_related_reason,within_county,at_or_above_150,146.0,reason_2019_tab17_2.xls
2019,employment,retired,within_county,at_or_above_150,100.0,reason_2019_tab17_2.xls
2019,employment,to_be_closer_to_work_easier_commute,within_county,at_or_above_150,836.0,reason_2019_tab17_2.xls
2019,employment,to_look_for_work_or_lost_job,within_county,at_or_above_150,95.0,reason_2019_tab17_2.xls
2019,employment,total,within_county,at_or_above_150,1814.0,reason_2019_tab17_2.xls
2019,family,change_in_marital_status,within_county,at_or_above_150,779.0,reason_2019_tab17_2.xls
2019,family,other_family_reason,within_county,at_or_above_150,1147.0,reason_2019_tab17_2.xls
2019,family,to_establish_own_household,within_county,at_or_above_150,1742.0,reason_2019_tab17_2.xls
2019,family,total,within_county,at_or_above_150,3668.0,reason_2019_tab17_2.xls
2019,housing,better_neighborhood,within_county,at_or_above_150,422.0,reason_2019_tab17_2.xls
2019,housing,cheaper_housing,within_county,at_or_above_150,835.0,reason_2019_tab17_2.xls
2019,housing,foreclosure_eviction,within_county,at_or_above_150,77.0,reason_2019_tab17_2.xls
2019,housing,newer_better_larger_home,within_county,at_or_above_150,2918.0,reason_2019_tab17_2.xls
2019,housing,other_housing_reason,within_county,at_or_above_150,1043.0,reason_2019_tab17_2.xls
2019,housing,own_home_not_rent,within_county,at_or_above_150,1250.0,reason_2019_tab17_2.xls
2019,housing,total,within_county,at_or_above_150,6545.0,reason_2019_tab17_2.xls
2019,other,change_of_climate,within_county,at_or_above_150,10.0,reason_2019_tab17_2.xls
2019,other,health_reasons,within_county,at_or_above_150,256.0,reason_2019_tab17_2.xls
2019,other,natural_disaster,within_county,at_or_above_150,66.0,reason_2019_tab17_2.xls
2019,other,other_reasons,within_county,at_or_above_150,601.0,reason_2019_tab17_2.xls
2019,other,to_attend_or_leave_college,within_county,at_or_above_150,131.0,reason_2019_tab17_2.xls
2019,other,total,within_county,at_or_above_150,1063.0,reason_2019_tab17_2.xls
2019,employment,new_job_or_job_transfer,within_county,below_100,159.0,reason_2019_tab17_2.xls
2019,employment,other_job_related_reason,within_county,below_100,19.0,reason_2019_tab17_2.xls
2019,employment,retired,within_county,below_100,7.0,reason_2019_tab17_2.xls
2019,employment,to_be_closer_to_work_easier_commute,within_county,below_100,131.0,reason_2019_tab17_2.xls
2019,employment,to_look_for_work_or_lost_job,within_county,below_100,23.0,reason_2019_tab17_2.xls
2019,employment,total,within_county,below_100,339.0,reason_2019_tab17_2.xls
2019,family,change_in_marital_status,within_county,below_100,129.0,reason_2019_tab17_2.xls
2019,family,other_family_reason,within_county,below_100,317.0,reason_2019_tab17_2.xls
2019,family,to_establish_own_household,within_county,below_100,531.0,reason_2019_tab17_2.xls
2019,family,total,within_county,below_100,977.0,reason_2019_tab17_2.xls
2019,housing,better_neighborhood,within_county,below_100,203.0,reason_2019_tab17_2.xls
2019,housing,cheaper_housing,within_county,below_100,545.0,reason_2019_tab17_2.xls
2019,housing,foreclosure_eviction,within_county,below_100,52.0,reason_2019_tab17_2.xls
2019,housing,newer_better_larger_home,within_county,below_100,740.0,reason_2019_tab17_2.xls
2019,housing,other_housing_reason,within_county,below_100,366.0,reason_2019_tab17_2.xls
2019,housing,own_home_not_rent,within_county,below_100,65.0,reason_2019_tab17_2.xls
2019,housing,total,within_county,below_100,1971.0,reason_2019_tab17_2.xls
2019,other,change_of_climate,within_county,below_100,4.0,reason_2019_tab17_2.xls
2019,other,health_reasons,within_county,below_100,107.0,reason_2019_tab17_2.xls
