# contract_version=1.1 mode=production target_season=2025-26 train_seasons=2019-20-2020-21-2021-22-2022-23-2023-24-2024-25 source=v6.1_LOCKED_forward_rookie_aware note=as_if_25-26_unplayed
source,player_name,team,position,nba_api_id,games_proj,minutes_proj,PTS_proj,PTS_stddev_per_game,REB_proj,REB_stddev_per_game,AST_proj,AST_stddev_per_game,STL_proj,STL_stddev_per_game,BLK_proj,BLK_stddev_per_game,TOV_proj,TOV_stddev_per_game,FGM_proj,FGM_stddev_per_game,FGA_proj,FGA_stddev_per_game,FG_pct_proj,FTM_proj,FTM_stddev_per_game,FTA_proj,FTA_stddev_per_game,FT_pct_proj,3PM_proj,3PM_stddev_per_game,3PA_proj,3PA_stddev_per_game,3P_pct_proj,projection_method,years_in_league,draft_year,draft_pick,draft_round,pre_nba_league,pre_nba_team,cohort_size_n,auction_value_seed,resolve_value
nba_projections,Landry Shamet,NYK,Guard,1629013,50.0,15.2200,6.1235,1.2693,1.2366,0.3071,0.3805,0.3919,0.3805,0.1237,0.0000,0.0679,0.3805,0.2018,2.2263,0.4939,4.9782,0.8533,0.4472,0.4150,0.5325,0.5372,0.4399,0.7725,1.2559,0.1965,3.3273,0.4711,0.3775,cohort_regression,7,2018,26,1,NCAA_D1,Wichita St.,,1.00,1.00
nba_projections,Anfernee Simons,POR,Guard,1629014,70.0,32.7143,19.4624,2.7791,2.6004,0.6601,4.5297,0.8424,0.7829,0.2659,0.0839,0.1459,1.7056,0.4337,6.8918,1.0285,16.0213,1.8885,0.4302,2.5991,0.7868,2.9671,0.9456,0.8760,3.0797,0.5018,8.3959,1.1080,0.3668,cohort_regression,7,2018,24,1,G_LEAGUE,ACC,,12.66,12.66
nba_projections,Jarred Vanderbilt,LAL,Forward,1629020,36.0,16.1111,4.2487,1.4769,4.6682,0.4496,1.1955,0.3398,0.9109,0.1310,0.2277,0.1085,0.9678,0.2136,1.6978,0.5968,3.3785,1.1097,0.5025,0.6211,0.3845,0.8864,0.4657,0.7007,0.2319,0.5027,0.6983,0.8149,0.3321,cohort_regression,7,2018,41,2,NCAA_D1,Kentucky,,1.00,1.00
nba_projections,Moritz Wagner,ORL,Forward,1629021,30.0,18.8000,12.7634,1.5428,5.2042,0.5247,1.8865,0.3965,0.9107,0.1528,0.5855,0.1266,1.3661,0.2493,4.6632,0.5474,8.4518,1.0980,0.5517,2.6281,0.5375,3.4306,0.5434,0.7661,0.8090,0.2558,2.3065,0.6583,0.3507,cohort_regression,7,2018,25,1,NCAA_D1,Michigan,,1.00,1.00
nba_projections,Lonnie Walker IV,PHI,Guard,1629022,19.0,25.2105,13.0183,2.1258,3.2632,0.5087,2.6316,0.6492,0.5263,0.2049,0.2632,0.1124,1.3158,0.3342,4.7210,0.7917,10.9619,1.4481,0.4307,1.2901,0.6195,1.6322,0.7287,0.7904,2.2862,0.3728,6.2901,0.8414,0.3635,cohort_regression,7,2018,18,1,NCAA_D1,Miami (FL),,1.00,1.00
nba_projections,P.J. Washington,DAL,Forward,1629023,57.0,32.1579,16.2583,2.6688,8.0041,0.8974,2.4083,0.6782,0.9917,0.2614,1.0271,0.2166,2.4083,0.4264,5.9722,1.0102,13.3544,2.0148,0.4472,2.3460,0.5759,3.2301,0.9296,0.7263,1.9680,0.6084,5.5506,1.3414,0.3546,cohort_regression,6,2019,12,1,NCAA_D1,Kentucky,,1.00,1.00
nba_projections,Kenrich Williams,OKC,Guard,1629026,69.0,16.3913,6.1079,1.3632,3.3597,0.3307,1.6799,0.4221,0.5600,0.1333,0.1273,0.0731,0.5090,0.2173,2.4249,0.5039,5.0447,0.9421,0.4807,0.3346,0.3988,0.4539,0.4738,0.7371,0.9235,0.2398,2.4301,0.5482,0.3800,cohort_regression,7,,,,G_LEAGUE,TEX,,1.00,1.00
nba_projections,Trae Young,ATL,Guard,1629027,76.0,36.0263,25.3151,3.0580,2.7491,0.7269,11.2582,0.9277,1.0735,0.2929,0.0785,0.1607,4.9746,0.4776,7.8130,1.1106,18.6926,2.0892,0.4180,6.7672,0.8786,7.8259,1.0414,0.8647,2.9218,0.5811,8.4442,1.2362,0.3460,cohort_regression,7,2018,5,1,NCAA_D1,Oklahoma,,19.12,19.12
nba_projections,Goga Bitadze,ORL,Center,1629048,70.0,20.5000,5.3964,2.1048,6.2088,0.5721,1.9104,0.5279,0.6980,0.1667,1.5063,0.1381,0.8082,0.2718,2.4613,1.0697,4.2273,1.5386,0.5822,1.0105,0.3990,1.4840,0.5926,0.6809,0.0503,0.4299,0.1770,1.2037,0.2841,cohort_regression,6,2019,18,1,G_LEAGUE,FWN,,7.22,7.22
nba_projections,Robert Williams III,POR,Center,1629057,20.0,17.5500,3.4369,1.4787,6.3025,0.4898,0.8727,0.4519,0.4848,0.1427,1.8423,0.1182,0.8727,0.2327,1.7600,0.5643,3.0521,1.1576,0.5766,0.4783,0.6944,0.6072,0.5073,0.7878,0.0256,0.4254,0.0713,0.8167,0.3584,cohort_regression,7,,,,G_LEAGUE,MNE,,1.00,1.00
nba_projections,Rui Hachimura,LAL,Forward,1629060,59.0,31.6271,14.3251,2.6323,4.8575,0.8826,1.3473,0.6670,0.6737,0.2571,0.2482,0.2131,0.6737,0.4193,5.5128,0.9943,10.8834,1.7212,0.5065,1.6208,0.8920,2.1190,0.9142,0.7649,1.6787,0.4097,4.2483,0.8812,0.3952,cohort_regression,6,2019,9,1,NCAA_D1,Gonzaga,,6.15,6.15
nba_projections,Jock Landale,HOU,Center,1629111,42.0,11.8810,4.5515,0.9630,3.1347,0.3316,0.8514,0.3060,0.3483,0.0966,0.1161,0.0800,0.4257,0.1575,2.0479,0.3353,3.9981,0.6641,0.5122,0.7883,0.4159,1.0498,0.3434,0.7509,0.2543,0.1495,0.7174,0.3641,0.3544,cohort_regression,4,,,,,,,1.00,1.00
nba_projections,Jordan McLaughlin,SAC,Guard,1629162,45.0,7.0000,2.2058,0.5781,0.5168,0.1412,1.4564,0.1803,0.3289,0.0569,0.0470,0.0312,0.2819,0.0928,0.7415,0.2270,1.6475,0.3947,0.4501,0.2933,0.1502,0.3774,0.2023,0.7771,0.4296,0.0981,1.1044,0.2207,0.3890,cohort_regression,6,,,,G_LEAGUE,IWA,,1.00,1.00
nba_projections,Gabe Vincent,LAL,Guard,1629216,72.0,21.1944,7.2493,1.7594,1.1890,0.4276,1.4991,0.5458,0.5945,0.1723,0.1292,0.0945,0.4394,0.2810,2.6457,0.7716,6.5166,1.1336,0.4060,0.3297,0.6505,0.4255,0.6126,0.7748,1.6282,0.2691,4.6906,0.5509,0.3471,cohort_regression,6,,,,G_LEAGUE,SXF,,1.00,1.00
nba_projections,Drew Eubanks,UTA,Forward,1629234,60.0,12.4333,5.0947,1.0051,3.7218,0.3470,0.6544,0.2622,0.1636,0.1011,0.7362,0.0838,0.5726,0.1648,2.0845,0.3857,3.6069,0.7672,0.5779,0.8688,0.2889,1.2207,0.3594,0.7118,0.0569,0.2650,0.1485,0.5008,0.3832,cohort_regression,7,,,,G_LEAGUE,AUS,,1.00,1.00
nba_projections,Haywood Highsmith,MIA,Forward,1629312,74.0,24.5676,6.0958,2.1009,3.5786,0.6856,1.8177,0.5181,0.8237,0.1997,0.3408,0.1655,0.6532,0.3257,2.2932,0.7795,5.0091,1.4213,0.4578,0.3826,0.5308,0.5160,0.7101,0.7414,1.1267,0.3929,2.9830,0.8373,0.3777,cohort_regression,7,,,,G_LEAGUE,DEL,,1.00,1.00
nba_projections,Amir Coffey,LAC,Guard,1629599,72.0,24.2778,9.1688,2.0525,1.9296,0.4899,1.0080,0.6252,0.6048,0.1974,0.1152,0.1083,0.5760,0.3219,3.1771,0.7717,6.8040,1.4200,0.4669,1.4977,0.4822,1.7684,0.7018,0.8469,1.3167,0.4251,3.3536,0.8534,0.3926,cohort_regression,6,,,,G_LEAGUE,ACC,,1.00,1.00
nba_projections,DaQuan Jeffries,CHA,Guard,1629610,47.0,22.7660,6.9506,1.8746,2.4602,0.4593,0.9914,0.5863,0.4406,0.1851,0.5508,0.1015,0.6977,0.3018,2.6037,0.6962,6.2342,1.3044,0.4177,0.5296,0.6077,0.6742,0.6581,0.7855,1.2136,0.3115,3.5318,0.7542,0.3436,cohort_regression,6,,,,G_LEAGUE,WES,,1.00,1.00
nba_projections,Andrew Nembhard,IND,Guard,1629614,65.0,28.9692,9.2220,2.5743,3.1301,0.5845,4.7566,0.7460,1.1661,0.2355,0.2148,0.1292,1.6265,0.3841,3.5761,0.9554,7.7165,1.6564,0.4634,1.2636,0.6523,1.5996,0.8374,0.7900,0.8061,0.4858,2.4978,0.9537,0.3227,cohort_regression,3,2022,31,2,NCAA_D1,Gonzaga,,1.00,1.00
nba_projections,Jalen Pickett,DEN,Guard,1629618,48.0,13.8125,4.1547,1.1542,1.5187,0.2787,2.1333,0.3557,0.4339,0.1123,0.0723,0.0616,0.5062,0.1831,1.5996,0.4439,3.6525,0.7824,0.4379,0.1246,0.2864,0.1604,0.3993,0.7772,0.8309,0.1945,2.1872,0.4418,0.3799,cohort_regression,2,2023,32,2,NCAA_D1,Penn St.,,1.00,1.00
nba_projections,Max Strus,CLE,Guard,1629622,50.0,25.4600,9.6864,2.1258,4.2238,0.5137,3.1678,0.6556,0.3911,0.2070,0.1173,0.1135,1.1342,0.3376,3.4099,0.7898,7.8611,1.4775,0.4338,0.6896,0.5685,0.8620,0.7359,0.8000,2.1771,0.3744,5.8826,0.8755,0.3701,cohort_regression,6,,,,G_LEAGUE,WCB,,1.00,1.00
nba_projections,Bol Bol,PHX,Center,1629626,36.0,12.5000,6.0814,1.0250,2.8061,0.3488,0.7143,0.3219,0.2041,0.1016,0.5102,0.0842,0.5102,0.1657,2.6738,0.3911,5.0946,0.7068,0.5248,0.5999,0.3215,0.7734,0.3613,0.7757,0.7210,0.1424,2.0612,0.3977,0.3498,cohort_regression,6,2019,44,2,NCAA_D1,Oregon,,1.00,1.00
nba_projections,Zion Williamson,NOP,Forward,1629627,30.0,28.5333,25.6544,2.2950,6.4879,0.7963,5.6272,0.6018,1.2578,0.2320,0.6620,0.1922,2.8467,0.3783,9.9915,1.3125,17.7836,3.2777,0.5618,5.5594,0.7487,8.0368,0.8248,0.6917,0.1120,0.7393,0.3277,2.9940,0.3416,cohort_regression,6,2019,1,1,NCAA_D1,Duke,,1.00,1.00
nba_projections,RJ Barrett,TOR,Forward,1629628,58.0,32.2069,19.9306,2.7048,6.1433,0.8988,5.0891,0.6793,0.9451,0.2618,0.1818,0.2170,2.6173,0.4270,7.4400,0.9594,15.7541,1.8235,0.4723,3.3750,0.9993,4.9597,0.9310,0.6805,1.6757,0.4374,4.7891,1.0288,0.3499,cohort_regression,6,2019,3,1,NCAA_D1,Duke,,1.00,1.00
nba_projections,Cam Reddish,LAL,Forward,1629629,33.0,17.8485,3.8203,1.9481,2.2938,0.4981,0.6451,0.3764,1.0752,0.1451,0.2867,0.1202,0.3584,0.2366,1.3696,0.6511,3.2199,1.0466,0.4254,0.6021,0.5154,0.7971,0.5159,0.7554,0.4789,0.6090,1.4699,0.6319,0.3258,cohort_regression,6,2019,10,1,NCAA_D1,Duke,,1.00,1.00
nba_projections,Ja Morant,MEM,Guard,1629630,50.0,30.3000,23.6464,2.5591,3.6887,0.6114,6.6246,0.7803,1.1292,0.2463,0.1506,0.1351,3.3499,0.4017,8.2726,0.9247,18.0889,1.6866,0.4573,5.3937,0.8036,6.6979,0.8758,0.8053,1.7075,0.4129,5.3870,0.9155,0.3170,cohort_regression,6,2019,2,1,NCAA_D1,Murray State,,1.00,1.00
nba_projections,De'Andre Hunter,ATL,Forward,1629631,64.0,27.2188,15.1247,2.2704,4.5798,0.7596,1.4291,0.5741,0.7471,0.2213,0.2923,0.1834,1.0719,0.3609,5.0337,0.8258,10.7669,1.5833,0.4675,2.9405,0.7144,3.5169,0.7868,0.8361,2.1167,0.3774,5.3471,0.9422,0.3959,cohort_regression,6,2019,4,1,NCAA_D1,Virginia,,12.63,12.63
nba_projections,Brandon Clarke,MEM,Forward,1629634,64.0,18.8906,9.0916,1.5916,4.8908,0.5272,1.0699,0.3984,0.8559,0.1536,0.6113,0.1273,0.7336,0.2505,3.9764,1.5216,6.6346,3.3477,0.5993,1.1218,0.4509,1.5221,0.5461,0.7371,0.0169,0.7060,0.0555,3.2291,0.3051,cohort_regression,6,2019,21,1,NCAA_D1,Gonzaga,,2.23,2.23
nba_projections,Darius Garland,CLE,Guard,1629636,75.0,30.6667,19.9969,2.5930,3.2056,0.6188,6.6783,0.7897,1.3089,0.2493,0.0801,0.1368,2.5912,0.4066,7.1746,0.9645,15.3796,1.7311,0.4665,2.9797,0.7482,3.4908,0.8864,0.8536,2.6681,0.4646,6.7855,0.9704,0.3932,cohort_regression,6,2019,5,1,NCAA_D1,Vanderbilt,,30.84,30.84
nba_projections,Jaxson Hayes,LAL,Center,1629637,56.0,19.5179,6.7826,1.6445,5.0327,0.5447,1.0001,0.5026,0.5162,0.1587,0.8065,0.1315,0.7420,0.2588,3.0660,1.4949,4.6727,3.4589,0.6561,1.2311,0.6401,1.7970,0.5642,0.6851,0.0065,0.4044,0.0200,3.3363,0.3271,cohort_regression,6,2019,8,1,NCAA_D1,Texas,,1.00,1.00
nba_projections,Nickeil Alexander-Walker,MIN,Guard,1629638,82.0,25.2927,9.4280,2.1341,3.4318,0.5103,2.7633,0.6513,0.4903,0.2056,0.4680,0.1128,1.0474,0.3353,3.3225,0.8190,7.5387,1.4453,0.4407,1.0470,0.4766,1.3546,0.7311,0.7730,1.7360,0.4079,4.5672,0.8312,0.3801,cohort_regression,6,2019,17,1,NCAA_D1,Virginia Tech,,6.49,6.49
nba_projections,Tyler Herro,MIA,Guard,1629639,77.0,35.4026,24.1049,3.0547,4.6555,0.7143,5.9969,0.9117,1.0784,0.2878,0.3419,0.1579,2.7091,0.4694,8.5918,1.0928,18.4766,2.1493,0.4650,3.5613,0.7846,4.1283,1.0233,0.8626,3.3601,0.7293,8.9356,1.3712,0.3760,cohort_regression,6,2019,13,1,NCAA_D1,Kentucky,,37.20,37.20
nba_projections,Keldon Johnson,SAS,Forward,1629640,77.0,23.7792,13.4438,2.0037,4.7933,0.6636,1.8477,0.5015,0.6427,0.1933,0.2946,0.1602,1.1782,0.3153,5.0172,0.7206,10.6438,1.4327,0.4714,2.1236,0.6216,2.7410,0.6874,0.7747,1.2857,0.3887,3.8865,0.9039,0.3308,cohort_regression,6,2019,29,1,NCAA_D1,Kentucky,,1.00,1.00
nba_projections,Kevin Porter Jr.,LAC,Guard,1629645,75.0,19.7600,10.7828,1.6392,4.0393,0.3987,3.4935,0.5088,1.1736,0.1606,0.0546,0.0881,1.6376,0.2620,4.0580,0.6422,9.0299,1.1919,0.4494,1.8351,0.3761,2.3746,0.5712,0.7728,0.8317,0.2976,2.5429,0.7532,0.3271,cohort_regression,6,2019,30,1,G_LEAGUE,RGV,,1.00,1.00
nba_projections,Charles Bassey,SAS,Center,1629646,34.0,11.0882,3.3344,0.9342,4.5299,0.3094,0.5409,0.2855,0.4733,0.0901,0.6085,0.0747,0.6085,0.1470,1.7107,0.3456,3.0994,0.6422,0.5519,0.4915,0.2424,0.6709,0.3205,0.7325,0.0086,0.1442,0.0241,0.3791,0.3590,cohort_regression,4,2021,53,2,NCAA_D1,Western Ky.,,1.00,1.00
nba_projections,Moses Brown,IND,Center,1629650,12.0,10.0000,5.7463,0.8426,3.6667,0.2791,0.1667,0.2575,0.5000,0.0813,0.3333,0.0674,0.9167,0.1326,2.6619,0.2911,4.9905,0.5791,0.5334,1.0096,0.3644,1.4662,0.2891,0.6886,0.0000,0.1532,0.0000,0.3419,,cohort_regression,6,,,,G_LEAGUE,WES,,1.00,1.00
nba_projections,Nic Claxton,BKN,Center,1629651,70.0,26.9286,10.1037,2.1584,7.0176,0.7515,2.3670,0.6934,0.8076,0.2189,1.6152,0.1814,1.3088,0.3570,4.6952,0.7673,8.1011,1.5065,0.5796,1.2484,0.8543,2.1267,0.7784,0.5870,0.0519,0.1921,0.1565,0.8275,0.3315,cohort_regression,6,2019,31,2,G_LEAGUE,LIN,,9.36,9.36
nba_projections,Luguentz Dort,OKC,Guard,1629652,71.0,29.2535,10.1913,2.4153,3.7980,0.5902,1.6236,0.7533,1.1017,0.2378,0.3479,0.1305,0.7828,0.3878,3.5734,0.8587,8.2735,1.6440,0.4319,0.8882,3.5194,1.1514,0.8456,0.7714,2.1563,0.3745,5.4546,0.9125,0.3953,cohort_regression,6,,,,G_LEAGUE,OKL,,10.65,10.65
nba_projections,Daniel Gafford,DAL,Forward,1629655,57.0,21.5965,11.8195,1.8196,7.0314,0.6027,1.4398,0.4555,0.3348,0.1756,2.2768,0.1455,1.2724,0.2863,4.8718,0.6954,7.0864,1.2508,0.6875,2.0759,0.4413,2.9544,0.6243,0.7026,0.0000,0.3309,0.0000,0.7383,,cohort_regression,6,2019,38,2,NCAA_D1,Arkansas,,12.61,12.61
nba_projections,Quentin Grimes,DAL,Guard,1629656,75.0,26.8667,16.3491,2.2614,3.9647,0.5421,3.4283,0.6919,1.0961,0.2184,0.3032,0.1198,2.1689,0.3562,5.7372,0.8313,12.5218,1.5335,0.4582,2.2910,0.5773,3.0102,0.7766,0.7611,2.5838,0.4750,6.8299,0.8798,0.3783,cohort_regression,4,2021,25,1,NCAA_D1,Houston,,12.74,12.74
nba_projections,Talen Horton-Tucker,CHI,Guard,1629659,58.0,12.4483,6.7756,1.0501,1.4285,0.2512,1.3265,0.3206,0.3061,0.1012,0.1020,0.0555,0.7483,0.1650,2.4039,0.4065,5.4712,0.7298,0.4394,1.2482,0.2339,1.6403,0.3598,0.7610,0.7196,0.2242,2.1371,0.4404,0.3367,cohort_regression,6,2019,46,2,NCAA_D1,Iowa St.,,1.00,1.00
nba_projections,Ty Jerome,CLE,Guard,1629660,70.0,19.8571,12.9170,1.6322,2.4471,0.4007,2.9569,0.5113,0.9432,0.1614,0.0510,0.0886,1.3510,0.2633,4.7066,0.6094,9.2593,1.1327,0.5083,1.8803,0.4351,2.2348,0.5740,0.8414,1.6234,0.3027,3.8831,0.6491,0.4181,cohort_regression,6,2019,24,1,NCAA_D1,Virginia,,14.26,14.26
nba_projections,Cameron Johnson,BKN,Forward,1629661,57.0,31.5789,19.3635,2.7179,4.4793,0.8813,3.8820,0.6660,1.0825,0.2567,0.4106,0.2127,2.0903,0.4187,6.5227,0.9912,13.9063,1.8280,0.4691,3.3300,0.6917,3.8943,0.9128,0.8551,2.9880,0.5958,7.7026,1.0781,0.3879,cohort_regression,6,2019,11,1,NCAA_D1,UNC,,18.90,18.90
nba_projections,Jordan Poole,WAS,Guard,1629673,68.0,29.4706,20.2549,2.4763,3.2470,0.5946,4.3912,0.7589,1.0823,0.2396,0.3711,0.1314,2.5048,0.3907,6.7809,0.9413,15.7843,1.6424,0.4296,3.4979,0.7427,4.0502,0.8519,0.8636,3.1952,0.4241,8.7880,0.8941,0.3636,cohort_regression,6,2019,28,1,NCAA_D1,Michigan,,15.03,15.03
nba_projections,Neemias Queta,BOS,Center,1629674,60.0,14.3833,4.7744,1.2119,3.9974,0.4014,0.9713,0.3704,0.2989,0.1169,0.6351,0.0969,0.7472,0.1907,2.2898,0.4568,3.8111,0.8406,0.6008,0.7817,0.3149,1.0209,0.4158,0.7657,0.0000,0.0226,0.0000,0.5046,,cohort_regression,4,2021,39,2,NCAA_D1,Utah St.,,1.00,1.00
nba_projections,Matisse Thybulle,POR,Guard,1629680,15.0,20.7333,7.0325,1.6952,3.4667,0.4183,1.8667,0.5339,2.2000,0.1685,0.6000,0.0925,0.8667,0.2749,2.5998,0.6217,5.8269,1.1814,0.4462,0.4427,0.4733,0.6090,0.5993,0.7269,1.3903,0.3154,3.6920,0.6754,0.3766,cohort_regression,6,2019,20,1,NCAA_D1,Washington,,1.00,1.00
nba_projections,Grant Williams,CHA,Forward,1629684,16.0,29.9375,10.4508,2.5337,5.1250,0.8355,2.3125,0.6314,1.1250,0.2434,0.8125,0.2017,1.7500,0.3969,3.5501,0.9722,7.8652,1.7334,0.4514,1.6431,0.6109,2.0949,0.8654,0.7843,1.7075,0.4641,4.6095,1.0228,0.3704,cohort_regression,6,2019,22,1,NCAA_D1,Tennessee,,1.00,1.00
nba_projections,John Konchar,MEM,Guard,1629723,45.0,12.4000,2.1883,0.9982,3.0404,0.2502,0.9538,0.3193,0.9538,0.1008,0.1788,0.0553,0.3577,0.1644,0.8115,0.3339,1.8231,0.8136,0.4451,0.1581,0.3957,0.1997,0.3584,0.7920,0.4072,0.1442,1.1493,0.5709,0.3543,cohort_regression,6,,,,G_LEAGUE,MHU,,1.00,1.00
nba_projections,Garrison Mathews,ATL,Guard,1629726,47.0,17.7021,6.8316,1.5411,2.5615,0.3572,1.0978,0.4559,0.4117,0.1439,0.3659,0.0789,0.7776,0.2347,2.0025,0.5600,4.8643,1.0041,0.4117,1.1513,0.4661,1.4230,0.5117,0.8091,1.6753,0.3104,4.3431,0.5686,0.3857,cohort_regression,6,,,,G_LEAGUE,CCG,,1.00,1.00
nba_projections,Dean Wade,CLE,Forward,1629731,59.0,21.2712,5.2327,1.7945,3.5514,0.5936,1.2208,0.4486,0.5919,0.1729,0.1850,0.1433,0.4809,0.2820,1.8123,0.6196,4.2982,1.2520,0.4217,0.2893,1.0005,0.4055,0.6149,0.7133,1.3188,0.3319,3.6155,0.7607,0.3648,cohort_regression,6,,,,G_LEAGUE,CTN,,1.00,1.00
nba_projections,Javonte Green,NOP,Guard,1629750,68.0,18.4853,5.2251,1.5889,3.6484,0.3730,0.9382,0.4760,1.1814,0.1503,0.2432,0.0824,0.3475,0.2451,1.8599,0.6121,4.1529,0.9914,0.4478,0.8362,0.5352,1.1139,0.5343,0.7507,0.6692,0.2479,1.9548,0.4859,0.3423,cohort_regression,6,,,,G_LEAGUE,SCW,,1.00,1.00
nba_projections,Anthony Edwards,MIN,Guard,1630162,79.0,36.3038,29.3952,3.0546,5.6942,0.7325,4.9470,0.9349,1.0564,0.2951,0.7472,0.1619,3.0146,0.4813,9.9325,1.2234,22.0061,2.0109,0.4513,5.6215,0.7274,6.8173,1.0494,0.8246,3.9088,0.5515,10.1561,1.0786,0.3849,cohort_regression,5,2020,1,1,NCAA_D1,Georgia,,46.57,46.57
nba_projections,LaMelo Ball,CHA,Guard,1630163,47.0,32.0213,21.9408,2.7339,4.7063,0.6461,7.9361,0.8246,0.9689,0.2603,0.3691,0.1428,3.3682,0.4245,7.5558,1.0116,18.3661,1.9001,0.4114,3.5160,0.7339,4.2342,0.9256,0.8304,3.3130,0.4892,9.5828,1.1704,0.3457,cohort_regression,5,2020,3,1,NBL,Illawarra Hawks,,1.00,1.00
nba_projections,Deni Avdija,POR,Forward,1630166,72.0,30.0139,18.0574,2.5002,7.7472,0.8376,4.2584,0.6330,0.9235,0.2440,0.3078,0.2022,2.7962,0.3979,6.1310,0.9694,12.8232,1.6666,0.4781,4.0291,0.6372,5.2189,0.8676,0.7720,1.7664,0.4523,4.8878,0.8994,0.3614,cohort_regression,5,2020,9,1,OTHER_INTL,Maccabi Tel Aviv,,10.06,10.06
nba_projections,Obi Toppin,IND,Forward,1630167,79.0,19.5696,10.7893,1.6328,4.0305,0.5461,1.5970,0.4127,0.4056,0.1591,0.3295,0.1318,1.0393,0.2595,4.1336,0.6276,7.8614,1.0839,0.5258,1.0963,0.4628,1.4056,0.5657,0.7799,1.4258,0.2635,3.8673,0.5813,0.3687,cohort_regression,5,2020,8,1,NCAA_D1,Dayton,,5.76,5.76
nba_projections,Onyeka Okongwu,ATL,Forward,1630168,74.0,27.8378,13.1728,2.3044,8.9119,0.7769,2.3717,0.5871,0.9822,0.2263,0.8385,0.1875,1.3895,0.3691,5.1916,0.8424,9.1253,1.4962,0.5689,2.2172,0.7208,2.8838,0.8047,0.7688,0.5725,0.2997,1.7018,0.7384,0.3364,cohort_regression,5,2020,6,1,NCAA_D1,USC,,19.65,19.65
nba_projections,Tyrese Haliburton,IND,Guard,1630169,73.0,33.6027,19.4253,2.8008,3.5325,0.6780,10.1596,0.8653,1.7517,0.2732,0.7591,0.1499,1.5765,0.4455,6.8513,0.9928,14.4360,1.9896,0.4746,2.7238,0.9313,3.2462,0.9713,0.8391,2.9990,0.4989,7.8523,1.2211,0.3819,cohort_regression,5,2020,12,1,NCAA_D1,Iowa St.,,50.09,50.09
nba_projections,Devin Vassell,SAS,Guard,1630170,64.0,31.0000,15.8868,2.5990,4.2245,0.6255,2.6137,0.7983,1.4892,0.2520,0.4863,0.1382,1.0941,0.4110,5.9973,0.9546,13.3218,1.7813,0.4502,1.5895,0.9288,2.0131,0.8961,0.7896,2.3028,0.4233,6.2380,1.0358,0.3691,cohort_regression,5,2020,11,1,NCAA_D1,Florida St.,,12.30,12.30
nba_projections,Isaac Okoro,CLE,Forward,1630171,55.0,19.2000,6.7570,1.6243,2.7483,0.5358,0.8398,0.4049,0.4962,0.1561,0.1909,0.1293,0.4581,0.2546,2.4690,0.5710,5.2253,1.0815,0.4725,0.7965,0.6427,1.0754,0.5550,0.7407,1.0225,0.3152,2.7541,0.6033,0.3713,cohort_regression,5,2020,5,1,NCAA_D1,Auburn,,1.00,1.00
nba_projections,Patrick Williams,CHI,Forward,1630172,63.0,24.9841,9.6301,2.1512,3.9340,0.6972,1.8635,0.5269,0.7247,0.2031,0.3796,0.1683,1.4494,0.3312,3.5212,0.7748,8.4319,1.4125,0.4176,1.0460,0.7592,1.3723,0.7222,0.7622,1.5416,0.4071,4.2274,0.7944,0.3647,cohort_regression,5,2020,4,1,NCAA_D1,Florida St.,,1.00,1.00
nba_projections,Precious Achiuwa,NYK,Forward,1630173,57.0,20.4912,7.0738,1.9629,5.2096,0.5719,0.9030,0.4322,0.6599,0.1666,0.7293,0.1380,0.7988,0.2717,2.9896,0.8505,6.0316,1.4909,0.4956,0.8387,0.5670,1.2476,0.5923,0.6723,0.2560,0.7712,0.8229,1.1425,0.3110,cohort_regression,5,2020,20,1,NCAA_D1,Memphis,,1.00,1.00
nba_projections,Aaron Nesmith,IND,Guard,1630174,45.0,24.9556,13.1000,2.0504,3.8330,0.5035,0.8971,0.6426,0.8971,0.2029,0.3262,0.1113,0.7340,0.3309,4.6444,0.7712,9.4718,1.3771,0.4903,1.7612,0.7009,2.1071,0.7214,0.8358,2.0499,0.3372,5.0218,0.7318,0.4082,cohort_regression,5,2020,14,1,NCAA_D1,Vanderbilt,,2.54,2.54
nba_projections,Cole Anthony,ORL,Guard,1630175,67.0,18.4179,9.2995,1.5269,2.9032,0.3716,2.5316,0.4743,0.7200,0.1497,0.5574,0.0821,1.2310,0.2442,3.3595,0.5542,7.7757,1.0628,0.4321,1.5238,0.5101,1.8648,0.5324,0.8172,1.0567,0.2469,2.9983,0.6231,0.3524,cohort_regression,5,2020,15,1,NCAA_D1,UNC,,1.00,1.00
nba_projections,Tyrese Maxey,PHI,Guard,1630178,52.0,37.7500,27.4474,3.2488,3.1490,0.7617,6.6774,0.9721,1.2899,0.3069,0.3415,0.1683,2.3902,0.5005,9.6102,1.1856,21.6237,2.1768,0.4444,4.9737,0.9090,5.7887,1.0912,0.8592,3.2533,0.6358,9.2112,1.2745,0.3532,cohort_regression,5,2020,21,1,NCAA_D1,Kentucky,,13.44,13.44
nba_projections,Josh Green,CHA,Guard,1630182,68.0,27.7941,7.9264,2.3316,2.2235,0.5608,1.7728,0.7157,1.1719,0.2259,0.1202,0.1239,1.0817,0.3685,2.8752,0.8913,6.4062,1.5677,0.4488,0.7712,0.6602,1.0603,0.8034,0.7273,1.4048,0.3982,3.6497,0.8772,0.3849,cohort_regression,5,2020,18,1,NCAA_D1,Arizona,,1.00,1.00
