nba_api_id,real_id,name,cohort,pos_class,ypb,gp_train,gp_eval,K_prior,v6_3_A_qualifies,PTS_v6_1_proj,PTS_v6_3_A_proj,PTS_pg_train,PTS_pg_eval,REB_v6_1_proj,REB_v6_3_A_proj,REB_pg_train,REB_pg_eval,AST_v6_1_proj,AST_v6_3_A_proj,AST_pg_train,AST_pg_eval
203110,203110,Draymond Green,vet,Forward,13+,24,44,50.0,True,8.367549187217188,8.275371072444045,8.083333333333334,8.545454545454545,6.398485143145849,6.296273745368817,6.083333333333333,5.204545454545454,5.488785553189147,5.357287535938613,5.083333333333333,5.7727272727272725
203114,203114,Khris Middleton,vet,Forward,13+,20,43,50.0,True,11.628813067834209,11.234866477024434,10.25,10.116279069767442,3.758767699759204,3.8562626426851456,4.1,3.4651162790697674,3.934089161986238,3.7386351157044553,3.25,2.5813953488372094
203468,203468,CJ McCollum,vet,Guard,8-12,30,46,50.0,True,19.00813082983105,18.867581768644406,18.633333333333333,18.804347826086957,3.782150739482744,3.638844212176715,3.4,3.260869565217391,4.281985973816543,4.026241233635339,3.6,4.021739130434782
203471,203471,Dennis Schröder,vet,Guard,8-12,23,47,50.0,True,12.307757614674134,12.553258640187764,13.08695652173913,9.680851063829786,2.6456946761240085,2.9491059425506907,3.608695652173913,2.276595744680851,5.348959001380703,5.52668424752103,5.913043478260869,4.361702127659575
203482,203482,Kelly Olynyk,vet,Forward,8-12,18,23,50.0,True,8.214756713089612,7.099085818448244,4.0,2.652173913043478,4.503026091207686,3.8992838905938867,2.2222222222222223,1.565217391304348,3.4222119328831893,2.898685244767051,1.4444444444444444,1.0
203484,203484,Kentavious Caldwell-Pope,vet,Guard,8-12,30,21,50.0,True,8.02024977544595,8.06265610965372,8.133333333333333,8.761904761904763,2.284536712656085,2.315335445410053,2.3666666666666667,2.5714285714285716,1.869954635792152,2.431221647370095,3.3666666666666667,1.8095238095238095
203486,203486,Mason Plumlee,vet,Forward,8-12,14,6,50.0,True,4.6525283284566425,4.041037756606752,1.8571428571428572,0.8333333333333334,5.835570659898679,5.1840395780458435,2.857142857142857,2.1666666666666665,1.7911180096485135,1.649310945037901,1.1428571428571428,0.6666666666666666
203497,203497,Rudy Gobert,vet,Center,8-12,30,46,50.0,True,11.633820352891515,11.583637720557196,11.5,10.521739130434783,11.5391319867804,11.361957491737751,11.066666666666666,11.73913043478261,1.5736689958454058,1.7210431224033786,1.9666666666666666,1.5
203500,203500,Steven Adams,vet,Center,8-12,25,7,50.0,True,3.5703887518388475,4.366925834559232,5.96,5.428571428571429,5.5060632252995845,6.484042150199723,8.44,9.285714285714286,1.3546553907933645,1.3697702605289097,1.4,1.8571428571428572
203501,203501,Tim Hardaway Jr.,vet,Guard,8-12,30,50,50.0,True,11.12582008459709,11.80363755287318,12.933333333333334,13.82,2.804868555624643,2.578042847265402,2.2,2.8,1.6255401445590418,1.5284625903494011,1.3666666666666667,1.34
203507,203507,Giannis Antetokounmpo,vet,Forward,8-12,17,19,50.0,True,29.51838471894979,29.37192889473865,28.941176470588236,26.36842105263158,11.63429883090263,11.249476739479576,10.117647058823529,9.473684210526315,6.464733898710178,6.376667088589685,6.117647058823529,4.842105263157895
203552,203552,Seth Curry,vet,Guard,8-12,2,8,50.0,True,5.241632573498288,5.3092620899022,7.0,7.125,1.4709409246431753,1.4912893506184377,2.0,1.0,0.9911632573676924,1.010733901315089,1.5,0.875
203897,203897,Zach LaVine,vet,Guard,8-12,23,16,50.0,True,21.977173001515705,21.40902260377788,20.17391304347826,17.75,4.282701800616347,3.8785628771344838,3.0,2.4375,4.22022493666756,3.6028937922380546,2.260869565217391,2.3125
203901,203901,Elfrid Payton,vet,Guard,8-12,0,0,50.0,False,4.2657084112816985,4.2657084112816985,,,2.986094793444388,2.986094793444388,,,6.054161916756434,6.054161916756434,,
203903,203903,Jordan Clarkson,vet,Guard,8-12,30,42,50.0,True,14.02813357875867,12.667583486724169,10.4,7.380952380952381,2.9560067621719144,2.5725042263574465,1.9333333333333333,1.6428571428571428,3.8050615726987647,2.953163482936728,1.5333333333333334,1.1904761904761905
203914,203914,Gary Harris,vet,Guard,8-12,21,27,50.0,True,3.4857095442017783,3.1730348902829424,2.4285714285714284,2.8518518518518516,1.1926634811583714,1.2624390712382896,1.4285714285714286,1.1481481481481481,0.8154233975940608,0.8981854912634231,1.0952380952380953,1.037037037037037
203915,203915,Spencer Dinwiddie,vet,Guard,8-12,0,0,50.0,False,10.003811256546191,10.003811256546191,,,2.605183659721185,2.605183659721185,,,4.5825229361905135,4.5825229361905135,,
203924,203924,Jerami Grant,vet,Forward,8-12,26,31,50.0,True,15.7783282162549,17.209426458062435,19.96153846153846,17.451612903225808,3.504142168153371,3.6869356369430073,4.038461538461538,3.0,2.4580622713058444,2.525040967964371,2.6538461538461537,1.7096774193548387
203932,203932,Aaron Gordon,vet,Forward,8-12,13,23,50.0,True,13.741170926435434,14.778707084472567,18.76923076923077,14.695652173913043,5.31993827129382,5.444395453407794,5.923076923076923,5.739130434782608,3.2861290801848995,2.877880222368968,1.3076923076923077,3.4347826086956523
203935,203935,Marcus Smart,vet,Guard,8-12,21,41,50.0,True,8.294481553724182,8.742592643467733,9.80952380952381,9.097560975609756,2.0262316990827487,2.201571619072358,2.619047619047619,2.8536585365853657,3.3171189388171856,3.152900661138863,2.761904761904762,3.097560975609756
203937,203937,Kyle Anderson,vet,Forward,8-12,9,34,50.0,True,5.106075352376853,5.344131654556655,6.666666666666667,6.0588235294117645,3.0766020159687866,2.9971203525159207,2.5555555555555554,3.735294117647059,2.8077022174582584,2.8539849300493714,3.111111111111111,2.8823529411764706
203939,203939,Dwight Powell,vet,Forward,8-12,21,41,50.0,True,2.3742655009803806,2.531172888014353,2.9047619047619047,3.6341463414634148,2.188806999813127,2.301976760431779,2.5714285714285716,4.951219512195122,0.8285042099736254,0.8510593027983278,0.9047619047619048,1.1951219512195121
203944,203944,Julius Randle,vet,Forward,8-12,30,49,50.0,True,19.03886173846224,20.3617885865389,22.566666666666666,20.20408163265306,7.477552648999277,7.360970405624547,7.166666666666667,6.469387755102041,4.823642869217759,5.077276793261099,5.5,4.755102040816326
203952,203952,Andrew Wiggins,vet,Forward,8-12,26,42,50.0,True,16.4267027779275,16.228093932847038,15.846153846153847,15.071428571428571,4.591880351690829,4.626237073480809,4.6923076923076925,4.928571428571429,2.5096925461856805,2.624797727753737,2.8461538461538463,2.5714285714285716
