,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"z_player_zone_eff[25,5]",0.0263466,0.0232829,1.0458,1.07901,-1.66022,0.0335321,1.72812,2086.97,809.067,1.00413
"z_player_zone_eff[25,6]",-0.0120856,0.0224542,0.943578,0.947393,-1.51119,-0.00788258,1.56345,1792.16,1044.82,1.00129
"z_player_zone_eff[26,1]",0.00704966,0.023731,1.02824,1.04975,-1.65015,0.0148863,1.69722,1899.88,964.129,1.00678
"z_player_zone_eff[26,2]",0.110995,0.021789,0.928248,0.961879,-1.42535,0.135466,1.61078,1808.7,1195.96,1.00104
"z_player_zone_eff[26,3]",0.0991193,0.0224714,0.956681,0.936559,-1.50064,0.114671,1.64869,1837.6,972.205,1.00161
"z_player_zone_eff[26,4]",0.00698398,0.0235695,1.03632,1.07067,-1.67397,0.0173333,1.6567,1963.18,1120.11,1.00063
"z_player_zone_eff[26,5]",0.00889379,0.0239791,1.0457,1.09036,-1.70604,0.000199225,1.69381,2117.82,1062.8,1.00489
"z_player_zone_eff[26,6]",-0.1506,0.021047,1.00435,1.00617,-1.86792,-0.164387,1.54467,2297.29,1195.65,0.999289
"z_player_zone_eff[27,1]",-0.182856,0.0185966,0.865041,0.871506,-1.629,-0.189229,1.24695,2199.39,868.371,1.0032
"z_player_zone_eff[27,2]",0.045476,0.0193581,0.873109,0.871045,-1.36667,0.0417828,1.46686,2065.76,973.678,1.00101
"z_player_zone_eff[27,3]",-0.383,0.0205718,0.985985,1.03439,-2.01094,-0.371474,1.20092,2336.77,877.272,1.00474
"z_player_zone_eff[27,4]",0.0151546,0.0228868,0.960087,0.920125,-1.48855,-0.0452615,1.58754,1774.31,1124.32,1.00316
"z_player_zone_eff[27,5]",0.0193767,0.0217851,1.00179,1.02444,-1.62113,0.0293822,1.68843,2153.76,1185.83,1.01009
"z_player_zone_eff[27,6]",0.124043,0.0207403,0.926697,0.944384,-1.37686,0.0968753,1.64993,1984.99,1166.41,1.00155
"z_player_zone_eff[28,1]",-0.282955,0.022056,0.937687,0.945531,-1.81697,-0.279424,1.20628,1871.53,901.542,1.00822
"z_player_zone_eff[28,2]",-0.0481121,0.026444,1.04266,1.0296,-1.77993,-0.0572165,1.64549,1601.29,1121.99,1.0125
"z_player_zone_eff[28,3]",0.0311983,0.021338,0.974043,0.978731,-1.59062,0.0375604,1.59718,2135.22,1255.53,1.0028
"z_player_zone_eff[28,4]",0.0216856,0.0214387,0.934623,0.948218,-1.4412,0.0130456,1.62292,1966.02,1344.5,1.00304
"z_player_zone_eff[28,5]",0.00806545,0.0205182,0.982135,0.941602,-1.61735,0.0177655,1.64827,2345.05,1139.92,1.00046
"z_player_zone_eff[28,6]",-0.11553,0.0223358,0.998678,0.994903,-1.75193,-0.14786,1.52161,2031.66,1048.36,1.00214
"z_player_zone_eff[29,1]",-0.659528,0.0135038,0.632798,0.664631,-1.69369,-0.659747,0.352108,2224.19,1146.17,1.00397
"z_player_zone_eff[29,2]",0.589412,0.0147434,0.674385,0.661208,-0.527672,0.579236,1.74567,2146.5,1211.76,1.00117
"z_player_zone_eff[29,3]",-0.0507571,0.0157945,0.75912,0.757984,-1.2762,-0.0579747,1.20776,2325.29,1322.72,0.999265
"z_player_zone_eff[29,4]",-0.00306416,0.0182218,0.95996,0.98525,-1.54652,0.00250331,1.56123,2882.28,1176.2,0.999708
"z_player_zone_eff[29,5]",-0.0273753,0.0202932,0.987415,0.926463,-1.67245,-0.0289004,1.51516,2424.06,1204.72,0.999965
"z_player_zone_eff[29,6]",0.110123,0.0209519,0.913383,0.847356,-1.44884,0.127599,1.59802,1966.27,858.577,1.00932
"z_player_zone_eff[30,1]",-0.617315,0.00913972,0.341085,0.345274,-1.17006,-0.613849,-0.0488634,1423.19,961.103,1.00782
"z_player_zone_eff[30,2]",-1.10835,0.0115648,0.489881,0.474482,-1.896,-1.11634,-0.288471,1824.17,1131.31,1.00343
"z_player_zone_eff[30,3]",-0.996312,0.01429,0.577724,0.558628,-1.9542,-0.997597,-0.0443144,1644.75,976.196,1.0027
"z_player_zone_eff[30,4]",-0.419541,0.0240751,0.892669,0.917139,-1.84963,-0.410455,1.01586,1445.81,963.042,1.00126
"z_player_zone_eff[30,5]",-0.14056,0.0237778,1.00657,1.02473,-1.7377,-0.170943,1.54173,1851.84,848.392,1.00118
"z_player_zone_eff[30,6]",-1.42783,0.0167326,0.763261,0.744888,-2.70012,-1.45016,-0.197835,2156.82,1078.04,1.00532
"z_player_zone_eff[31,1]",-0.760881,0.0146372,0.619554,0.578631,-1.79168,-0.773524,0.280955,1878.77,1262.71,0.999729
"z_player_zone_eff[31,2]",0.357069,0.0136582,0.68291,0.66794,-0.777797,0.352643,1.47127,2565.38,1113.59,1.00196
"z_player_zone_eff[31,3]",-0.0970273,0.019781,0.791145,0.806514,-1.37454,-0.0972805,1.21173,1638.9,1070.97,1.0012
"z_player_zone_eff[31,4]",0.0267714,0.0234999,0.958122,0.930789,-1.54947,0.0367492,1.58281,1702.79,1138.53,1.00243
"z_player_zone_eff[31,5]",-0.0642222,0.0237307,0.962766,0.951554,-1.61967,-0.0687241,1.49946,1647.33,1111.57,1.00308
"z_player_zone_eff[31,6]",0.0589517,0.0177876,0.712667,0.719252,-1.12113,0.0774232,1.24444,1661.27,1057.92,1.00505
