nba_api_id,season,mins,games,mpg,mpg_over_48,position
201565,2020-21,1278,50,25.56,0.5325,G
201565,2021-22,638,26,24.53846153846154,0.5112179487179488,G
201565,2022-23,340,27,12.592592592592593,0.2623456790123457,G
201565,2023-24,399,24,16.625,0.3463541666666667,G
201566,2019-20,2049,57,35.94736842105263,0.7489035087719298,G
201566,2020-21,2370,65,36.46153846153846,0.7596153846153846,G
201566,2021-22,2680,78,34.35897435897436,0.7158119658119658,G
201566,2022-23,2129,73,29.164383561643834,0.6075913242009132,G
201566,2023-24,1526,68,22.441176470588236,0.4675245098039216,G
201567,2019-20,1778,56,31.75,0.6614583333333334,F
201567,2020-21,624,25,24.96,0.52,F
201567,2021-22,1667,74,22.527027027027028,0.4693130630630631,F
201567,2022-23,1238,62,19.967741935483872,0.415994623655914,F
201567,2023-24,926,55,16.836363636363636,0.35075757575757577,F
201568,2019-20,1835,62,29.596774193548388,0.6165994623655914,F
201568,2020-21,1218,51,23.88235294117647,0.49754901960784315,F
201568,2021-22,1673,66,25.348484848484848,0.5280934343434344,F
201568,2023-24,633,49,12.918367346938776,0.2691326530612245,F
201569,2019-20,1016,36,28.22222222222222,0.5879629629629629,G
201569,2020-21,790,27,29.25925925925926,0.6095679012345679,G
201569,2021-22,1669,57,29.280701754385966,0.610014619883041,G
201569,2022-23,1964,69,28.463768115942027,0.5929951690821256,G
201569,2023-24,1892,68,27.823529411764707,0.5796568627450981,G
201571,2019-20,1418,57,24.87719298245614,0.5182748538011696,G
201571,2020-21,1129,57,19.80701754385965,0.41264619883040937,G
201571,2021-22,883,55,16.054545454545455,0.334469696969697,G
201572,2019-20,1817,68,26.720588235294116,0.5566789215686274,C
201572,2020-21,1903,70,27.185714285714287,0.5663690476190476,C
201572,2021-22,298,13,22.923076923076923,0.4775641025641026,C
201572,2022-23,2370,78,30.384615384615383,0.6330128205128205,C
201572,2023-24,2412,79,30.531645569620252,0.6360759493670886,C
201577,2019-20,962,66,14.575757575757576,0.3036616161616162,C
201577,2020-21,1356,71,19.098591549295776,0.397887323943662,C
201577,2021-22,610,36,16.944444444444443,0.35300925925925924,C
201577,2022-23,297,36,8.25,0.171875,C
201580,2019-20,1129,68,16.602941176470587,0.34589460784313725,C
201580,2020-21,678,46,14.73913043478261,0.3070652173913044,C
201580,2021-22,1171,74,15.824324324324325,0.32967342342342343,C
201580,2022-23,359,42,8.547619047619047,0.17807539682539683,C
201580,2023-24,340,46,7.391304347826087,0.1539855072463768,C
201584,2019-20,345,24,14.375,0.2994791666666667,G
201586,2019-20,1486,55,27.01818181818182,0.5628787878787879,F
201586,2020-21,955,41,23.29268292682927,0.48526422764227645,F
201586,2021-22,879,54,16.27777777777778,0.3391203703703704,F
201587,2019-20,508,22,23.09090909090909,0.481060606060606,G
201587,2020-21,1834,67,27.37313432835821,0.570273631840796,G
201587,2021-22,1465,59,24.83050847457627,0.5173022598870056,G
201587,2022-23,1709,78,21.91025641025641,0.4564636752136752,G
201587,2023-24,1528,59,25.89830508474576,0.53954802259887,G
201588,2019-20,1270,59,21.52542372881356,0.44844632768361586,G
201588,2020-21,670,30,22.333333333333332,0.46527777777777773,G
201588,2021-22,1251,54,23.166666666666668,0.4826388888888889,G
201588,2022-23,834,46,18.130434782608695,0.37771739130434784,G
201599,2019-20,1233,56,22.017857142857142,0.45870535714285715,C
201599,2020-21,1245,57,21.842105263157894,0.4550438596491228,C
201599,2021-22,625,48,13.020833333333334,0.2712673611111111,C
201599,2022-23,588,39,15.076923076923077,0.3141025641025641,C
201599,2023-24,397,36,11.027777777777779,0.22974537037037038,C
201609,2019-20,1663,59,28.1864406779661,0.5872175141242938,G
201609,2020-21,1337,50,26.74,0.5570833333333333,G
201609,2021-22,497,21,23.666666666666668,0.4930555555555556,G
201609,2022-23,868,58,14.96551724137931,0.31178160919540227,G
201933,2019-20,513,18,28.5,0.59375,F
201933,2020-21,1186,46,25.782608695652176,0.5371376811594203,F
201933,2021-22,959,55,17.436363636363637,0.3632575757575758,F
201933,2022-23,569,41,13.878048780487806,0.2891260162601626,F
201935,2019-20,2478,68,36.44117647058823,0.7591911764705882,G
201935,2020-21,1608,44,36.54545454545455,0.7613636363636364,G
201935,2021-22,2419,65,37.215384615384615,0.7753205128205128,G
201935,2022-23,2134,58,36.793103448275865,0.7665229885057472,G
201935,2023-24,2469,72,34.291666666666664,0.7144097222222222,G
201937,2019-20,2019,65,31.06153846153846,0.6471153846153846,G
201937,2020-21,1770,68,26.029411764705884,0.542279411764706,G
201937,2021-22,971,34,28.558823529411764,0.5949754901960784,G
201937,2022-23,564,33,17.09090909090909,0.356060606060606,G
201939,2020-21,2152,63,34.15873015873016,0.7116402116402116,G
201939,2021-22,2211,64,34.546875,0.7197265625,G
201939,2022-23,1941,56,34.660714285714285,0.7220982142857143,G
201939,2023-24,2420,74,32.7027027027027,0.6813063063063063,G
201942,2019-20,2318,68,34.088235294117645,0.7101715686274509,G
201942,2020-21,2056,61,33.704918032786885,0.7021857923497268,G
201942,2021-22,2746,76,36.13157894736842,0.7527412280701754,G
201942,2022-23,2687,74,36.310810810810814,0.7564752252252253,G
201942,2023-24,2995,79,37.91139240506329,0.7898206751054851,G
201949,2019-20,620,32,19.375,0.4036458333333333,F
201949,2020-21,1043,51,20.45098039215686,0.42606209150326796,F
201949,2021-22,1193,62,19.241935483870968,0.4008736559139785,F
201950,2019-20,2115,61,34.67213114754098,0.7223360655737704,G
201950,2020-21,1907,59,32.32203389830509,0.6733757062146893,G
201950,2021-22,2206,66,33.42424242424242,0.6963383838383838,G
201950,2022-23,2180,67,32.53731343283582,0.677860696517413,G
201950,2023-24,2265,69,32.82608695652174,0.683876811594203,G
201952,2019-20,1466,59,24.847457627118644,0.5176553672316384,G
201952,2020-21,951,55,17.29090909090909,0.3602272727272727,G
201959,2019-20,1031,62,16.629032258064516,0.34643817204301075,F
201959,2020-21,937,45,20.822222222222223,0.4337962962962963,F
201959,2021-22,949,52,18.25,0.3802083333333333,F
201959,2022-23,482,48,10.041666666666666,0.20920138888888887,F
201959,2023-24,203,18,11.277777777777779,0.23495370370370372,F
201960,2019-20,288,24,12.0,0.25,F
201961,2019-20,557,34,16.38235294117647,0.34129901960784315,G
201961,2020-21,1013,45,22.511111111111113,0.4689814814814815,G
201961,2021-22,816,43,18.976744186046513,0.39534883720930236,G
201976,2019-20,1340,51,26.274509803921568,0.5473856209150326,G
201976,2020-21,833,37,22.513513513513512,0.4690315315315315,G
201976,2021-22,1474,58,25.413793103448278,0.5294540229885057,G
201976,2022-23,1817,67,27.119402985074625,0.5649875621890547,G
201976,2023-24,1464,73,20.054794520547944,0.41780821917808214,G
201980,2019-20,1684,68,24.764705882352942,0.5159313725490197,G
201980,2020-21,1935,69,28.043478260869566,0.5842391304347826,G
201980,2021-22,1359,62,21.919354838709676,0.45665322580645157,G
201988,2019-20,1481,66,22.439393939393938,0.4674873737373737,G
201988,2020-21,1684,68,24.764705882352942,0.5159313725490197,G
201988,2021-22,2345,81,28.950617283950617,0.6031378600823045,G
201988,2022-23,568,40,14.2,0.29583333333333334,G
201988,2023-24,418,32,13.0625,0.2721354166666667,G
202066,2019-20,1729,62,27.887096774193548,0.5809811827956989,G
202066,2020-21,1528,56,27.285714285714285,0.5684523809523809,G
202066,2021-22,1100,59,18.64406779661017,0.3884180790960452,G
202066,2023-24,291,27,10.777777777777779,0.22453703703703706,G
202083,2019-20,1635,67,24.402985074626866,0.5083955223880597,G
202083,2020-21,1134,58,19.551724137931036,0.4073275862068966,G
202083,2021-22,1004,49,20.489795918367346,0.4268707482993197,G
202083,2022-23,818,52,15.73076923076923,0.327724358974359,G
202083,2023-24,414,36,11.5,0.23958333333333334,G
202322,2020-21,1288,40,32.2,0.6708333333333334,G
202322,2022-23,753,34,22.147058823529413,0.46139705882352944,G
202323,2019-20,252,19,13.263157894736842,0.27631578947368424,G
202324,2019-20,1240,51,24.313725490196077,0.5065359477124183,F
202324,2020-21,1037,68,15.25,0.3177083333333333,F
202324,2021-22,654,39,16.76923076923077,0.3493589743589744,F
202326,2020-21,713,41,17.390243902439025,0.3622967479674797,C
202326,2021-22,718,48,14.958333333333334,0.3116319444444445,C
202329,2019-20,381,18,21.166666666666668,0.44097222222222227,F
202329,2020-21,433,23,18.82608695652174,0.3922101449275362,F
202330,2019-20,1744,52,33.53846153846154,0.6987179487179488,F
202330,2020-21,1497,44,34.02272727272727,0.7088068181818182,F
202330,2021-22,1564,49,31.918367346938776,0.6649659863945578,F
202330,2022-23,1576,50,31.52,0.6566666666666666,F
202330,2023-24,1247,51,24.45098039215686,0.5093954248366013,F
202331,2019-20,1418,48,29.541666666666668,0.615451388888889,F
202331,2020-21,1825,54,33.7962962962963,0.7040895061728395,F
202331,2021-22,1080,31,34.83870967741935,0.7258064516129031,F
202331,2022-23,1942,56,34.67857142857143,0.7224702380952381,F
202331,2023-24,2499,74,33.770270270270274,0.7035472972972974,F
202334,2019-20,303,28,10.821428571428571,0.22544642857142858,C
202334,2020-21,298,22,13.545454545454545,0.28219696969696967,C
202334,2021-22,201,31,6.483870967741935,0.1350806451612903,C
202335,2019-20,779,58,13.431034482758621,0.2798132183908046,F
202335,2020-21,583,38,15.342105263157896,0.3196271929824562,F
202339,2019-20,1647,61,27.0,0.5625,G
202339,2020-21,2109,71,29.704225352112676,0.6188380281690141,G
202339,2021-22,1361,54,25.203703703703702,0.5250771604938271,G
202340,2019-20,1186,49,24.20408163265306,0.5042517006802721,G
202340,2020-21,603,27,22.333333333333332,0.46527777777777773,G
202340,2021-22,1412,62,22.774193548387096,0.4744623655913978,G
202355,2019-20,2009,67,29.98507462686567,0.6246890547263682,C
202355,2020-21,549,36,15.25,0.3177083333333333,C
202355,2021-22,1163,65,17.892307692307693,0.37275641025641026,C
202357,2019-20,2012,72,27.944444444444443,0.5821759259259259,F
202357,2020-21,600,37,16.216216216216218,0.3378378378378379,F
202357,2021-22,1139,71,16.04225352112676,0.3342136150234742,F
202362,2021-22,813,46,17.67391304347826,0.36820652173913043,F
202397,2019-20,1785,68,26.25,0.546875,G
202397,2020-21,921,44,20.931818181818183,0.43607954545454547,G
202397,2021-22,1128,65,17.353846153846153,0.36153846153846153,G
202397,2022-23,398,42,9.476190476190476,0.1974206349206349,G
202397,2023-24,740,43,17.209302325581394,0.3585271317829457,G
202681,2019-20,659,20,32.95,0.6864583333333334,G
202681,2020-21,1887,54,34.94444444444444,0.7280092592592592,G
202681,2021-22,1091,29,37.62068965517241,0.7837643678160919,G
202681,2022-23,2240,60,37.333333333333336,0.7777777777777778,G
202681,2023-24,2029,58,34.98275862068966,0.7288074712643678,G
202683,2019-20,983,58,16.948275862068964,0.3530890804597701,C
202683,2020-21,1760,72,24.444444444444443,0.5092592592592592,C
202683,2021-22,412,35,11.771428571428572,0.24523809523809526,C
202684,2019-20,1724,57,30.24561403508772,0.6301169590643275,C
202684,2020-21,1288,54,23.85185185185185,0.49691358024691357,C
202684,2021-22,891,57,15.631578947368421,0.3256578947368421,C
202684,2023-24,553,49,11.285714285714286,0.23511904761904764,C
202685,2019-20,1843,70,26.32857142857143,0.5485119047619048,C
202685,2020-21,1757,62,28.338709677419356,0.5903897849462366,C
202685,2021-22,2236,74,30.216216216216218,0.6295045045045046,C
202685,2022-23,1967,79,24.89873417721519,0.5187236286919831,C
202685,2023-24,1928,82,23.51219512195122,0.4898373983739837,C
202687,2019-20,1031,53,19.452830188679247,0.4052672955974843,C
202687,2020-21,1349,65,20.753846153846155,0.4323717948717949,C
202687,2021-22,507,36,14.083333333333334,0.2934027777777778,C
202687,2022-23,870,60,14.5,0.3020833333333333,C
202687,2023-24,790,39,20.256410256410255,0.422008547008547,C
202688,2019-20,460,25,18.4,0.3833333333333333,G
202689,2019-20,1743,56,31.125,0.6484375,G
202689,2020-21,1369,43,31.837209302325583,0.6632751937984497,G
202689,2021-22,947,37,25.594594594594593,0.5332207207207207,G
202691,2021-22,941,32,29.40625,0.6126302083333334,G
202691,2022-23,2285,69,33.11594202898551,0.6899154589371981,G
202691,2023-24,2283,77,29.649350649350648,0.6176948051948051,G
202692,2019-20,1755,66,26.59090909090909,0.5539772727272727,G
202692,2020-21,1253,49,25.571428571428573,0.5327380952380952,G
202692,2021-22,2320,81,28.641975308641975,0.5967078189300411,G
202692,2022-23,1125,51,22.058823529411764,0.45955882352941174,G
202692,2023-24,1211,66,18.348484848484848,0.382260101010101,G
202693,2019-20,1190,58,20.517241379310345,0.4274425287356322,F
202693,2020-21,1201,61,19.688524590163933,0.41017759562841527,F
202693,2021-22,300,17,17.647058823529413,0.36764705882352944,F
202693,2022-23,353,35,10.085714285714285,0.21011904761904762,F
202693,2023-24,218,26,8.384615384615385,0.1746794871794872,F
202694,2019-20,1937,62,31.241935483870968,0.6508736559139785,F
202694,2020-21,1503,57,26.36842105263158,0.5493421052631579,F
202694,2021-22,1564,54,28.962962962962962,0.6033950617283951,F
202694,2022-23,1825,65,28.076923076923077,0.5849358974358975,F
202694,2023-24,817,49,16.6734693877551,0.3473639455782313,F
202695,2019-20,1852,57,32.49122807017544,0.6769005847953217,F
202695,2020-21,1771,52,34.05769230769231,0.7095352564102564,F
202695,2022-23,1747,52,33.59615384615385,0.6999198717948718,F
202695,2023-24,2331,68,34.279411764705884,0.714154411764706,F
202696,2019-20,2001,62,32.274193548387096,0.6723790322580645,C
202696,2020-21,2346,70,33.51428571428571,0.6982142857142857,C
202696,2021-22,2420,73,33.15068493150685,0.6906392694063928,C
202696,2022-23,2744,82,33.46341463414634,0.6971544715447154,C
202696,2023-24,2612,76,34.36842105263158,0.7160087719298246,C
202697,2019-20,242,13,18.615384615384617,0.38782051282051283,G
202699,2019-20,2469,72,34.291666666666664,0.7144097222222222,F
202699,2020-21,2018,62,32.54838709677419,0.6780913978494624,F
202699,2021-22,2543,73,34.83561643835616,0.72574200913242,F
202699,2022-23,2437,74,32.932432432432435,0.6860923423423424,F
202699,2023-24,2371,70,33.871428571428574,0.705654761904762,F
202704,2019-20,741,31,23.903225806451612,0.49798387096774194,G
202704,2020-21,1545,67,23.059701492537314,0.48041044776119407,G
202704,2021-22,2334,75,31.12,0.6483333333333333,G
202704,2022-23,1656,68,24.352941176470587,0.5073529411764706,G
202704,2023-24,1819,82,22.182926829268293,0.46214430894308944,G
202709,2019-20,1756,72,24.38888888888889,0.5081018518518519,G
202709,2020-21,1445,63,22.936507936507937,0.47784391534391535,G
202709,2021-22,1599,65,24.6,0.5125000000000001,G
202709,2022-23,1229,62,19.822580645161292,0.41297043010752693,G
202709,2023-24,297,26,11.423076923076923,0.23798076923076925,G
202710,2019-20,1957,58,33.741379310344826,0.7029454022988505,F
202710,2020-21,1745,52,33.55769230769231,0.6991185897435898,F
202710,2021-22,1930,57,33.85964912280702,0.7054093567251463,F
202710,2022-23,2137,64,33.390625,0.6956380208333334,F
202710,2023-24,2042,60,34.03333333333333,0.7090277777777777,F
202711,2019-20,2082,63,33.04761904761905,0.6884920634920636,F
202711,2020-21,2220,72,30.833333333333332,0.642361111111111,F
202711,2021-22,2132,69,30.89855072463768,0.643719806763285,F
202711,2022-23,1890,59,32.03389830508475,0.6673728813559322,F
202711,2023-24,1480,57,25.964912280701753,0.5409356725146198,F
202722,2019-20,1582,54,29.296296296296298,0.6103395061728395,F
202722,2020-21,1461,57,25.63157894736842,0.5339912280701754,F
202722,2021-22,806,56,14.392857142857142,0.29985119047619047,F
202722,2022-23,491,45,10.911111111111111,0.22731481481481483,F
202722,2023-24,675,41,16.463414634146343,0.3429878048780488,F
202734,2019-20,1020,56,18.214285714285715,0.37946428571428575,G
202734,2020-21,390,27,14.444444444444445,0.30092592592592593,G
202738,2019-20,924,40,23.1,0.48125,G
202738,2021-22,334,22,15.181818181818182,0.3162878787878788,G
202954,2019-20,1371,71,19.309859154929576,0.4022887323943662,G
202954,2020-21,1054,61,17.278688524590162,0.3599726775956284,G
202954,2021-22,319,23,13.869565217391305,0.28894927536231885,G
203076,2019-20,2131,62,34.37096774193548,0.7160618279569891,F
203076,2020-21,1161,36,32.25,0.671875,F
203076,2021-22,1408,40,35.2,0.7333333333333334,F
203076,2022-23,1906,56,34.035714285714285,0.7090773809523809,F
203076,2023-24,2701,76,35.53947368421053,0.740405701754386,F
203077,2019-20,281,25,11.24,0.23416666666666666,F
203078,2019-20,2053,57,36.01754385964912,0.7503654970760234,G
203078,2020-21,2143,60,35.71666666666667,0.7440972222222223,G
203078,2021-22,1439,40,35.975,0.7494791666666667,G
203078,2022-23,1677,50,33.54,0.69875,G
203078,2023-24,1769,53,33.37735849056604,0.6953616352201258,G
203079,2019-20,208,10,20.8,0.43333333333333335,G
203081,2019-20,2473,66,37.46969696969697,0.7806186868686869,G
203081,2020-21,2397,67,35.776119402985074,0.7453358208955224,G
203081,2021-22,1055,29,36.37931034482759,0.7579022988505747,G
203081,2022-23,2113,58,36.43103448275862,0.7589798850574713,G
203081,2023-24,2579,73,35.32876712328767,0.7360159817351598,G
203082,2019-20,1890,69,27.391304347826086,0.5706521739130435,G
203082,2020-21,1345,46,29.23913043478261,0.6091485507246377,G
203082,2021-22,1451,63,23.03174603174603,0.4798280423280423,G
203082,2022-23,1328,63,21.07936507936508,0.43915343915343913,G
203083,2019-20,1881,57,33.0,0.6875,C
203083,2020-21,1241,46,26.97826086956522,0.5620471014492754,C
203083,2021-22,1438,73,19.698630136986303,0.4103881278538813,C
203083,2022-23,850,67,12.686567164179104,0.26430348258706465,C
203083,2023-24,1349,79,17.075949367088608,0.35574894514767935,C
203084,2019-20,2483,72,34.486111111111114,0.7184606481481483,F
203084,2020-21,2102,58,36.241379310344826,0.7550287356321839,F
203084,2021-22,2589,77,33.62337662337662,0.700487012987013,F
203084,2022-23,2660,82,32.4390243902439,0.6758130081300813,F
203084,2023-24,2379,82,29.01219512195122,0.604420731707317,F
203085,2019-20,1594,68,23.441176470588236,0.4883578431372549,G
203085,2020-21,842,36,23.38888888888889,0.48726851851851855,G
203085,2021-22,1484,67,22.149253731343283,0.4614427860696517,G
203085,2022-23,1016,50,20.32,0.42333333333333334,G
203086,2019-20,1036,51,20.313725490196077,0.42320261437908496,F
203087,2019-20,1291,46,28.065217391304348,0.5846920289855072,G
203087,2020-21,763,36,21.194444444444443,0.4415509259259259,G
203087,2021-22,938,56,16.75,0.3489583333333333,G
203089,2019-20,603,40,15.075,0.31406249999999997,F
203090,2019-20,1425,62,22.983870967741936,0.4788306451612903,F
203090,2020-21,773,36,21.47222222222222,0.44733796296296297,F
203090,2021-22,861,47,18.319148936170212,0.3816489361702127,F
203095,2019-20,2079,66,31.5,0.65625,G
203095,2020-21,1260,42,30.0,0.625,G
203095,2021-22,2360,80,29.5,0.6145833333333334,G
203095,2022-23,459,27,17.0,0.3541666666666667,G
203095,2023-24,584,32,18.25,0.3802083333333333,G
203107,2019-20,1879,65,28.907692307692308,0.6022435897435897,G
203107,2020-21,1310,58,22.586206896551722,0.4705459770114942,G
203107,2021-22,907,55,16.490909090909092,0.34356060606060607,G
203109,2019-20,1878,65,28.892307692307693,0.6019230769230769,F
203109,2020-21,1652,60,27.533333333333335,0.5736111111111112,F
203109,2021-22,1891,67,28.223880597014926,0.587997512437811,F
203109,2022-23,341,18,18.944444444444443,0.3946759259259259,F
203109,2023-24,1156,50,23.12,0.4816666666666667,F
203110,2019-20,1218,43,28.325581395348838,0.5901162790697675,F
203110,2020-21,1982,63,31.46031746031746,0.6554232804232804,F
203110,2021-22,1327,45,29.488888888888887,0.6143518518518518,F
203110,2022-23,2299,73,31.493150684931507,0.656107305936073,F
203110,2023-24,1492,55,27.12727272727273,0.5651515151515152,F
203114,2019-20,1855,62,29.919354838709676,0.6233198924731183,F
203114,2020-21,2266,68,33.3235294117647,0.6942401960784313,F
203114,2021-22,2142,66,32.45454545454545,0.6761363636363636,F
203114,2022-23,801,33,24.272727272727273,0.5056818181818182,F
203114,2023-24,1488,55,27.054545454545455,0.5636363636363636,F
203115,2019-20,1918,58,33.06896551724138,0.6889367816091955,G
203115,2020-21,1737,56,31.017857142857142,0.6462053571428571,G
203115,2021-22,2277,71,32.070422535211264,0.6681338028169014,G
203115,2022-23,990,56,17.678571428571427,0.3683035714285714,G
203118,2019-20,1204,68,17.705882352941178,0.36887254901960786,F
203118,2020-21,851,51,16.686274509803923,0.3476307189542484,F
203124,2019-20,312,29,10.758620689655173,0.22413793103448276,C
203145,2019-20,1689,68,24.83823529411765,0.5174632352941176,G
203145,2020-21,1334,67,19.91044776119403,0.4148009950248756,G
203145,2021-22,545,39,13.974358974358974,0.29113247863247865,G
203200,2019-20,1825,73,25.0,0.5208333333333334,F
203200,2020-21,2181,72,30.291666666666668,0.631076388888889,F
203200,2021-22,2054,74,27.756756756756758,0.5782657657657658,F
203200,2022-23,705,46,15.326086956521738,0.31929347826086957,F
203200,2023-24,862,56,15.392857142857142,0.3206845238095238,F
203210,2019-20,1305,63,20.714285714285715,0.43154761904761907,F
203210,2020-21,1120,58,19.310344827586206,0.40229885057471265,F
203210,2021-22,1087,67,16.223880597014926,0.33799751243781095,F
203210,2022-23,797,57,13.982456140350877,0.2913011695906433,F
203382,2019-20,937,42,22.30952380952381,0.46478174603174605,C
203382,2020-21,979,53,18.471698113207548,0.38482704402515727,C
203457,2019-20,1129,61,18.508196721311474,0.38558743169398907,C
203457,2020-21,1543,64,24.109375,0.5022786458333334,C
203457,2021-22,559,25,22.36,0.4658333333333333,C
203458,2019-20,970,55,17.636363636363637,0.36742424242424243,C
203458,2020-21,980,64,15.3125,0.3190104166666667,C
203458,2021-22,623,39,15.974358974358974,0.3327991452991453,C
203458,2023-24,445,48,9.270833333333334,0.19314236111111113,C
203459,2019-20,654,37,17.675675675675677,0.36824324324324326,G
203463,2019-20,1623,71,22.859154929577464,0.4762323943661972,G
203463,2020-21,904,53,17.056603773584907,0.35534591194968557,G
203463,2021-22,1285,64,20.078125,0.4182942708333333,G
203468,2019-20,2560,70,36.57142857142857,0.7619047619047619,G
203468,2020-21,1602,47,34.08510638297872,0.7101063829787234,G
203468,2021-22,2143,62,34.564516129032256,0.7200940860215054,G
203468,2022-23,2652,75,35.36,0.7366666666666667,G
