nba_api_id,mpg_prior,mpg_prior_adj,latest_age
1629076,12.172991071428571,12.172991071428571,24.0
1629103,14.423492063492063,14.423492063492063,26.0
1629109,13.71599190283401,13.71599190283401,27.0
1629111,13.094739667203434,13.094739667203434,27.0
1629117,14.67374570160948,14.67374570160948,26.0
1629130,21.264638766899168,20.86463876689917,29.0
1629134,14.99267444714095,14.99267444714095,27.0
1629139,14.554436090225565,14.554436090225565,28.0
1629162,15.807388821995415,15.807388821995415,27.0
1629164,13.693459416863673,13.693459416863673,26.0
1629185,10.80926916221034,10.80926916221034,26.0
1629216,23.329411764705885,23.329411764705885,27.0
1629234,19.423572420371396,19.423572420371396,26.0
1629308,14.104029900773245,13.304029900773244,30.0
1629312,17.944444444444443,17.944444444444443,26.0
1629599,14.913937511763597,14.913937511763597,26.0
1629604,20.24137931034483,20.24137931034483,22.0
1629610,16.289679257421195,16.289679257421195,23.0
1629611,24.07215246518729,24.07215246518729,26.0
1629614,27.653333333333332,27.653333333333332,23.0
1629617,8.115384615384615,8.115384615384615,21.0
1629622,24.75378151260504,24.75378151260504,27.0
1629626,21.5,21.5,23.0
1629627,33.01503674392312,33.01503674392312,22.0
1629628,34.22905367626503,34.22905367626503,23.0
1629629,23.30708574927947,23.30708574927947,23.0
1629630,32.37224403710291,32.37224403710291,23.0
1629631,30.84472399516539,30.84472399516539,25.0
1629632,25.66827473028471,25.66827473028471,23.0
1629633,10.982246952835188,10.982246952835188,23.0
1629634,20.111099100657214,20.111099100657214,26.0
1629635,15.517857142857142,15.517857142857142,20.0
1629636,35.210544121030054,35.210544121030054,23.0
1629637,15.41777391807787,15.41777391807787,23.0
1629638,17.658288834722143,17.658288834722143,24.0
1629639,33.55179729060326,33.55179729060326,23.0
1629640,31.898933254461205,31.898933254461205,23.0
1629641,17.71663991334534,17.71663991334534,23.0
1629642,19.63416477702192,19.63416477702192,23.0
1629643,21.698563869992444,21.698563869992444,24.0
1629644,9.094576208861923,9.094576208861923,24.0
1629645,33.12839647154735,33.12839647154735,23.0
1629646,14.514285714285714,14.514285714285714,22.0
1629647,18.718249504884305,18.718249504884305,23.0
1629649,18.48191391941392,18.48191391941392,23.0
1629650,9.558578949550222,9.558578949550222,23.0
1629651,25.647946328587427,25.647946328587427,24.0
1629652,31.111143625849508,31.111143625849508,24.0
1629655,18.567737628903284,18.567737628903284,24.0
