,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"tier_prob[1343,2]",0.0404668,0.00467789,0.074072,0.0169398,0.000990161,0.0138698,0.165468,686.344,472.816,1.00668
"tier_prob[1343,3]",0.00141846,0.000209212,0.00529393,0.00025319,9.15911e-06,0.000191821,0.00597198,1295.21,815.874,1.00739
"tier_prob[1344,1]",0.368178,0.00356901,0.105092,0.108902,0.203329,0.366136,0.54157,873.196,711.965,1.00953
"tier_prob[1344,2]",0.182957,0.00349582,0.101146,0.100908,0.032697,0.173204,0.361533,891.364,659.099,1.00538
"tier_prob[1344,3]",0.448865,0.00218346,0.0817306,0.0835675,0.30851,0.451844,0.576415,1442.72,1457.74,1.00163
"tier_prob[1345,1]",0.235604,0.00235787,0.0773967,0.0803688,0.118785,0.229767,0.372738,992.047,949.195,1.00886
"tier_prob[1345,2]",0.163096,0.00312127,0.0888013,0.0866407,0.029849,0.15418,0.319425,848.426,598.725,1.00548
"tier_prob[1345,3]",0.6013,0.00240468,0.082025,0.0825608,0.458003,0.608038,0.723841,1209.33,1250.84,0.999696
"tier_prob[1346,1]",0.193713,0.0020134,0.0662594,0.0671996,0.0937035,0.187538,0.310823,996.589,955.084,1.00838
"tier_prob[1346,2]",0.156722,0.0029918,0.0834134,0.0800545,0.0316999,0.148725,0.30476,805.719,562.526,1.00589
"tier_prob[1346,3]",0.649566,0.00239064,0.0788772,0.0779062,0.509139,0.655543,0.764758,1138.02,1098.3,0.999463
"tier_prob[1347,1]",0.966457,0.00408664,0.0617846,0.0149446,0.871699,0.987828,0.999106,690.305,432.582,1.00484
"tier_prob[1347,2]",0.0325632,0.00397867,0.0604466,0.01457,0.00082557,0.0118108,0.124948,682.264,435.074,1.00485
"tier_prob[1347,3]",0.000980181,0.000133872,0.0036398,0.000190472,6.58013e-06,0.000145469,0.00416994,1300.78,652.635,1.00422
"tier_prob[1348,1]",0.666302,0.00466614,0.121582,0.119791,0.450043,0.680389,0.838518,856.579,493.303,1.00367
"tier_prob[1348,2]",0.172898,0.00408101,0.104363,0.100879,0.0285352,0.156614,0.370755,810.162,483.272,1.0062
"tier_prob[1348,3]",0.1608,0.00142483,0.05145,0.0492238,0.0871619,0.154549,0.257207,1450.22,1458.39,1.0015
"tier_prob[1349,1]",0.801881,0.00414482,0.109244,0.0975714,0.587344,0.820947,0.940299,979.426,499.485,1.00421
"tier_prob[1349,2]",0.132479,0.00389426,0.0985406,0.0840875,0.0146913,0.109648,0.328744,841.406,527.323,1.00478
"tier_prob[1349,3]",0.0656395,0.000848188,0.0334561,0.0299144,0.0237984,0.0594449,0.129582,1658.01,1570.36,0.999922
"tier_prob[1350,1]",0.489495,0.00397152,0.114272,0.120389,0.303891,0.495189,0.66976,889.808,507.71,1.00459
"tier_prob[1350,2]",0.198402,0.00387146,0.102772,0.105591,0.0400875,0.189419,0.379326,747.17,472.072,1.00609
"tier_prob[1350,3]",0.312103,0.00175407,0.0680165,0.0686429,0.207993,0.307577,0.429911,1567.48,1390.09,1.00069
"tier_prob[1351,1]",0.956426,0.00499938,0.078188,0.0187816,0.814011,0.984368,0.99885,678.585,420.753,1.00696
"tier_prob[1351,2]",0.0421441,0.00480978,0.0760102,0.017869,0.00112119,0.0147235,0.183877,685.295,417.869,1.00688
"tier_prob[1351,3]",0.00142988,0.000211448,0.00528444,0.000260435,9.21842e-06,0.000197397,0.00614832,1303.3,815.874,1.00681
"tier_prob[1352,1]",0.463134,0.00460421,0.115717,0.114699,0.267478,0.465622,0.645288,690.776,516.936,1.01142
"tier_prob[1352,2]",0.197983,0.003995,0.104658,0.103171,0.0399464,0.187685,0.383633,739.884,562.632,1.00737
"tier_prob[1352,3]",0.338883,0.00190202,0.0707064,0.0698223,0.220347,0.338514,0.456836,1433.98,1384.09,1.00264
