stan_idx,nba_api_id,name,alpha_mean,alpha_sd,ra_intrinsic_per36_mean,paint_intrinsic_per36_mean,mid_intrinsic_per36_mean,lc3_intrinsic_per36_mean,rc3_intrinsic_per36_mean,ab3_intrinsic_per36_mean,total_intrinsic_per36
33,201569,Eric Gordon,0.9806921900000001,0.013306052143109542,4.322459331249999,2.3960961875,0.377532843125,0.353295184375,0.2780006748125,6.945719731250001,14.67310431875
34,201571,D.J. Augustin,0.9801100687500001,0.01343136099108253,2.7774685687500007,1.254404093125,1.10314445625,0.74879183625,0.592345496875,5.279406356249999,11.755561362499998
35,201572,Brook Lopez,0.9898543856249999,0.010151115944659403,5.10043049375,2.45685499125,1.0442766749999999,0.283685071625,0.43198850437499997,3.02237066875,12.3396069
36,201577,Robin Lopez,0.9921067224999999,0.007588155843351779,5.300104524999999,4.58344086875,0.6568913062499999,0.2031838521875,0.1668281876875,0.458777369375,11.369225018749999
37,201580,JaVale McGee,0.993233723125,0.006490399260751625,8.9423468375,3.4693460812499994,0.80928377,0.06006571906875,0.04977193957499999,0.403659803125,13.73447435625
38,201586,Serge Ibaka,0.9911074575000001,0.008369664028020703,4.27766288125,3.09500250625,2.034929818125,0.313133837125,0.334969611625,4.052772175,14.108470818750002
39,201587,Nicolas Batum,0.98277135625,0.011852620456752842,1.770181665625,0.40632047,0.84711228625,1.0291054981249999,1.147599609375,3.86081885625,9.061138806249998
40,201588,George Hill,0.97796953625,0.016044384620013816,3.46966481875,1.353959005,0.9182671612500001,0.634415065,0.6534654999999999,2.8155820624999994,9.84535306875
41,201599,DeAndre Jordan,0.996925566875,0.0030445076279716782,7.8934771562499995,0.714113184375,0.18038803512499998,0.0393976237125,0.03803998208125,0.07561657229375,8.941032775
42,201609,Goran Dragic,0.9778021881250001,0.015861767390496998,4.5357197375,2.9870191124999996,2.2171442475,0.7792416362500001,0.38760056024999995,5.1799129125,16.086638
43,201933,Blake Griffin,0.9906419912499999,0.008784740972201369,4.876462125,1.3504420174999998,0.493935433125,0.958643788125,0.4805423919374999,4.11313405,12.273160431249998
44,201935,James Harden,0.981706440625,0.012327499006701425,4.7494225,3.33190095625,1.04643182375,0.1942594739375,0.31029232812499996,7.239691849999999,16.871999000000002
45,201937,Ricky Rubio,0.978197319375,0.014830342679364308,3.1996602375,2.09080405,2.5703380231249997,1.171911978125,0.6329590337500001,3.42113358125,13.086807450000002
46,201939,Stephen Curry,0.979412940625,0.014545144934293352,4.5134183625,3.3072879625000002,2.405302040625,0.6324635962499999,0.532681465,10.6374992125,22.0286521875
47,201942,DeMar DeRozan,0.978507426875,0.014492143925879383,4.51465393125,4.33419855625,7.319997431250001,0.43783510625,0.19205793568749996,1.177610308125,17.976353125
48,201949,James Johnson,0.99039900375,0.009566357836383498,5.770868137499999,1.732769813125,0.5391574868125,0.5926855531249999,0.7492962925000001,2.6707021131249995,12.0554783125
49,201950,Jrue Holiday,0.9792110268750001,0.01445768942020656,5.1876058812500006,3.6995480125,2.282760228125,0.467701084375,0.3981134825,5.32200335625,17.357733687499998
50,201952,Jeff Teague,0.980189655625,0.013726571628078912,3.5816373687500005,3.7383730749999997,1.442590965625,0.39968814743750003,0.4116265023125,3.300935820625,12.87485178125
51,201959,Taj Gibson,0.9920627443749999,0.007126899092454648,4.84494389375,1.271667025625,1.1728346606250002,0.412330688125,0.39972700187500004,0.593008344375,8.694511343750001
52,201961,Wayne Ellington,0.9800318874999999,0.014022698415287043,1.4838228181250002,0.65827630625,0.9235295925,1.00520536625,0.9929072731249999,7.13037465,12.1941161
53,201976,Patrick Beverley,0.9779965056250001,0.014794907517114405,2.1995374562500003,1.7612433737500002,0.449130833125,0.8132550362500001,0.7464928093750001,3.8172463625,9.786906581250001
54,201980,Danny Green,0.980495875625,0.013875379266668923,1.6157738343749997,0.92212277125,0.7837163075,1.2221822893749998,1.6621882281249998,4.0881753125,10.294158668749999
55,201988,Patty Mills,0.9820221925,0.012207183952664666,1.84022378625,0.7834857293749999,2.443933491875,1.046827971875,0.897131525,6.830441693749999,13.842043825000001
56,202066,Garrett Temple,0.9784176156250001,0.01575616971630894,3.1659446687500004,1.16404285125,1.182173975625,1.277327116875,0.97243661625,3.72189521875,11.4838207875
57,202083,Wesley Matthews,0.98062624,0.013284737384867643,1.87964810625,0.8562733575000001,0.361155913,1.09913031375,0.7344791731250001,3.8200146375,8.75070110625
58,202322,John Wall,0.97878461625,0.015068734226959342,5.6396353687500005,2.92920515,3.385028125,0.44638904187500006,0.31798454825,5.3471436625,18.065385000000003
59,202324,Derrick Favors,0.9933184650000001,0.006198442258444859,5.0976340375,2.110215426875,1.819127938125,0.3227085868125,0.314355738375,0.2617609633125,9.92580279375
60,202326,DeMarcus Cousins,0.9912458100000001,0.009216355461767411,7.26845203125,2.203447558125,0.615256465625,0.13721513018749998,0.1325605720625,4.10217903125,14.45911120625
61,202330,Gordon Hayward,0.9911344474999999,0.00871440831538457,3.7450076125,3.3690027937499996,2.8342395312499997,0.5420142156250001,0.46524939375,3.68170070625,14.637212937500001
62,202331,Paul George,0.9908793743750001,0.008816077377607819,4.444778675,2.727894525,3.96810341875,0.619111570625,0.751869093125,7.103825293750001,19.6155838125
63,202335,Patrick Patterson,0.990862465,0.008745225327787442,2.9061496312500004,1.069566716875,0.979998109375,1.1988790862499998,1.3325061987499998,4.2932189375,11.780319212499998
64,202339,Eric Bledsoe,0.9781844137499999,0.015878057387557237,4.070679037500001,2.65470531875,2.028620915625,0.47330773,0.5260479543750001,4.3112453375,14.064606224999999
65,202340,Avery Bradley,0.979484018125,0.014571469858221116,2.3087046437499996,1.140991135,1.8129965475,1.43979583,1.01708433625,3.1562528875,10.87582445
66,202355,Hassan Whiteside,0.9957681925,0.004087483793294323,7.455127425,3.7338425625,0.9053430475,0.047224104225,0.046971089656250006,0.11392733856250001,12.30243543125
67,202357,Nemanja Bjelica,0.9907457174999998,0.009241287513798806,4.31646208125,2.199571489375,0.6429487975000001,0.44415532375,0.452734223125,4.6773471875,12.733219712499999
68,202362,Lance Stephenson,0.990671685625,0.008578631676106238,4.577011393749999,1.8252701237500002,3.1662505281249995,0.5003207139375,0.549769795,3.6394965581250007,14.25811915625
69,202397,Ish Smith,0.9791551956250001,0.014731239250224534,3.94342314375,3.1712649875,4.07517071875,0.42856420937500006,0.443848261875,1.9003658168750002,13.962637037499999
70,202681,Kyrie Irving,0.978360008125,0.014941782030243546,4.14557728125,4.357285549999999,3.92000976875,0.459161871875,0.537548371875,6.9693911125,20.3889733125
71,202683,Enes Freedom,0.9944466337500001,0.00566511930762371,8.2879004,2.3670369131249998,0.5369572001249999,0.060887908125,0.06585547180625,0.22281730449999998,11.541453918750001
72,202684,Tristan Thompson,0.9941571243749999,0.005190065221305592,6.52295898125,3.7263770875,0.357088193,0.050153055675,0.0512115887625,0.17031707356250003,10.87810571875
73,202685,Jonas Valančiūnas,0.9921204431249998,0.007844190611800892,6.989329431250001,4.3675454375,1.568109595625,0.06456076348125,0.060151003875,1.5860823287499999,14.63577925
74,202687,Bismack Biyombo,0.9964884362499999,0.003362993100042867,5.6466222437499995,3.1597639250000005,0.2896404249375,0.04021432831875,0.042895751143749994,0.0610971206,9.24023359375
75,202689,Kemba Walker,0.9809196668749999,0.013091972436130576,3.5213696499999996,2.308318804375,2.41938848625,0.3167514633125,0.3394361440625,7.98821571875,16.893479749999997
76,202691,Klay Thompson,0.9786935418749999,0.01535733360391694,2.4797485125,2.9935194624999997,4.2559102499999995,0.89888205375,0.9773261437499999,9.1943146125,20.79970025
77,202692,Alec Burks,0.977099845,0.015944266506599636,2.52655506875,2.619339975,2.3777458475,0.9305392781249999,0.6767177649999999,5.3552673875000005,14.48616530625
78,202693,Markieff Morris,0.99074731875,0.00905559118630023,3.19273565625,1.8634382324999998,1.68272954375,1.0945726699999998,0.82194050375,4.6070043375,13.262421431249999
79,202694,Marcus Morris Sr.,0.99158934,0.008137040741381354,1.6936166075,2.6690813875,3.402312925,1.19764124125,0.43307852625000004,4.9566855062499995,14.3524164875
80,202695,Kawhi Leonard,0.9910181,0.008881488250991497,3.9727629125,4.1774399749999995,4.374058775,0.549699608125,0.44751337874999997,4.61399820625,18.135472500000002
81,202696,Nikola Vučević,0.9928170274999999,0.007353065166173476,5.072019743749999,3.9664634999999997,2.9074547062500007,0.19103940825000001,0.11433966212499999,3.7000304374999997,15.951346625000001
82,202699,Tobias Harris,0.9912404193750001,0.008287120397550623,4.5199403,3.627646075,1.8184673649999998,0.639654269375,0.81072732375,3.1147957875,14.531230999999998
83,202704,Reggie Jackson,0.9781983625000001,0.015119685043713502,3.68691334375,3.46819155625,2.3727042812500003,0.6959559999999999,0.825214044375,5.334640368749999,16.383619062500003
84,202709,Cory Joseph,0.9793386587499999,0.01399658541447872,2.526053225,2.25925361875,1.5368698462500001,0.49714881875000005,0.47370484250000006,3.4945402437500004,10.787569825
85,202710,Jimmy Butler III,0.9908900606250001,0.008722262306847325,6.61118953125,3.90221119375,2.79430088125,0.45722143625,0.49228646687500005,1.2337139418749998,15.4909230625
86,202711,Bojan Bogdanović,0.9910735525,0.008994645898032547,4.093261875,3.4194568000000003,1.8361258531250002,0.98889970625,1.4806369587500001,4.96066253125,16.779044250000002
87,202722,Dāvis Bertāns,0.9914775143749999,0.00811359632298116,1.671581108125,0.7958874437500001,0.598243265,0.9525785031250001,0.783641909375,8.2715704375,13.0735037125
88,202734,E'Twaun Moore,0.9785426862500001,0.015992323791246255,3.1802583687499997,3.2903009181250003,2.179063975625,1.0049798631250002,0.793826685,5.1777773412500006,15.6262067125
89,202738,Isaiah Thomas,0.979211746875,0.01412360303482446,2.6726291581249995,2.9744735206250006,2.836214719375,0.632733450375,0.7030584025625001,6.7929776625,16.612085275
90,202954,Brad Wanamaker,0.9807749762500001,0.013681024982276949,3.9384088875000005,2.1651320475,1.7610405337500001,0.348135209625,0.29658417568750006,3.39402407625,11.903324674999999
91,203076,Anthony Davis,0.992121558125,0.00765352846056128,7.11151146875,4.1405983,3.912092925,0.21993621624999998,0.218895508625,1.8763683381249998,17.4794030625
92,203078,Bradley Beal,0.9788886331250001,0.015596254526801547,5.3337516875,4.4836289124999995,4.4064408125,0.7106808075,0.483807159375,4.49892919375,19.917237937499998
93,203081,Damian Lillard,0.9787244325000001,0.015320755726764715,6.026581693750001,1.8082959175000002,2.392232771875,0.34577590687500004,0.3217648712499999,9.872572625,20.767223624999996
94,203082,Terrence Ross,0.9819822768750001,0.011963212821822373,1.673902955625,2.200756325,3.43989978125,0.8890312706250001,0.4297793975,5.928014987499999,14.561384956249999
95,203083,Andre Drummond,0.995812205625,0.003609661032159856,9.3822943375,2.6839207750000003,0.2501502385625,0.04176201244375,0.04822200070625,0.1682850659375,12.57463481875
96,203084,Harrison Barnes,0.990590219375,0.00960375308382091,3.9744700875000003,2.2727830937499998,0.6272786356250001,0.810229828125,0.775983633125,3.3143118562500002,11.775056325000001
97,203085,Austin Rivers,0.9791585612499999,0.014440541021461018,2.50094526875,1.2230630981250001,0.32507492212500005,1.2886706950000002,1.0157892068749999,3.005560806249999,9.3591038125
98,203086,Meyers Leonard,0.990881524375,0.008975385548231666,3.2788625906249997,1.7385888424999998,0.9081318711874999,0.6380177689375001,0.5601622900625,4.178166680625,11.30192920625
99,203087,Jeremy Lamb,0.9792950412499999,0.014542734455675742,2.4348644562499997,2.78157262125,2.36745467875,0.6450752587499999,0.5210359625,5.196975675,13.9469784
100,203089,John Henson,0.9909949412500001,0.00902799672347351,4.52514254375,2.3712398768750003,0.8511316332500001,0.6548014306250001,0.5328615355,2.49418333,11.42936150625
101,203090,Maurice Harkless,0.9908830893749999,0.008950988374413582,3.2751590312500003,0.819487606875,0.45158788025,0.954040018125,1.026152833125,1.89632542,8.42275309375
102,203095,Evan Fournier,0.9792360193749999,0.014922235407069532,2.52722075625,2.36941723125,2.115521120625,1.293471999375,0.625348735,6.78643979375,15.717419687500001
103,203107,Tomas Satoransky,0.9793385212499999,0.014279240736276858,2.9371118312500006,2.2744373575,1.3388637300000001,0.50463572375,0.4963564124999999,2.309532371875,9.8609375625
104,203109,Jae Crowder,0.9918820024999999,0.007481017275995542,1.78111383375,0.9969679293749999,1.25467316125,0.88344859375,0.8693435737499999,5.85798205625,11.643527975
105,203110,Draymond Green,0.990403395,0.009295326436116969,3.5616589687500007,1.98612809375,0.547541271875,0.283837158125,0.28266929375,1.818184004375,8.4800186625
106,203114,Khris Middleton,0.9906495868749999,0.008911199681788233,3.1443617062499993,3.03620076875,4.2861478625,0.59317301125,0.44211389124999995,6.228092156250001,17.7300903125
107,203115,Will Barton,0.979414261875,0.014585065983251377,3.58969589375,2.5353217999999997,1.87540248125,0.653318343125,0.58985226,5.194600125000001,14.43819098125
108,203118,Mike Scott,0.9903993475,0.009374726396767202,2.4827597125,1.3429756306249998,0.9310528756249999,0.7776933718750001,0.8824444531250001,5.008094475,11.42502070625
109,203145,Kent Bazemore,0.9784366162500001,0.015632800133420947,3.1075943749999997,1.4583370081250002,1.5139907687499998,1.1600317612500002,1.19548991,2.70935290375,11.14479676875
110,203200,Justin Holiday,0.9925705337499999,0.0070451799278911905,2.27962615,0.44996554875,1.14538701125,1.447966196875,1.4542937599999999,4.6324885,11.40972735625
111,203210,JaMychal Green,0.9907986481250001,0.008873427551293748,4.87422420625,1.2932675912500002,0.6207967624999999,0.901536051875,0.7854873287499999,3.68648343125,12.161795637500001
112,203382,Aron Baynes,0.9893840981249999,0.010240786273633801,6.1956675125,2.1962296281249998,0.72298005125,0.17803627168749997,0.173851282,2.4728202193750004,11.939585293750001
113,203457,Nerlens Noel,0.9947467849999999,0.005141228679632427,3.988950225,1.48347531,0.6632346737499999,0.070140954125,0.06502961566250001,0.111493725625,6.38232458125
114,203458,Alex Len,0.989204911875,0.010995613491086298,5.9072626249999995,3.21254580625,0.39326830387499995,0.199763494125,0.1822093188125,0.7213267868750001,10.6163757
115,203459,Allen Crabbe,0.9780840537500001,0.016050182699765787,2.2705814899999996,1.8060362287499998,1.7047281212500003,0.847837756875,0.8029772816249999,5.62916445125,13.06132671875
116,203463,Ben McLemore,0.97972025625,0.014288800004875705,2.007256285,0.67646866625,1.3792947918750003,1.602492944375,1.3740323175,7.7387311625,14.778275918750001
117,203468,CJ McCollum,0.9796764762499999,0.013862999288959295,3.4196808999999995,4.0049082625,4.03317403125,0.5929373506250001,0.5142900968749999,6.8417682375,19.406759125
118,203469,Cody Zeller,0.99173968375,0.007919171958133372,6.62535513125,2.150286286875,0.5117245339375001,0.29507774412500004,0.3174786871875,1.767204509375,11.667126325
119,203471,Dennis Schröder,0.978578505,0.015147733473484573,3.407873075,2.8559997500000005,2.79709779375,0.598988595,0.31070233875,3.7914655562500004,13.762127249999999
120,203473,Dewayne Dedmon,0.9909249456250001,0.00931329256192021,6.0613085,2.05717431625,0.8545075037500002,0.092396253,0.160465634625,1.5238470093749998,10.749699675000002
121,203476,Gorgui Dieng,0.9893685400000001,0.012156295860927374,4.52235363125,1.97146579875,1.267104770625,0.2137931935,0.2536983026875,2.439568579375,10.66798386875
122,203482,Kelly Olynyk,0.990301155,0.009496424456326969,4.1769411624999995,1.91542531,0.836759899375,0.48546982125,0.45906964375000003,4.73593805,12.60960314375
123,203484,Kentavious Caldwell-Pope,0.978931341875,0.014948298958911562,2.287115875,1.114518613125,2.266543945625,1.1382443599999998,0.9488620081249999,3.42272180625,11.178007849999998
124,203486,Mason Plumlee,0.9960170068749999,0.003584698147414609,6.743927106250001,1.64611869875,0.44441064249999995,0.08361520512500001,0.07563898468750001,0.0905788995625,9.084289531249999
125,203487,Michael Carter-Williams,0.979074983125,0.014770365182616176,4.1929079375,3.0865655125,1.2311451737499999,0.638293829625,0.43707175575,3.0010374643750004,12.58702145625
126,203488,Mike Muscala,0.990898010625,0.008536056021694802,2.3187964375,1.174050598125,1.15643514125,1.157593740625,0.7412059206249999,7.08981864375,13.6379016
127,203490,Otto Porter Jr.,0.9907331293749999,0.009073798420735227,2.85115650625,1.8671861906249998,1.85172678625,0.8493425600000001,0.675075274375,4.393742425,12.48822840625
128,203493,Reggie Bullock Jr.,0.98247331,0.012257812546194773,1.3275453887500002,0.59811427125,0.95297206875,1.371414555625,1.273868109375,3.9313087374999998,9.45522284375
129,203496,Robert Covington,0.9911976349999999,0.00846924592093505,2.89030581875,1.032262846875,0.38337761375,0.579643991875,0.556862253125,5.5685386625,11.0109904875
130,203497,Rudy Gobert,0.998301126875,0.0015828620157100663,8.0287869875,1.2435290575,0.1402524885,0.02788019645625,0.0249743804,0.043204466087500004,9.50862731875
131,203500,Steven Adams,0.997828749375,0.0021447036768659,6.11189614375,2.0569703375,0.19071763637500003,0.038461148550000004,0.031961906375,0.044418266456249994,8.47442555
132,203501,Tim Hardaway Jr.,0.97734117,0.016094805845904135,2.49130514375,1.62392849625,2.378153545,1.010988919375,1.078791229375,6.97217424375,15.555343437500001
133,203503,Tony Snell,0.980316019375,0.013552558928538166,1.4378450649999999,1.116183988125,0.7593627875,1.009978589375,1.1451234174999998,3.11844301875,8.58693679375
134,203504,Trey Burke,0.9787093150000001,0.015248428092455137,3.1869221250000006,1.8123449974999999,3.094907581875,0.842413116875,0.78347403375,4.92388973125,14.64395195
135,203506,Victor Oladipo,0.9784658399999999,0.01548305515848374,3.8187779875000003,2.4723091125,2.0699068950000004,0.74904465375,0.55294049375,6.108001806249999,15.770980437499997
136,203507,Giannis Antetokounmpo,0.9926294906249999,0.007051838439542707,9.86826584375,3.3773537687500004,2.89608175,0.15030271912499998,0.09245065200000001,3.6589371125000003,20.0433935
137,203516,James Ennis III,0.990190425625,0.009617577432400447,3.8551363249999997,1.560159169375,0.7874760331249999,0.7455476143750001,0.6675581281249999,3.318258796875,10.934137456250001
138,203521,Matthew Dellavedova,0.9788668481249999,0.014832398054219317,2.37375635625,2.3683758299999997,1.2219830108125,0.7336834401249999,0.5354531865,4.617778556875,11.85103126875
139,203524,Solomon Hill,0.9914294656249999,0.008034821675919034,2.437462446875,1.149605349375,0.7477306543750001,0.992628345,0.842320768125,3.6787425562500005,9.848489875
140,203526,Raul Neto,0.9783958931250001,0.015051219638635692,3.4451818687499998,2.80018195,0.9155531106250001,0.382858974375,0.42630670499999995,2.8855427562499996,10.855626012500002
141,203552,Seth Curry,0.97948678,0.015233511277783267,1.52364775625,1.501835331875,3.7075379125,0.704536064375,0.760657378125,5.2503022125,13.448515031249999
142,203584,Troy Daniels,0.978607825,0.015446044540775642,2.356009753125,1.7544432749999999,1.9377371193750001,1.013326293125,0.91428356625,6.914261455000001,14.890061418750001
143,203585,Rodney McGruder,0.9792863293749999,0.014773964943343312,2.30418186875,1.6799297487499998,0.760747784375,1.5636203825,1.108273848125,3.5613806625,10.978133875
144,203648,Thanasis Antetokounmpo,0.990898646875,0.008784032376828862,5.06527841875,1.340320465,0.7520429258125,0.52623352975,0.560794284375,1.7730107537499997,10.017680925
145,203894,Shabazz Napier,0.9783579731250001,0.01568992843876774,3.0370987675,1.913109110625,1.88601745,0.7313639143750001,0.550124733875,6.379013525,14.49672756875
146,203895,Jordan McRae,0.9790316606249999,0.014509146415552832,3.4703252124999993,2.6136496662499997,3.0591457618749995,0.9036503562499999,0.569392874625,5.769015763125,16.385179318749998
147,203897,Zach LaVine,0.97859925625,0.014578736645302497,5.588285912500001,1.7296079112500002,3.3617638,0.66649456375,0.5409349925,6.59276319375,18.4798506875
148,203901,Elfrid Payton,0.9798364649999999,0.013949462705334746,4.68003513125,4.03713845,1.4702483143749998,0.241084605375,0.6173693875,1.47414633875,12.520021781250001
149,203903,Jordan Clarkson,0.9797188450000001,0.01377955392278629,3.38501495,5.220238275000001,1.3027234006250001,0.9728478093749999,0.6290434943750001,7.78603553125,19.295903187500002
150,203914,Gary Harris,0.9799643356250001,0.013910858452185145,2.491948075,1.24339632875,1.1483060593749999,1.3812252612499998,1.0258361193749999,3.60946083125,10.90017296875
151,203915,Spencer Dinwiddie,0.9787782275000001,0.014688387683838677,3.7737094562499998,2.9086167,1.613474123125,0.5412956706250001,0.6991673631249999,5.43906753125,14.975330374999999
152,203918,Rodney Hood,0.98012237375,0.014044802146223383,1.494295144375,1.74827516,2.1023502106249996,0.7075333462500001,0.840878485625,3.27846383125,10.171794756250002
153,203920,Khem Birch,0.992373829375,0.007460358274758801,4.0747256937500005,2.8980756187499996,0.6570248831250001,0.2056783388125,0.15534219500000002,0.18885132725,8.17969816875
154,203922,Glenn Robinson III,0.99072012,0.008741921950969936,3.5568986500000004,2.19101846125,2.10115563375,0.772394104375,0.7751136612499999,3.1126802318749998,12.5092606
155,203924,Jerami Grant,0.990757954375,0.008020257513543025,4.4994202125,2.2180008375,2.8555976999999997,0.885280506875,1.077558541875,3.9360627624999993,15.4719205625
156,203925,Joe Harris,0.979154171875,0.014736997119277182,2.50227430625,1.0802245175,0.8795179831250001,0.821585500625,1.038241223125,5.900313656250001,12.22215519375
157,203926,Doug McDermott,0.990961066875,0.008284635802113012,4.174327018750001,1.8446241318750003,1.07120186875,1.120482374375,0.49505550687500005,6.1840145374999995,14.889706412499999
158,203932,Aaron Gordon,0.99001896125,0.009624503055015278,5.7402109687500005,1.860391999375,1.5197078543750002,0.6626240393750001,0.53130683,2.5934097250000003,12.90765041875
159,203933,T.J. Warren,0.99074602,0.008586039926654196,3.557814925,3.57053311875,3.2013601749999996,0.848554268125,0.627465863125,2.37304447,14.178772525
160,203935,Marcus Smart,0.9773432775,0.015337124512412478,2.3134275625000003,2.3831719125,0.8129736275,0.77734116875,0.505770800625,5.279900931249999,12.072583743750002
161,203937,Kyle Anderson,0.98963564125,0.01035765359734281,3.25440108125,3.4560867875,1.0592471756250001,0.678199296875,0.622206596875,1.548489175,10.618630543750001
162,203939,Dwight Powell,0.9941375875,0.005687284719318503,6.270582812499999,0.7569257525,0.2280862969375,0.12803248587500002,0.1287380135,0.536959111875,8.0493244
