row_idx,nba_api_id,season,role_mode
996,1629018,2022-23,team
997,1629020,2020-21,trade
998,1629020,2021-22,team
999,1629020,2022-23,trade
1000,1629021,2019-20,league_fallback
1001,1629021,2020-21,team
1002,1629021,2021-22,trade
1003,1629021,2022-23,team
1004,1629022,2019-20,league_fallback
1005,1629022,2020-21,team
1006,1629022,2021-22,team
1007,1629022,2022-23,trade
1008,1629023,2019-20,league_fallback
1009,1629023,2020-21,team
1010,1629023,2021-22,team
1011,1629023,2022-23,team
1012,1629026,2019-20,league_fallback
1013,1629026,2020-21,trade
1014,1629026,2021-22,team
1015,1629026,2022-23,team
1016,1629027,2019-20,league_fallback
1017,1629027,2020-21,team
1018,1629027,2021-22,team
1019,1629027,2022-23,team
1020,1629028,2019-20,league_fallback
1021,1629028,2020-21,team
1022,1629028,2021-22,team
1023,1629028,2022-23,team
1024,1629029,2019-20,league_fallback
1025,1629029,2020-21,team
1026,1629029,2021-22,team
1027,1629029,2022-23,team
1028,1629048,2020-21,team
1029,1629048,2021-22,team
1030,1629052,2020-21,trade
1031,1629052,2021-22,team
1032,1629052,2022-23,team
1033,1629056,2019-20,league_fallback
1034,1629056,2020-21,trade
1035,1629056,2021-22,team
1036,1629056,2022-23,team
1037,1629057,2020-21,team
1038,1629057,2021-22,team
1039,1629057,2022-23,team
1040,1629059,2019-20,league_fallback
1041,1629060,2019-20,league_fallback
1042,1629060,2020-21,team
1043,1629060,2021-22,team
1044,1629060,2022-23,trade
1045,1629065,2019-20,league_fallback
1046,1629066,2019-20,league_fallback
1047,1629067,2019-20,league_fallback
1048,1629109,2019-20,league_fallback
1049,1629109,2020-21,team
1050,1629111,2021-22,fa
1051,1629111,2022-23,trade
1052,1629117,2022-23,team
1053,1629130,2019-20,league_fallback
1054,1629130,2020-21,team
1055,1629130,2021-22,team
1056,1629130,2022-23,team
1057,1629134,2019-20,league_fallback
1058,1629134,2020-21,team
1059,1629134,2022-23,fa
1060,1629139,2020-21,trade
1061,1629139,2022-23,trade
1062,1629162,2019-20,league_fallback
1063,1629162,2020-21,team
1064,1629162,2021-22,team
1065,1629162,2022-23,team
1066,1629164,2020-21,team
1067,1629164,2021-22,trade
1068,1629216,2020-21,team
1069,1629216,2021-22,team
1070,1629216,2022-23,team
1071,1629234,2020-21,team
1072,1629234,2021-22,trade
1073,1629234,2022-23,team
1074,1629308,2020-21,team
1075,1629308,2021-22,team
1076,1629308,2022-23,trade
1077,1629312,2022-23,team
1078,1629599,2021-22,team
1079,1629599,2022-23,team
1080,1629604,2021-22,team
1081,1629611,2020-21,team
1082,1629611,2021-22,team
1083,1629611,2022-23,team
1084,1629614,2022-23,fa
1085,1629622,2020-21,trade
1086,1629622,2021-22,team
1087,1629622,2022-23,team
1088,1629626,2022-23,trade
1089,1629627,2019-20,league_fallback
1090,1629627,2020-21,team
1091,1629627,2022-23,fa
1092,1629628,2019-20,league_fallback
1093,1629628,2020-21,team
1094,1629628,2021-22,team
1095,1629628,2022-23,team
1096,1629629,2019-20,league_fallback
1097,1629629,2020-21,team
1098,1629629,2021-22,team
1099,1629629,2022-23,trade
1100,1629630,2019-20,league_fallback
1101,1629630,2020-21,team
1102,1629630,2021-22,team
1103,1629630,2022-23,team
1104,1629631,2019-20,league_fallback
1105,1629631,2020-21,team
1106,1629631,2021-22,team
1107,1629631,2022-23,team
1108,1629632,2019-20,league_fallback
1109,1629632,2020-21,team
1110,1629632,2021-22,team
1111,1629632,2022-23,team
1112,1629633,2019-20,league_fallback
1113,1629633,2020-21,team
1114,1629634,2019-20,league_fallback
1115,1629634,2020-21,team
1116,1629634,2021-22,team
1117,1629634,2022-23,team
1118,1629635,2019-20,league_fallback
1119,1629635,2020-21,team
1120,1629636,2019-20,league_fallback
1121,1629636,2020-21,team
1122,1629636,2021-22,team
1123,1629636,2022-23,team
1124,1629637,2019-20,league_fallback
1125,1629637,2020-21,team
1126,1629637,2021-22,team
1127,1629637,2022-23,team
1128,1629638,2019-20,league_fallback
1129,1629638,2020-21,team
1130,1629638,2021-22,team
1131,1629638,2022-23,trade
1132,1629639,2019-20,league_fallback
1133,1629639,2020-21,team
1134,1629639,2021-22,team
1135,1629639,2022-23,team
1136,1629640,2020-21,team
1137,1629640,2021-22,team
1138,1629640,2022-23,team
1139,1629641,2021-22,team
1140,1629641,2022-23,trade
1141,1629642,2019-20,league_fallback
1142,1629642,2020-21,team
1143,1629642,2021-22,team
1144,1629642,2022-23,team
1145,1629643,2020-21,fa
1146,1629643,2021-22,team
1147,1629643,2022-23,team
1148,1629645,2019-20,league_fallback
1149,1629645,2020-21,trade
1150,1629645,2021-22,team
1151,1629645,2022-23,team
1152,1629646,2022-23,trade
1153,1629647,2019-20,league_fallback
1154,1629647,2020-21,team
1155,1629647,2021-22,team
1156,1629647,2022-23,team
1157,1629649,2021-22,team
1158,1629650,2020-21,trade
1159,1629651,2020-21,team
1160,1629651,2021-22,team
1161,1629651,2022-23,team
1162,1629652,2019-20,league_fallback
1163,1629652,2020-21,team
1164,1629652,2021-22,team
1165,1629652,2022-23,team
1166,1629655,2019-20,league_fallback
1167,1629655,2020-21,trade
1168,1629655,2021-22,team
1169,1629655,2022-23,team
1170,1629656,2021-22,fa
1171,1629656,2022-23,team
1172,1629659,2020-21,team
1173,1629659,2021-22,team
1174,1629659,2022-23,trade
1175,1629660,2020-21,trade
1176,1629660,2021-22,team
1177,1629660,2022-23,trade
1178,1629661,2019-20,league_fallback
1179,1629661,2020-21,team
1180,1629661,2021-22,team
1181,1629661,2022-23,trade
1182,1629667,2020-21,team
1183,1629667,2021-22,team
1184,1629667,2022-23,team
1185,1629669,2020-21,team
1186,1629669,2021-22,team
1187,1629669,2022-23,team
1188,1629670,2021-22,team
1189,1629670,2022-23,team
1190,1629671,2020-21,team
1191,1629672,2019-20,league_fallback
1192,1629672,2020-21,team
1193,1629672,2021-22,trade
1194,1629673,2019-20,league_fallback
1195,1629673,2020-21,team
1196,1629673,2021-22,team
1197,1629673,2022-23,team
1198,1629675,2020-21,team
1199,1629675,2021-22,team
1200,1629675,2022-23,team
1201,1629676,2020-21,team_fallback
1202,1629676,2021-22,team
1203,1629680,2019-20,league_fallback
1204,1629680,2020-21,team
1205,1629680,2021-22,team
1206,1629680,2022-23,trade
1207,1629684,2019-20,league_fallback
1208,1629684,2020-21,team
1209,1629684,2021-22,team
1210,1629684,2022-23,team
1211,1629685,2020-21,fa
1212,1629717,2020-21,fa
1213,1629717,2021-22,team
1214,1629723,2020-21,team
1215,1629723,2021-22,team
1216,1629723,2022-23,team
1217,1629726,2020-21,team
1218,1629726,2021-22,trade
1219,1629726,2022-23,team
1220,1629731,2020-21,team
1221,1629731,2021-22,team
1222,1629731,2022-23,team
1223,1629740,2019-20,league_fallback
1224,1629740,2020-21,trade
1225,1629750,2021-22,trade
1226,1630162,2020-21,fa
1227,1630162,2021-22,team
1228,1630162,2022-23,team
1229,1630163,2020-21,fa
1230,1630163,2021-22,team
1231,1630163,2022-23,team
1232,1630164,2020-21,fa
1233,1630164,2022-23,fa
1234,1630165,2020-21,fa
1235,1630165,2021-22,team
1236,1630165,2022-23,team
1237,1630166,2020-21,fa
1238,1630166,2021-22,team
1239,1630166,2022-23,team
1240,1630167,2020-21,fa
1241,1630167,2021-22,team
1242,1630167,2022-23,team
1243,1630168,2020-21,fa
1244,1630168,2021-22,team
1245,1630168,2022-23,team
1246,1630169,2020-21,fa
1247,1630169,2021-22,team
1248,1630169,2022-23,trade
1249,1630170,2020-21,fa
1250,1630170,2021-22,team
1251,1630170,2022-23,team
1252,1630171,2020-21,fa
1253,1630171,2021-22,team
1254,1630171,2022-23,team
1255,1630172,2020-21,fa
1256,1630172,2022-23,team
1257,1630173,2020-21,fa
1258,1630173,2021-22,trade
1259,1630173,2022-23,team
1260,1630174,2020-21,fa
1261,1630174,2021-22,team
1262,1630174,2022-23,trade
1263,1630175,2020-21,fa
1264,1630175,2021-22,team
1265,1630175,2022-23,team
1266,1630177,2020-21,fa
1267,1630177,2021-22,team
1268,1630177,2022-23,trade
1269,1630178,2020-21,fa
1270,1630178,2021-22,team
1271,1630178,2022-23,team
1272,1630180,2020-21,fa
1273,1630180,2021-22,team
1274,1630180,2022-23,team
1275,1630181,2020-21,fa
1276,1630181,2021-22,team
1277,1630181,2022-23,trade
1278,1630182,2021-22,team
1279,1630182,2022-23,team
1280,1630183,2020-21,fa
1281,1630183,2021-22,team
1282,1630183,2022-23,team
1283,1630184,2020-21,fa
1284,1630188,2021-22,trade
1285,1630188,2022-23,team
1286,1630191,2020-21,fa
1287,1630191,2021-22,team
1288,1630191,2022-23,team
1289,1630192,2021-22,team
1290,1630192,2022-23,team
1291,1630193,2020-21,fa
1292,1630193,2021-22,team
1293,1630193,2022-23,team
1294,1630194,2022-23,team
1295,1630197,2020-21,fa
1296,1630197,2021-22,team
1297,1630197,2022-23,team
1298,1630198,2021-22,team
1299,1630198,2022-23,trade
1300,1630200,2021-22,team
1301,1630200,2022-23,team
1302,1630201,2020-21,fa
1303,1630201,2021-22,team
1304,1630201,2022-23,team
1305,1630202,2020-21,fa
1306,1630202,2021-22,team
1307,1630202,2022-23,team
1308,1630205,2020-21,fa
1309,1630205,2021-22,team
1310,1630205,2022-23,team
1311,1630208,2022-23,team
1312,1630209,2021-22,fa
1313,1630214,2020-21,fa
1314,1630214,2021-22,team
1315,1630214,2022-23,team
1316,1630217,2020-21,fa
1317,1630217,2021-22,team
1318,1630217,2022-23,team
1319,1630224,2021-22,fa
1320,1630224,2022-23,team
1321,1630227,2022-23,team
1322,1630228,2021-22,fa
1323,1630228,2022-23,team
1324,1630230,2020-21,fa
1325,1630230,2021-22,team
1326,1630230,2022-23,team
1327,1630231,2020-21,fa
1328,1630231,2021-22,team
1329,1630231,2022-23,team
1330,1630235,2021-22,team
1331,1630237,2022-23,trade
1332,1630240,2020-21,fa
1333,1630240,2021-22,team
1334,1630245,2021-22,fa
1335,1630245,2022-23,team
1336,1630249,2021-22,fa
1337,1630256,2020-21,fa
1338,1630256,2021-22,team
1339,1630256,2022-23,team
1340,1630264,2022-23,team
1341,1630267,2020-21,fa
1342,1630267,2021-22,team
1343,1630314,2021-22,fa
1344,1630322,2022-23,team
1345,1630526,2021-22,fa
1346,1630526,2022-23,team
1347,1630527,2021-22,fa
1348,1630528,2021-22,fa
1349,1630528,2022-23,team
1350,1630529,2021-22,fa
1351,1630529,2022-23,team
1352,1630530,2021-22,fa
1353,1630530,2022-23,team
1354,1630532,2021-22,fa
1355,1630532,2022-23,team
1356,1630533,2021-22,fa
1357,1630533,2022-23,team
1358,1630534,2022-23,fa
1359,1630535,2021-22,fa
1360,1630537,2021-22,fa
1361,1630537,2022-23,team
1362,1630538,2021-22,fa
1363,1630538,2022-23,team
1364,1630539,2022-23,team
1365,1630540,2022-23,team
1366,1630541,2021-22,fa
1367,1630541,2022-23,team
1368,1630543,2021-22,fa
1369,1630543,2022-23,team
1370,1630544,2021-22,fa
1371,1630544,2022-23,team
1372,1630547,2022-23,team
1373,1630549,2022-23,team
1374,1630550,2022-23,team
1375,1630552,2022-23,team
1376,1630553,2021-22,fa
1377,1630556,2021-22,fa
1378,1630557,2021-22,fa
1379,1630557,2022-23,team
1380,1630558,2021-22,fa
1381,1630558,2022-23,team
1382,1630559,2021-22,fa
1383,1630559,2022-23,team
1384,1630560,2021-22,fa
1385,1630560,2022-23,team
1386,1630563,2021-22,fa
1387,1630567,2021-22,fa
1388,1630567,2022-23,team
1389,1630570,2021-22,fa
1390,1630570,2022-23,team
1391,1630572,2022-23,trade
1392,1630573,2022-23,team
1393,1630578,2021-22,fa
1394,1630578,2022-23,team
1395,1630579,2021-22,fa
1396,1630579,2022-23,team
1397,1630581,2021-22,fa
1398,1630581,2022-23,team
1399,1630583,2022-23,team
1400,1630586,2022-23,team
1401,1630587,2022-23,team
1402,1630591,2021-22,fa
1403,1630591,2022-23,team
1404,1630595,2021-22,fa
1405,1630596,2021-22,fa
1406,1630596,2022-23,team
1407,1630598,2021-22,fa
1408,1630598,2022-23,team
1409,1630613,2021-22,fa
1410,1630625,2021-22,fa
1411,1630631,2021-22,fa
1412,1630631,2022-23,team
1413,1630647,2022-23,trade
1414,1630678,2021-22,fa
1415,1630688,2022-23,team
1416,1630692,2022-23,team_fallback
1417,1630699,2022-23,fa
1418,1630700,2022-23,fa
1419,1630702,2022-23,fa
1420,1631093,2022-23,fa
1421,1631094,2022-23,fa
1422,1631095,2022-23,fa
1423,1631097,2022-23,fa
1424,1631099,2022-23,fa
1425,1631100,2022-23,fa
1426,1631101,2022-23,fa
1427,1631103,2022-23,fa
1428,1631104,2022-23,fa
1429,1631105,2022-23,fa
1430,1631106,2022-23,fa
1431,1631108,2022-23,fa
1432,1631109,2022-23,fa
1433,1631110,2022-23,fa
1434,1631114,2022-23,fa
1435,1631117,2022-23,fa
1436,1631119,2022-23,fa
1437,1631121,2022-23,fa
1438,1631128,2022-23,fa
1439,1631132,2022-23,fa
1440,1631133,2022-23,fa
1441,1631172,2022-23,fa
1442,1631216,2022-23,fa
1443,1631223,2022-23,fa
1444,1631323,2022-23,fa
